"pair_id","ncc_predator","ak_predator","active_ncc_terms","active_ak_terms","aic","bic","cfi","pvalue","cpue_r2","sar_r2"
15,"x08_large_gulls_7_ws","x10_californian_s_l_2yrlead_ws","x08_large_gulls_7_ws, ncc_int_1","x10_californian_s_l_2yrlead_ws, ak_int_1",114.557925856355,124.37730793658,0.94190396830385,0.246551103023136,0.360485456077133,0.565323702189608
16,"x08_large_gulls_7_ws","x10_harbour_s_2yrlead_ws","x08_large_gulls_7_ws, ncc_int_1","x10_harbour_s_2yrlead_ws",123.989777536015,133.414208178798,0.730379662772128,0.010742686666635,0.371444210068308,0.439075917557959
17,"x08_large_gulls_7_ws","x10_northern_f_s_2yrlead_ws","x08_large_gulls_7_ws, ncc_int_1","x10_northern_f_s_2yrlead_ws, ak_int_1, ak_int_2",115.596733293377,126.50715782696,0.889892731278045,0.16467211865649,0.360485456076977,0.584736580444227
18,"x08_large_gulls_7_ws","x15_arrowtoothflounderbiomass_predak","x08_large_gulls_7_ws, ncc_int_1","ak_int_1, ak_int_2",115.636785219795,126.239269692927,1,0.537853195866676,0.371444210068308,0.661169367811232
19,"x08_large_gulls_7_ws","x15_sablefishbiomass_predak","x08_large_gulls_7_ws, ncc_int_1","x15_sablefishbiomass_predak, ak_int_2, ak_int_3",122.507066174497,134.287604477977,0.912950887565825,0.189432847499912,0.371444210068323,0.62193296107895
20,"x08_large_gulls_7_ws","x15_sablefishrecruitment_predak","x08_large_gulls_7_ws, ncc_int_1","x15_sablefishrecruitment_predak, ak_int_2, ak_int_3",125.395218805512,137.175757108992,0.827126236137971,0.0822930130399637,0.371444210068355,0.574283962424901
21,"x08_large_gulls_7_ws","x15_pacificcodbiomass_predak","x08_large_gulls_7_ws, ncc_int_1","ak_int_2",126.228636601955,135.653067244739,0.916978958893265,0.186573159061089,0.371444210068356,0.428143272163383
22,"x08_large_gulls_7_ws","x15_spinydogfishgoa_predak","x08_large_gulls_7_ws, ncc_int_1","x15_spinydogfishgoa_predak, ak_int_1, ak_int_2, ak_int_3",120.810234238154,133.768826371981,0.930492452805415,0.229524155741964,0.371444210068308,0.657039435112272
23,"x08_large_gulls_7_ws","x15_halibutbiomassage8plus_2yrlead_predak","x08_large_gulls_7_ws, ncc_int_1","None",128.637869959988,136.884246772423,0.772175141212829,0.0320769629272759,0.371444210068354,0.295119152355376
24,"x08_large_gulls_7_ws","x15_dfa_sleepersharks","x08_large_gulls_7_ws, ncc_int_1","ak_int_1",122.789801354209,132.214231996992,1,0.517287035447185,0.371444210068308,0.504372212702467
25,"x08_large_gulls_7_ws","x15_salmonsharkgoa_predak","x08_large_gulls_7_ws, ncc_int_1","None",128.637869959988,136.884246772423,0.772175141212829,0.0320769629272759,0.371444210068354,0.295119152355376
26,"x08_large_gulls_7_ws","x11_ssl_seak_pup_pred","x08_large_gulls_7_ws, ncc_int_1","x11_ssl_seak_pup_pred, ak_int_1, ak_int_2, ak_int_3",119.818033172633,132.77662530646,0.979936915804978,0.359320531597664,0.371444210068308,0.66810980383228
27,"x09_dfa_hakeage5plus","x10_dfa_ssl.est.wholerange_2yrlead","x09_dfa_hakeage5plus","x10_dfa_ssl.est.wholerange_2yrlead, ak_int_1, ak_int_2",111.132778929456,120.952161009681,0.841433675956766,0.0612459148547188,0.345324809359584,0.641144688165041
28,"x09_dfa_hakeage5plus","x10_californian_s_l_2yrlead_ws","x09_dfa_hakeage5plus","x10_californian_s_l_2yrlead_ws, ak_int_1",113.073382712126,121.801722338993,0.842873633446629,0.0603949972498689,0.345324809359584,0.564440035662271
29,"x09_dfa_hakeage5plus","x10_harbour_s_2yrlead_ws","x09_dfa_hakeage5plus","x10_harbour_s_2yrlead_ws",122.275275469102,130.521652281538,0.734231877997161,0.00583126258171263,0.363922419321753,0.445862549196116
30,"x09_dfa_hakeage5plus","x10_northern_f_s_2yrlead_ws","x09_dfa_hakeage5plus","x10_northern_f_s_2yrlead_ws, ak_int_1, ak_int_2",114.11219014914,123.931572229365,0.795904724235569,0.0398952447391135,0.345324809359584,0.585681151345253
31,"x09_dfa_hakeage5plus","x15_arrowtoothflounderbiomass_predak","x09_dfa_hakeage5plus","ak_int_1, ak_int_2",113.922283152883,123.346713795666,1,0.478671594516419,0.363922419321753,0.659681435038627
32,"x09_dfa_hakeage5plus","x15_sablefishbiomass_predak","x09_dfa_hakeage5plus","x15_sablefishbiomass_predak, ak_int_2, ak_int_3",120.792564107586,131.395048580718,0.824884321573022,0.0477165505372104,0.363922419321753,0.615758795814769
33,"x09_dfa_hakeage5plus","x15_sablefishrecruitment_predak","x09_dfa_hakeage5plus","x15_sablefishrecruitment_predak, ak_int_2, ak_int_3",123.6807167386,134.283201211732,0.746247227121822,0.0174329440368609,0.363922419321753,0.564701950849213
34,"x09_dfa_hakeage5plus","x15_pacificcodbiomass_predak","x09_dfa_hakeage5plus","ak_int_2",124.514134535043,132.760511347479,0.862412571066733,0.0707846034583389,0.363922419321753,0.424947727956948
35,"x09_dfa_hakeage5plus","x15_spinydogfishgoa_predak","x09_dfa_hakeage5plus","x15_spinydogfishgoa_predak, ak_int_1, ak_int_2, ak_int_3",119.09573217124,130.87627047472,0.832041386582847,0.054017540503779,0.363922419321753,0.652383280772133
36,"x09_dfa_hakeage5plus","x15_halibutbiomassage8plus_2yrlead_predak","x09_dfa_hakeage5plus","None",126.923367893076,133.991690875163,0.723226497746415,0.00582982669277066,0.363922419321753,0.29511915235536
37,"x09_dfa_hakeage5plus","x15_dfa_sleepersharks","x09_dfa_hakeage5plus","ak_int_1",121.075299287297,129.321676099733,0.975336984616985,0.271252954363826,0.363922419321753,0.508036906671552
38,"x09_dfa_hakeage5plus","x15_salmonsharkgoa_predak","x09_dfa_hakeage5plus","None",126.923367893076,133.991690875163,0.723226497746415,0.00582982669277066,0.363922419321753,0.29511915235536
39,"x09_dfa_hakeage5plus","x11_ssl_seak_pup_pred","x09_dfa_hakeage5plus","x11_ssl_seak_pup_pred, ak_int_1, ak_int_2, ak_int_3",118.103531105725,129.884069409204,0.918738517500958,0.176007529615417,0.363922419321753,0.661799312552171
40,"x11_dfa_harbour_p_ws","x10_dfa_ssl.est.wholerange_2yrlead","x11_dfa_harbour_p_ws, ncc_int_1","x10_dfa_ssl.est.wholerange_2yrlead, ak_int_1, ak_int_2",113.069480592101,123.979905125684,0.894090422852005,0.154683921112897,0.347205731763845,0.63870581118182
41,"x11_dfa_harbour_p_ws","x10_californian_s_l_2yrlead_ws","x11_dfa_harbour_p_ws, ncc_int_1","x10_californian_s_l_2yrlead_ws, ak_int_1",115.010084374776,124.829466455001,0.799536264455812,0.0463218855691551,0.347205731763832,0.562668365132622
42,"x11_dfa_harbour_p_ws","x10_harbour_s_2yrlead_ws","x11_dfa_harbour_p_ws, ncc_int_1","x10_harbour_s_2yrlead_ws",124.125797307893,133.550227950677,0.723925088190501,0.00970905694730051,0.367871762258708,0.437847569765642
43,"x11_dfa_harbour_p_ws","x10_northern_f_s_2yrlead_ws","x11_dfa_harbour_p_ws, ncc_int_1","x10_northern_f_s_2yrlead_ws, ak_int_1, ak_int_2",116.048891811795,126.959316345378,0.84920098045391,0.108639865638074,0.347205731763832,0.582699434964401
44,"x11_dfa_harbour_p_ws","x15_arrowtoothflounderbiomass_predak","x11_dfa_harbour_p_ws, ncc_int_1","ak_int_1, ak_int_2",115.772804991673,126.375289464804,0.946783158349225,0.217393412293749,0.367871762258708,0.652008338050456
45,"x11_dfa_harbour_p_ws","x15_sablefishbiomass_predak","x11_dfa_harbour_p_ws, ncc_int_1","x15_sablefishbiomass_predak, ak_int_2, ak_int_3",122.643085946376,134.423624249856,0.747654613813561,0.0182305722554122,0.367871762258682,0.612702275310936
46,"x11_dfa_harbour_p_ws","x15_sablefishrecruitment_predak","x11_dfa_harbour_p_ws, ncc_int_1","x15_sablefishrecruitment_predak, ak_int_2, ak_int_3",125.53123857739,137.311776880869,0.660347451319619,0.00522020654865085,0.367871762258708,0.564028004703551
47,"x11_dfa_harbour_p_ws","x15_pacificcodbiomass_predak","x11_dfa_harbour_p_ws, ncc_int_1","ak_int_2",126.364656373834,135.789087016618,0.629360438266255,0.00212476820809693,0.367871762258708,0.417607242655876
48,"x11_dfa_harbour_p_ws","x15_spinydogfishgoa_predak","x11_dfa_harbour_p_ws, ncc_int_1","x15_spinydogfishgoa_predak, ak_int_1, ak_int_2, ak_int_3",120.946254010032,133.904846143859,0.835505527686705,0.0725946648643951,0.367871762258676,0.64825846349647
49,"x11_dfa_harbour_p_ws","x15_halibutbiomassage8plus_2yrlead_predak","x11_dfa_harbour_p_ws, ncc_int_1","None",128.773889731866,137.020266544302,0.582707290455456,0.0010356478789485,0.367871762258708,0.295119152355359
50,"x11_dfa_harbour_p_ws","x15_dfa_sleepersharks","x11_dfa_harbour_p_ws, ncc_int_1","ak_int_1",122.925821126088,132.350251768872,0.839165852796529,0.0587005598764347,0.367871762258704,0.502010510492399
51,"x11_dfa_harbour_p_ws","x15_salmonsharkgoa_predak","x11_dfa_harbour_p_ws, ncc_int_1","None",128.773889731866,137.020266544302,0.582707290455456,0.0010356478789485,0.367871762258708,0.295119152355359
52,"x11_dfa_harbour_p_ws","x11_ssl_seak_pup_pred","x11_dfa_harbour_p_ws, ncc_int_1","x11_ssl_seak_pup_pred, ak_int_1, ak_int_2, ak_int_3",119.954052944512,132.912645078339,0.766395279890497,0.0209933091337016,0.367871762258708,0.658700116451818
