pair_id,model_type,ncc_predator,ak_predator,aic,bic,cfi,global_p,cpue_r2,sar_r2,delta_aic_in_pair
49,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x15_halibutbiomassage8plus_2yrlead_predak,138.87766996382254,148.3021006066061,0.39208128992917723,0.0025064948774111695,0.06656580695590486,0.3126501089871101,20.2
50,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x15_dfa_sleepersharks,116.17574941790724,126.77823389103875,1,0.822930182918814,0.4322605317857138,0.6099699031208539,0
50,AltPrey Moderation (Pred*Prey),x11_dfa_harbour_p_ws,x15_dfa_sleepersharks,124.2237628549409,134.8262473280724,0.863847580363331,0.10664168192914336,0.3678717622587079,0.5196799895045543,8.05
50,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x15_dfa_sleepersharks,131.81033951464414,141.2347701574277,0.7481105350151114,0.04951056565326428,0.06656580695590486,0.4422528889937576,15.63
51,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x15_salmonsharkgoa_predak,121.53346037031605,132.13594484344756,0.9554148501982169,0.26771404328186077,0.432260531785823,0.5113122002500134,0
51,AltPrey Moderation (Pred*Prey),x11_dfa_harbour_p_ws,x15_salmonsharkgoa_predak,131.6633909461059,142.2658754192374,0.5332993584648138,0.0014940455476111225,0.3678717622586848,0.33022947283956416,10.13
51,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x15_salmonsharkgoa_predak,139.07459368841631,148.49902433119988,0.32024936821493233,4.2514587676723004e-4,0.0665658069559043,0.31837671464907635,17.54
52,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x11_ssl_seak_pup_pred,119.6855940520756,130.2880785252071,1,0.480154629478557,0.43226053178584667,0.5476079626156071,0
52,AltPrey Moderation (Pred*Prey),x11_dfa_harbour_p_ws,x11_ssl_seak_pup_pred,126.81178865241094,137.41427312554245,0.6526165539529591,0.005046329038942976,0.36787176225870355,0.463706735108926,7.13
52,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x11_ssl_seak_pup_pred,135.1000670080602,144.52449765084376,1,0.90655666964414,0.06656580695590486,0.44585184768304364,15.41
