lhs,term,est,se,z,pvalue,pair_id,model_type,ncc_predator,ak_predator,aic,cfi,term_type
x16_sar,x07_dfa_cpue_intsprjunhw,0.4756678195233593,0.15119599767597713,3.146034464104972,0.0016550050235291103,3,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x10_harbour_s_2yrlead_ws,131.76657849960267,1,Stage Link (CPUE -> SAR)
x16_sar,x10_harbour_s_2yrlead_ws,-0.4184638390405873,0.15119599767364145,-2.7676912450013855,0.005645491157695304,3,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x10_harbour_s_2yrlead_ws,131.76657849960267,1,Main Predator Effect
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,2.1814371504636263,0.8038926796824335,2.7135925050659404,0.006655798257054979,3,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x10_harbour_s_2yrlead_ws,115.64113910720829,1,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_sst_int,-0.13292284129566526,0.04323781617609135,-3.0742265232434627,0.0021104911762055423,3,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x10_harbour_s_2yrlead_ws,115.64113910720829,1,Thermal Interaction (Pred*SST)
x16_sar,x07_dfa_cpue_intsprjunhw,0.1660588794224109,0.14082262214709312,1.17920598899911,0.23831616187359295,3,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x10_harbour_s_2yrlead_ws,115.64113910720829,1,Stage Link (CPUE -> SAR)
x16_sar,x10_harbour_s_2yrlead_ws,2.0381908526467494,0.6285317496910593,3.242781058631607,0.0011836913421823247,3,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x10_harbour_s_2yrlead_ws,115.64113910720829,1,Main Predator Effect
x16_sar,ak_sst_int,-0.14108014573453564,0.035460276794273375,-3.97854045395718,6.93396146755898e-5,3,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x10_harbour_s_2yrlead_ws,115.64113910720829,1,Thermal Interaction (Pred*SST)
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,-0.23531195894903603,0.19839231776235364,-1.1860941068842543,0.23558513754961252,4,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x10_northern_f_s_2yrlead_ws,135.6064494845296,0.8935457336705034,Main Predator Effect
x16_sar,x07_dfa_cpue_intsprjunhw,0.4828811891928544,0.16537886460619075,2.9198482547495876,0.003502018632681514,4,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x10_northern_f_s_2yrlead_ws,135.6064494845296,0.8935457336705034,Stage Link (CPUE -> SAR)
x16_sar,x10_northern_f_s_2yrlead_ws,0.285445800103465,0.1653788646078389,1.7260113665693588,0.08434536786361946,4,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x10_northern_f_s_2yrlead_ws,135.6064494845296,0.8935457336705034,Main Predator Effect
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,2.1814371504636627,0.8038927055700479,2.7135924176806467,0.006655800012537405,4,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x10_northern_f_s_2yrlead_ws,124.96014373646199,0.6126989220721084,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_sst_int,-0.13292284129555437,0.043237817477968454,-3.074226430676903,0.002110491831089245,4,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x10_northern_f_s_2yrlead_ws,124.96014373646199,0.6126989220721084,Thermal Interaction (Pred*SST)
x16_sar,x07_dfa_cpue_intsprjunhw,0.13714407807290896,0.19034889871017727,0.7204878988121846,0.47122464779903606,4,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x10_northern_f_s_2yrlead_ws,124.96014373646199,0.6126989220721084,Stage Link (CPUE -> SAR)
x16_sar,x10_northern_f_s_2yrlead_ws,2.612291863386326,0.8508356838686288,3.0702659901481875,0.0021386820851183597,4,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x10_northern_f_s_2yrlead_ws,124.96014373646199,0.6126989220721084,Main Predator Effect
x16_sar,ak_sst_int,-0.14206853648403017,0.05120048086682714,-2.77475004294494,0.005524414892339902,4,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x10_northern_f_s_2yrlead_ws,124.96014373646199,0.6126989220721084,Thermal Interaction (Pred*SST)
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,-0.235311958949036,0.1983923177593207,-1.1860941069023867,0.2355851375424527,5,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,129.36418882275552,0.7839183396460034,Main Predator Effect
x16_sar,x07_dfa_cpue_intsprjunhw,0.4017704666727321,0.1545706392396882,2.599267678835942,0.009342289188983166,5,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,129.36418882275552,0.7839183396460034,Stage Link (CPUE -> SAR)
x16_sar,x15_arrowtoothflounderbiomass_predak,-1.0414980241962677,0.27988268545973716,-3.7211949088079392,1.9828231981922073e-4,5,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,129.36418882275552,0.7839183396460034,Main Predator Effect
x16_sar,x13_pollock_age1plus,-1.0194527453542352,0.2978013514700331,-3.4232643348390575,6.187387694494006e-4,5,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,129.36418882275552,0.7839183396460034,Prey Effect
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,2.1814371504636627,0.8038927158997184,2.713592382812169,0.006655800713009974,5,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,122.74242676117609,0.7578222038342359,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_sst_int,-0.13292284129555437,0.04323781795230123,-3.07422639695165,0.002110492069686387,5,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,122.74242676117609,0.7578222038342359,Thermal Interaction (Pred*SST)
x16_sar,x07_dfa_cpue_intsprjunhw,0.2118202347828972,0.17902124889845633,1.1832128090171294,0.23672481777626708,5,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,122.74242676117609,0.7578222038342359,Stage Link (CPUE -> SAR)
x16_sar,x15_arrowtoothflounderbiomass_predak,2.4390770819265453,0.7582642749537721,3.216658310950024,0.0012969295836737782,5,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,122.74242676117609,0.7578222038342359,Main Predator Effect
x16_sar,ak_sst_int,-0.15111819922214553,0.04239775364669741,-3.5642973088013346,3.6483224620753596e-4,5,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,122.74242676117609,0.7578222038342359,Thermal Interaction (Pred*SST)
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,0.03306434878242863,0.29789334437855736,0.11099391579696076,0.911621171411932,5,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,126.96054250347538,0.6967188458812581,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_alt_int,-0.0450873111930472,0.03814251659280541,-1.1820748922883537,0.23717598581828803,5,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,126.96054250347538,0.6967188458812581,AltPrey Interaction (Pred*Prey)
x16_sar,x07_dfa_cpue_intsprjunhw,0.3578181877902564,0.14707227378057708,2.4329411560203353,0.014976734622259347,5,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,126.96054250347538,0.6967188458812581,Stage Link (CPUE -> SAR)
x16_sar,x15_arrowtoothflounderbiomass_predak,0.19281817160232131,0.16736722345296476,1.1520665015782439,0.24929374718126884,5,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,126.96054250347538,0.6967188458812581,Main Predator Effect
x16_sar,ak_alt_int,-0.27041703279300705,0.06646851437948709,-4.0683477781543544,4.7347676869646804e-5,5,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_arrowtoothflounderbiomass_predak,126.96054250347538,0.6967188458812581,AltPrey Interaction (Pred*Prey)
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,-0.23531195894903606,0.19839231776148716,-1.1860941068894348,0.23558513754756683,6,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,138.03222243360165,0.7863944021825152,Main Predator Effect
x16_sar,x07_dfa_cpue_intsprjunhw,0.5144959061035621,0.18157711302187002,2.83348433919419,0.004604356402307497,6,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,138.03222243360165,0.7863944021825152,Stage Link (CPUE -> SAR)
x16_sar,x15_sablefishbiomass_predak,0.31584596615860905,0.2049766535351677,1.5408875143159637,0.12334416510792123,6,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,138.03222243360165,0.7863944021825152,Main Predator Effect
x16_sar,x13_pollock_age1plus,-0.25687765365132903,0.21996717005538818,-1.1677999657250975,0.24288746195349487,6,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,138.03222243360165,0.7863944021825152,Prey Effect
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,2.1814371504636627,0.8038927067168176,2.7135924138096508,0.006655800090301867,6,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,124.41889368993293,0.97607570139103506,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_sst_int,-0.13292284129555437,0.04323781732170137,-3.074226441787556,0.0021104917524843447,6,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,124.41889368993293,0.97607570139103506,Thermal Interaction (Pred*SST)
x16_sar,x07_dfa_cpue_intsprjunhw,0.24485943910224908,0.17849928782049862,1.3717670366757047,0.1701359719634672,6,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,124.41889368993293,0.97607570139103506,Stage Link (CPUE -> SAR)
x16_sar,x15_sablefishbiomass_predak,2.9945209701483098,0.8652534485893159,3.460859907614919,5.384529404832694e-4,6,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,124.41889368993293,0.97607570139103506,Main Predator Effect
x16_sar,ak_sst_int,-0.15899629628492945,0.04820753906338261,-3.2981624736305934,9.731980453968614e-4,6,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,124.41889368993293,0.97607570139103506,Thermal Interaction (Pred*SST)
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,0.03306434878243121,0.29789334448951577,0.11099391575562675,0.9116211714447093,6,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,139.4256281546331,0.5743513151288155,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_alt_int,-0.04508731119303575,0.03814251660200238,-1.1820748920030302,0.23717598593149103,6,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,139.4256281546331,0.5743513151288155,AltPrey Interaction (Pred*Prey)
x16_sar,x07_dfa_cpue_intsprjunhw,0.5437962311767576,0.18286855070295668,2.9737001200390947,0.0029423247342477143,6,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,139.4256281546331,0.5743513151288155,Stage Link (CPUE -> SAR)
x16_sar,x15_sablefishbiomass_predak,0.49183826866038227,0.4425958143526408,1.111258291901756,0.2664571865913423,6,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,139.4256281546331,0.5743513151288155,Main Predator Effect
x16_sar,ak_alt_int,-0.035370954806725904,0.04637184438618692,-0.7627679095995172,0.4456018223791527,6,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_sablefishbiomass_predak,139.4256281546331,0.5743513151288155,AltPrey Interaction (Pred*Prey)
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,-0.23531195894903606,0.1983923177670155,-1.1860941068563835,0.23558513756061794,7,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,138.39310440503073,0.7496726045910306,Main Predator Effect
x16_sar,x07_dfa_cpue_intsprjunhw,0.46392331106939533,0.18643227178764676,2.4884281386530605,0.012830916470774945,7,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,138.39310440503073,0.7496726045910306,Stage Link (CPUE -> SAR)
x16_sar,x15_sablefishrecruitment_predak,0.47871946968305723,0.3401495418280646,1.4073794340873624,0.15931490622486133,7,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,138.39310440503073,0.7496726045910306,Main Predator Effect
x16_sar,x13_pollock_age1plus,-0.5044711075037218,0.36156245885528776,-1.3952530058039903,0.16293955793669235,7,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,138.39310440503073,0.7496726045910306,Prey Effect
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,2.1814371504636627,0.8038926948054969,2.7135924540170935,0.00665579928257487,7,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,126.39945943850108,0.9865701909609618,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_sst_int,-0.13292284129555437,0.043237817822311,-3.0742264061940077,0.002110492004299136,7,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,126.39945943850108,0.9865701909609618,Thermal Interaction (Pred*SST)
x16_sar,x07_dfa_cpue_intsprjunhw,0.2500871759877118,0.18324098386070017,1.3647993517532524,0.172316122619399,7,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,126.39945943850108,0.9865701909609618,Stage Link (CPUE -> SAR)
x16_sar,x15_sablefishrecruitment_predak,2.8444327861193868,0.9201023548367346,3.091430829588639,0.0019919438573363646,7,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,126.39945943850108,0.9865701909609618,Main Predator Effect
x16_sar,ak_sst_int,-0.15372460244418396,0.05027041046904938,-3.0579539934098916,0.0022285378722548543,7,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,126.39945943850108,0.9865701909609618,Thermal Interaction (Pred*SST)
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,0.033064348782428934,0.2978933444910458,0.11099391575504902,0.9116211714451674,7,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,139.46408838743145,0.6032317665632976,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_alt_int,-0.04508731119304587,0.03814251660338536,-1.1820748919604356,0.2371759859483904,7,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,139.46408838743145,0.6032317665632976,AltPrey Interaction (Pred*Prey)
x16_sar,x07_dfa_cpue_intsprjunhw,0.4751263751918323,0.18830028442538907,2.523237692612692,0.01162797746040467,7,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,139.46408838743145,0.6032317665632976,Stage Link (CPUE -> SAR)
x16_sar,x15_sablefishrecruitment_predak,1.0156977832485785,0.7952610332348083,1.2771879179306955,0.20153591147689087,7,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,139.46408838743145,0.6032317665632976,Main Predator Effect
x16_sar,ak_alt_int,-0.09391396232014997,0.07701684727211278,-1.2193950498692447,0.22269428784567857,7,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_sablefishrecruitment_predak,139.46408838743145,0.6032317665632976,AltPrey Interaction (Pred*Prey)
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,-0.23531195894903606,0.19839231776267938,-1.186094106882307,0.23558513755038146,8,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,140.2912844477292,0.7026428847157578,Main Predator Effect
x16_sar,x07_dfa_cpue_intsprjunhw,0.5150682727977668,0.19054786224061163,2.7030913217350694,0.00686978691717921,8,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,140.2912844477292,0.7026428847157578,Stage Link (CPUE -> SAR)
x16_sar,x15_pacificcodbiomass_predak,0.017846651522054238,0.2514097824979252,0.0709863050862053,0.9434086549511089,8,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,140.2912844477292,0.7026428847157578,Main Predator Effect
x16_sar,x13_pollock_age1plus,-0.05220352426745694,0.2676669173854461,-0.19503166389547774,0.8453681593614624,8,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,140.2912844477292,0.7026428847157578,Prey Effect
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,2.1814371504636627,0.8038926965935409,2.713592447981434,0.006655799403824991,8,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,125.24750553884667,0.9736907311224077,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_sst_int,-0.13292284129555437,0.04323781661217191,-3.074226492235391,0.0021104913955793947,8,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,125.24750553884667,0.9736907311224077,Thermal Interaction (Pred*SST)
x16_sar,x07_dfa_cpue_intsprjunhw,0.18058268111065762,0.1810520628428955,0.997407476474625,0.318566763780993,8,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,125.24750553884667,0.9736907311224077,Stage Link (CPUE -> SAR)
x16_sar,x15_pacificcodbiomass_predak,2.688029697989839,0.8053564278532859,3.3376895061915683,8.447809256764138e-4,8,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,125.24750553884667,0.9736907311224077,Main Predator Effect
x16_sar,ak_sst_int,-0.1533671133146506,0.04606448823420677,-3.329400134326524,8.703326944110579e-4,8,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,125.24750553884667,0.9736907311224077,Thermal Interaction (Pred*SST)
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,0.03306434878242849,0.29789334440778154,0.11099391578607148,0.9116211714205671,8,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,140.378089644233,0.3943784714062727,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_alt_int,-0.04508731119304748,0.0381425165952156,-1.1820748922136668,0.23717598584792032,8,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,140.378089644233,0.3943784714062727,AltPrey Interaction (Pred*Prey)
x16_sar,x07_dfa_cpue_intsprjunhw,0.4744308558771797,0.18972154331968202,2.500669389336353,0.012395883762778004,8,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,140.378089644233,0.3943784714062727,Stage Link (CPUE -> SAR)
x16_sar,x15_pacificcodbiomass_predak,0.15939508972709684,0.2243212967768235,0.7105660140939649,0.4773532097344535,8,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,140.378089644233,0.3943784714062727,Main Predator Effect
x16_sar,ak_alt_int,-0.04442285107866957,0.05732804287951918,-0.7748886731059141,0.4384054457906994,8,AltPrey Moderation (Pred*Prey),x08_dfa_dc_corm_3_ws,x15_pacificcodbiomass_predak,140.378089644233,0.3943784714062727,AltPrey Interaction (Pred*Prey)
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,-0.23531195894903606,0.1983923177630041,-1.1860941068803659,0.23558513755114796,9,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_spinydogfishgoa_predak,133.59766695328653,1,Main Predator Effect
x16_sar,x07_dfa_cpue_intsprjunhw,0.5953730300386414,0.15471529952778112,3.8481845806835318,1.1899638276324787e-4,9,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_spinydogfishgoa_predak,133.59766695328653,1,Stage Link (CPUE -> SAR)
x16_sar,x15_spinydogfishgoa_predak,0.2325874013398021,0.1564893508857979,1.4862826129909548,0.1372043837134107,9,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_spinydogfishgoa_predak,133.59766695328653,1,Main Predator Effect
x16_sar,x12_egoa.krill,0.3880495468835114,0.15047569330690064,2.5788188002700894,0.009913877435884233,9,Baseline DAG 1A (Main Effects),x08_dfa_dc_corm_3_ws,x15_spinydogfishgoa_predak,133.59766695328653,1,Prey Effect
x07_dfa_cpue_intsprjunhw,x08_dfa_dc_corm_3_ws,2.1814371504636627,0.8038926745473277,2.7135925223998725,0.006655797908833971,9,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_spinydogfishgoa_predak,123.34509808102302,0.9953215652943999,Main Predator Effect
x07_dfa_cpue_intsprjunhw,ncc_sst_int,-0.13292284129555437,0.0432378160243638,-3.074226534028789,0.0021104910999023563,9,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_spinydogfishgoa_predak,123.34509808102302,0.9953215652943999,Thermal Interaction (Pred*SST)
x16_sar,x07_dfa_cpue_intsprjunhw,0.25088565589682676,0.1707531565733907,1.4692885386806576,0.14175454418967792,9,Thermal Moderation (Pred*SST),x08_dfa_dc_corm_3_ws,x15_spinydogfishgoa_predak,123.34509808102302,0.9953215652943999,Stage Link (CPUE -> SAR)
