year,bts_apex_pred_biom,bts_motile_epi_biom,ssl_seak_pup_pred,ssl_seak_np_pred,pti_lat,pti_lon,sb_repsuc_comu_laz,sb_repsuc_tbmu_laz,sb_repsuc_ftsp_laz,sb_repsuc_lsp_laz,secm_mesozoop_dens,secm_cop_comm_size,secm_lg_cal_cop_dens,secm_sm_cal_cop_dens,secm_euph_dens,secm_hyp_amph,secm_gast_dens,chla_biom,chla_peak,secm_pink_cpue,secm_chum_cpue,secm_sock_cpue,secm_coho_cpue,secm_chin_cpue,sst_egoa_coastwatch_junjulaug,stka_herr_matbiom,crg_herr_matbiom,bts_egoa_temp_sum_1to5m,bts_egoa_temp_sum_195to205m,ll_egoa_temp_sum_246to255m,secm_temp_sum_10m,pdo_djf,enso_dj,eke_rega_djf,eke_rega_mam,eke_rega_jja,eke_regb_djf,eke_regb_mam,eke_regb_jja,sbrd_meanhatch_comu_laz,sbrd_meanhatch_tbmu_laz,sbrd_meanhatch_rhau_laz,sbrd_meanhatch_ftsp_laz,sbrd_meanhatch_lhsp_laz,sbrd_meanhatch_gwgu_laz,se_co,se_pi,akclim_goa_n57w137,akclim_goa_n54w134,se_her_roe,akclim_goa_egoa_win_sst,akclim_goa_egoa_spr_sst,bts_pcod,bts_wpol,bts_atf,bts_hal,bts_fsol,bts_rxsol,bts_sblf,bts_sthrny,bts_pop,bts_rocksol,bts_nrcksol,bts_dsol,bts_esol,bts_btrsol,bts_akpl,bts_stflnd,bts_dpssol,bts_sandsol,bts_rerock,bts_nrock,bts_dusky,bts_shrpchrock,bts_shrtrkrrock,bts_sgrock,bts_rbndrock,bts_hlqnrock,bts_yerock,bts_atka,bts_bgskat,gb_hump_crud_br_ja,ssl_west_pup_pred,ssl_west_np_pred,ssl_east_pup_pred,ssl_east_np_pred,ssl_cent_pup_pred,ssl_cent_np_pred,sb_repsuc_comu_chow,sb_repsuc_tbmu_chow,sb_repsuc_hpuff_chow,sb_repsuc_tpuf_chow,sb_repsuc_blk_chow,sb_repsuc_pauk_chow,sb_repsuc_tpuf_amat,sb_repsuc_blk_amat,sb_repsuc_ftsp_amat,foci_ich_ammper,foci_ich_athsto,foci_ich_batspp,foci_ich_gadcha,foci_ich_gadmac,foci_ich_hipela,foci_ich_hipste,foci_ich_lepbil,foci_ich_leppol,foci_ich_plaste,foci_ich_sebspp,foci_ich_steleu,shel_aprmay_winddir,mid_il_capelin,sst_wgoa_coastwatch_junjulaug,bts_wgoa_temp_sum_1to5m,bts_wgoa_temp_sum_195to205m,ll_wgoa_temp_sum_246to255m,swln_temp_fall_0to10m,swln_temp_spr_0to10m,swln_temp_fall_176to226m,swln_temp_spr_176to226m,adfg_lmesh_temp_summ_bttm,swdln_sm_cal_cop_spr,swdln_sm_cal_cop_fll,swdln_lg_cal_cop_spr,swdln_lg_cal_cop_fll,swdln_cop_cmmty_sz_spr,eke_regc_djf,eke_regc_mam,eke_regc_jja,eke_regd_djf,eke_regd_mam,eke_regd_jja,sb_meanhatch_comu_chow,sb_meanhatch_tbmu_chow,sb_meanhatch_paau_chow,sb_meanhatch_hopu_chow,sb_meanhatch_tupu_chow,sb_meanhatch_tupu_chow_1,sb_meanhatch_gwgu_chow,sb_meanhatch_comu_eamt,sb_meanhatch_blkw_eamt,pav_shrimp_cpue,pav_capelin_cpue,pav_eulachon_cpue,pav_p_cod_cpue,pav_pollock_cpue,pav_jelly_cpue,chi_shrimp_cpue,chi_dogfish_cpue,chi_eulachon_cpue,chi_p_cod_cpue,chi_pollock_cpue,chi_jelly_cpue,pws_co,pws_pi,kod_co,kod_pi,ci_co,ci_pi,ch_co,ch_pi,sp_co,akclim_goa_n60w149,akclim_goa_n60w146,akclim_goa_wgoa_win_sst,akclim_goa_wgoa_spr_sst,akclim_gak1_salinity20m_fma,bts_sndsol,npi
1978,NA,NA,2279.088009,2559.31903,55.08,145.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16619,NA,NA,NA,NA,NA,0.366666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.06598597,16.21139554,1.945652174,5.423913043,NA,-0.062550549,0.502541198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8879.778834,20549.0609,747.7148741,13820.44679,18584.1894,44502.19758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,192,NA,NA,NA,5.237293728,0.339420268,-3.140372763,3.991605299,3.231615661,-0.187052731,6.713582131,-4.605170186,-4.605170186,0.394869327,3.715047307,-4.605170186,12.66269337,16.565230970000002,11.85388761,16.23905674,12.5699481,14.93037506,11.5041874,14.46009702,12.78512124,12.32608696,11.22826087,-0.290715887,0.170994207,31.4485,NA,1006.49
1979,NA,NA,2376.726791,2610.85992,55.481,138.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35911,NA,NA,NA,NA,NA,-0.78,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.94362757,16.48816202,-7.554347826,-5.804347826,2559,-0.075121197,0.290693574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8963.57542,19342.50566,689.4908896,13390.41197,18966.60718,43428.68444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,200,NA,NA,NA,203,NA,NA,NA,3.902628739,2.78075829,-2.931818948,7.369764131,4.966932893,0.13452692,5.277930611,-4.605170186,-4.605170186,-4.605170186,-4.605170186,1.158508565,12.72820609,16.46600396,11.8433437,16.66567448,12.56348132,14.79988377,11.69169071,13.90460601,12.5215474,2.815217391,1.347826087,0.41078634,0.51076209400000006,31.5438,NA,1010.55
1980,NA,NA,2508.450291,2709.912818,54.564,138.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49393,NA,NA,NA,NA,NA,0.263333333,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.15686159,16.75826043,1.880434783,8.663043478,4445,0.464186708,0.132626866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8488.948986,17359.16738,667.7505471,12818.79066,18793.92512,41620.79062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,200,NA,NA,NA,193,NA,NA,NA,3.471173343,3.368356961,-3.369400608,5.574778019,5.561426921,-3.213123172,5.526916241,-4.605170186,-0.768739637,0.266962514,-0.637908175,0.98087261,12.89210457,16.83877555,11.70803984,16.15121587,13.11269277,15.04115131,11.27474442,13.96618148,11.99673338,11.55434783,7.510869565,0.362387079,0.080053088,NA,NA,1007.69
1981,NA,NA,2648.254914,2819.622155,57.766,144.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45808,NA,NA,NA,NA,NA,0.65,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.53039281,17.0014598,-15.86956522,-10.65217391,3506,0.748385502,0.874754721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8077.197561,15819.34239,651.807323,12490.73298,18672.43627,40262.87274,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.517,0.203,306.954,2817.597,4.015,69.318,0.678,0.139,10.375,1.996,2.619,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,197,NA,NA,NA,193,NA,NA,NA,3.619980328,1.68364826,-2.414448186,3.987563285,5.427041075,2.578068058,6.035395765,-4.605170186,-4.605170186,1.275175,2.405777392,1.240488292,13.3537338,16.83115624,12.75078942,15.90611222,13.64214478,14.10984893,12.62261616,13.68013862,12.4531163,3.945652174,-0.945652174,0.271225966,1.48740088,NA,NA,1004.44
1982,NA,NA,2792.324012,2948.094769,50.38,134.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33374,NA,NA,NA,NA,NA,0.403333333,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.47504821,17.44049145,1.913043478,4.717391304,4363,0.194519462,-0.595263242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7689.719743,14608.00798,637.8632693,12435.78597,18662.98659,39433.29047,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.568,0,14.237,82.585,9.75,8.296,0.215,0,4.097,0,1.723,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50866637,-1.470445497,-1.8544044,4.503333114,5.267873464,-4.605170186,4.243889904,-1.531641738,0.362396587,4.261779204,4.517605673,0.412765191,12.73565623,16.45316197,11.96789794,15.34229964,13.17627943,13.81328709,11.0337277,12.67975388,11.75711009,6.434782609,3.565217391,0.389247077,-0.707330476,31.678,NA,1010.6
1983,NA,NA,2948.453961,3082.815311,59.612,148.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41481,NA,NA,NA,NA,NA,0.653333333,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.42726979,17.01949843,-14.11956522,-16.36956522,5416,0.766030761,1.377676323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6873.386889,13090.00704,659.9840495,12361.8072,17711.85604,37095.72369,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.855,0.357,118.373,391.932,6.237,13.979,0.159,0,3.96,0.519,8.42,2.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.839113546,-1.977486819,-2.222542385,4.779398665,6.632238903,3.49814763,1.021350258,-4.605170186,-4.605170186,0.43969241,2.577509634,3.208059045,13.27046437,16.88681008,12.34376724,16.1991496,13.05374829,14.09170035,11.60940768,13.00539126,12.64739062,1.065217391,1.25,0.440431229,1.098509765,31.2391,NA,1003.46
1984,1426.58088725,2977.3003312,3093.966664,3214.044647,56.7,140.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50300,NA,NA,NA,NA,NA,1.466666667,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.75702644,17.76599295,NA,NA,5830,0.983301275,0.548130434,313704.35503,423163.97881,641391.5463,210641.03372,107497.38168,35053.72073,210618.471375,31104.234845,142486.10365,0,0,35479.817695,1326.1945698,11469.995067,695.00449068,3639.62043305,25.14677849,0,0,0,5449.2628454999995,9427.446859,3190.08350956,897.4727325,0,449.95428430000004,402.95728695,1861.5612571499998,0,NA,6184.842999,11506.85463,691.5498297,12191.81585,16879.04393,33255.24992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.534747522,-3.597773906,-4.605170186,3.599884293,5.167587321,3.461102589,4.082272219,-4.605170186,-4.605170186,2.774904551,-0.007232602,3.027650632,13.83899854,17.03954565,12.55731737,15.80814425,13.39783065,14.09121316,12.16101775,11.98373502,12.05823947,NA,NA,0.98330749,1.157725033,NA,1335.322674,1006.28
1985,NA,NA,3251.630573,3351.186249,53.924,134.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20717391,42164,NA,NA,NA,NA,NA,1.01,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0404509,17.64754454,-6.47826087,-4.5,7475,0.403752557,-0.510353516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,5351.002967,9966.872599,746.8014178,11857.19414,15112.59079,28558.91824,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.477,8.03,66.126,67.673,8.171,25,0.741,0.777,3.78,0.765,23.156,2.17,NA,NA,9.298913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.319870666,-2.765811738,-3.847093936,3.344173076,4.846759562,-4.284295146,NA,NA,NA,NA,NA,NA,12.96155592,16.25008363,12.03582392,16.28426479,13.5611846,14.81218314,11.66679611,13.3802963,12.37097249,3.010869565,1.108695652,1.081933026,-0.498928945,31.161,NA,1010.01
1986,NA,NA,3395.046218,3482.347137,58.004,152.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.60554348,32763,NA,NA,NA,NA,NA,1.036666667,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2493169,16.14582229,-6.956521739,-2.434782609,5443,-0.155130494,0.153715232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,4539.606474,8623.733817,818.3960201,11251.02314,12761.90475,23581.15844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,9.499456522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.462882878,-0.976394656,-2.00495269,3.778091533,4.708714553,3.516280479,3.988752538,-4.605170186,-2.091514123,4.854082843,4.324271719,0.601305977,12.07626574,17.19510435,12.16750852,15.40889348,13.04493359,12.64697246,11.92115342,12.41623632,12.32437999,2.804347826,1.076086957,0.211097705,-0.222634319,31.343,NA,1004.79
1987,1294.34801165,847.842444,3531.005274,3605.938346,59.93,145.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.49673913,49264,NA,NA,NA,NA,NA,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.86085479,16.23200756,-15.89130435,-8.163043478,4216,1.257400581,0.263737095,214203.20854999998,422491.11988,584969.4823,241387.223135,96270.678185,38301.240985000004,203921.094685,30997.795955,176691.50745,0,0,36341.248085,3144.9055015000004,6815.03493835,2375.5020174,4887.288942,70.903524574,25.23581639,0,0,50732.2831755,29896.47578,3000.30008395,1283.228829,0,2011.7728497500002,0,4712.57545045,1.595211448,6.7,3857.883156,7590.23783,905.7072946,10411.32052,10231.81301,19138.59333,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.807,0.192,240.968,379.291,3.401,160.921,0,1.187,3.331,0,0,1.73,NA,NA,10.35978261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.694190495,-4.07907709,-1.355989012,4.064046589,5.332541148,2.098036804,3.221721043,-4.605170186,0.3559181,2.800501384,4.204278429,2.212511701,13.07847836,16.28626825,12.62237218,16.47313418,13.25095007,14.14895608,12.82236848,14.91317573,13.13336662,-3.97826087,-4.989130435,1.34968163,0.607652651,31.0505,0,1005.97
1988,NA,NA,3649.640686,3715.17349,53.709,136.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20793478,65912,23820,NA,NA,NA,NA,1.146666667,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.60580487,17.90081781,-27.67391304,-28.10869565,9390,0.936638281,0.383940617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,3293.006039,6886.127607,1013.975798,9415.996004,8214.256917,15415.06962,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.793,0.635,98.831,186.769,1.382,60.497,0.248,3.22,1.767,2.599,1.948,3.003,NA,NA,10.30782609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.595624767,-2.722933132,-4.605170186,4.000710477,5.52233163,3.722488956,NA,NA,NA,NA,NA,NA,12.95973621,16.89946582,7.863266724,15.73612121,12.76736702,14.12620261,11.13069825,10.2296569,13.00321942,-0.336956522,-4.010869565,0.769768608,0.321871092,31.03266667,NA,1008.13
1989,NA,NA,3753.789541,3811.780425,50.648,137.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.13684783,44669,26276,NA,NA,NA,NA,-0.8,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.86920149,17.29187735,0.565217391,3.576086957,11831,-0.200681313,0.341472546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,2831.02929,6441.1738,1155.123366,8339.717263,6621.12242,12507.45983,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.847,0.951,12.477,559.736,54.932,58.422,1.368,0.422,21.608,3.072,1.451,0.514,NA,NA,9.851521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,205,NA,NA,NA,NA,NA,NA,NA,1.98385122,-2.510053907,-2.758067801,3.366831951,5.394746876,3.189409183,3.698337938,-4.605170186,0.631850253,2.107961724,4.747858721,3.656765415,13.16981932,17.60344494,12.59072261,15.60456855,13.14097903,13.80273024,11.7763046,13.21768992,12.63520545,3.239130435,1.434782609,-0.044146854,0.198040388,31.687,NA,1011.74
1990,1613.21403705,1859.6860896,3833.7908,3888.757126,58.062,136.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.68380435,26995,24689,NA,NA,NA,NA,-0.386666667,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.97772468,17.94145617,-7.97826087,-3.880434783,3804,0.076751637,0.454616644,215832.30072,468952.0299,1075896.30205,158150.17621499998,124564.08356,63270.228110000004,124086.80861,15236.754525,116748.988965,0,0,61504.206355,2760.69814805,6311.111921,1973.8718945,3346.285136,0,27.12483389,0,0,26161.4075395,12434.132495,10376.08679155,2245.22401355,0,737.38134225,0,6344.1818795,0,12.2,2515.18949,6233.513711,1248.609405,7264.879745,5342.325227,10343.61623,0.59,0.43,NA,NA,0,NA,NA,NA,NA,13.295,2.871,86.444,322.786,28.523,103.704,0.396,1.738,11.729,3.173,5.451,3.836,NA,0.08,10.53097826,NA,NA,NA,NA,NA,NA,NA,5.347447447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,202,NA,NA,NA,193,NA,NA,NA,2.646452705,-2.564444723,-2.274229048,3.981575365,6.235477272,-1.136195486,3.344962886,-4.605170186,-4.605170186,2.20627763,3.170676662,-4.605170186,13.37212861,17.43008561,12.69115268,16.62749047,12.99129295,13.51596236,12.01758411,13.97191498,12.66706706,3.869565217,2.22826087,0.008926242,0.339757662,31.479,74.26300306,1010.9
1991,NA,NA,3890.033011,3936.634472,57.084,137.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.34163043,32414,17437,NA,NA,NA,NA,-1.813333333,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.12281853,17.36980947,-11.67391304,-9.989130435,1838,-0.271172999,0.024528453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,2306.455807,6162.033588,1272.975832,6277.372015,4381.321757,8764.137944,0.49,0.52,NA,NA,0,NA,NA,NA,NA,38.731,0.128,6.74,56.458,13.723,16.846,0.734,0.245,3.555,1.478,0.329,5.032,NA,NA,9.519782609,NA,NA,NA,NA,NA,NA,NA,5.099173554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,205,NA,NA,NA,207,NA,NA,NA,2.845825719,-2.498987134,-3.195625494,3.409716896,5.987513764,3.159897574,NA,NA,NA,NA,NA,NA,13.33678581,15.9715794,12.54285198,15.01265208,13.06971337,13.97731473,12.64736811,14.25639043,12.94372702,1.586956522,-0.163043478,-0.14367388,-0.198479785,31.535,NA,1011.24
1992,NA,NA,3930.60833,3976.303292,59.406,141.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.79119565,52837,12058,NA,NA,NA,NA,0.15,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.11445785,17.86379986,-7.347826087,0.739130435,5368,0.84037949,0.744339979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,2170.076568,6190.12439,1217.5169310000001,5400.546889,3683.642109,7695.48966,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.352,8.797,76.303,508.106,54.325,78.541,1.623,3.529,5.067,0.597,7.597,6.92,NA,NA,10.20206522,NA,NA,NA,NA,NA,NA,NA,5.918329466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.060383819,-4.259648114,-3.486012824,4.347838541,5.302098233,2.927103216,4.094944356,-4.605170186,0.601244565,2.270757679,5.230530876,2.986543564,13.00720614,15.56663864,12.65545256,17.34244124,12.64973551,13.23251918,12.343484,14.31530233,12.30187361,4.782608696,2.380434783,0.384151765,0.048189612,31.09975,NA,1006.45
1993,1630.2844475000002,2900.9302036999998,3961.395851,3995.466867,49.062,137.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07826087,35254,7629,14.36224537,5.225,NA,NA,0.256666667,0.8,NA,193.7,155.3333333,NA,294,274,NA,NA,NA,NA,NA,NA,15.5597767,17.86337266,5.52173913,16.08695652,10186,0.322025254,0.980840122,209103.79113,392943.79720000003,927510.1434,277754.833535,96647.427505,57806.707035,157980.26059,25738.136010000002,353227.88145,0,0,60405.33255,3886.3686655,11752.762595,1178.3061515,16995.991488,0,7.652629121,0,0,18203.884468,16776.255445,14539.15703695,2306.5414786,0,709.3884975999999,0,9192.9543515,1205.1308305,6,2097.077048,6234.266983,1109.755276,4714.71922,3196.621295,6971.462216,0.51,0.43,NA,NA,NA,NA,NA,NA,NA,60.421,12.32,215.584,176.821,4.833,60.394,0.892,1.509,2.959,11.217,4.837,8.59,NA,0.03,10.79391304,10.33390227,5.175260166,NA,NA,NA,NA,NA,5.953460621,NA,NA,NA,NA,NA,NA,204.3333333,87,NA,130.8666667,631.8,NA,NA,NA,NA,NA,NA,NA,227,NA,0.832298264,-4.41755961,-3.711682943,3.500526609,5.155883556,2.251344429,NA,NA,NA,NA,NA,NA,13.87205723,17.42335082,12.59916823,15.91506902,13.29943618,14.5908661,12.35143626,12.97387497,12.45256547,7.239130435,5.684782609,0.018911684,0.769059485,31.062,401.7623838,1008.75
1994,NA,NA,3985.067219,4016.215445,57.486,141.192,0.71,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.69413043,22742,6213,NA,NA,NA,NA,0.956666667,0,46.83333333,164.2,66.9,112.3333333,220,96.33333333,227,225,NA,NA,NA,177,15.02318022,17.68599271,-2.032608696,-1.173913043,4758,0.91585747,0.876994025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2048.145454,6247.328725,994.3323194,4191.850751,2848.69626,6474.057294,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.283,6.357,25.368,127.859,13.645,32.993,1.818,4.254,3.016,1.839,4.824,10.479,NA,0.09,10.19608696,NA,NA,NA,NA,NA,NA,NA,5.473521851,NA,NA,NA,NA,NA,58.33333333,204,221,35.13333333,25.8,15.33333333,NA,NA,NA,NA,NA,NA,NA,222,196,-0.412970476,-4.230476737,-3.41954652,3.558744883,5.411568938,1.356537812,NA,NA,NA,NA,NA,NA,13.77990203,16.59216799,12.6371925,17.57319975,13.0430604,14.90811919,12.54795522,14.53724471,12.48460171,8.032608696,6.72826087,1.01410106,0.453935383,31.331,NA,1010.36
1995,NA,NA,4010.833767,4033.829141,54.43,141.393,0.47,0.37,0.47,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.81586957,31402,4454,NA,NA,NA,NA,-0.606666667,0.8,192.1666667,246.6333333,27.86666667,184,254,103.6666667,222,219,163,210,NA,NA,14.96511756,17.98418485,-8.163043478,-5.108695652,2908,-0.133486274,0.603505017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,2000.57507,6170.077808,885.4133135,3806.150351,2601.100459,6095.947692,0.49,0.4,NA,NA,0.18,NA,0.53,0.8,NA,59.718,11.242,18.82,669.269,37.143,34.232,1.98,1.347,14.47,2.952,13.551,9.539,NA,0.4,9.717608696,NA,NA,NA,NA,NA,NA,NA,5.407223476,NA,NA,NA,NA,NA,162.6666667,202.3333333,65.66666667,76.83333333,46.43333333,136.5333333,211,NA,NA,NA,NA,NA,NA,220,191,-0.431920687,-4.24415684,-3.597529676,3.76948722,5.212861301,2.210326773,2.974481658,-0.418556867,-4.605170186,2.162534593,5.000354819,2.320771958,13.03750241,17.07548276,12.21521572,15.06453254,12.71491831,13.45267669,12.17172444,12.14986731,12.58881146,2,2.576086957,-0.325044106,-0.178755388,31.3025,NA,1008.56
