Formula,Predictors,Num_Params,Raw_AIC,Complete_Yrs,Missing_Yrs,Guild_Sources,adjaic2,PreyNCC,PredNCC,PreyAK,PredAK,Nguilds,Growth,Abundance,Has_Growth_Proxy,Has_Abundance_Proxy,Meets_Both
X16_SAR ~ X10_Californian_s_l_2yrLead_WS + X12_DFA_biomassEuphShelfSum + X15_spinyDogfishBSAI_predAK,X10_Californian_s_l_2yrLead_WS + X12_DFA_biomassEuphShelfSum + X15_spinyDogfishBSAI_predAK,3,32.2412368635651,19,5,"PredAK, PreyAK, PredAK",42.2412368635651,0,0,1,1,3,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X02.krill + X08_commonMurre_JSOES + X15_DFA_sleeperSharkBSAI_predAK,X02.krill + X08_commonMurre_JSOES + X15_DFA_sleeperSharkBSAI_predAK,3,32.7945855085694,19,5,"PreyNCC, PredNCC, PredAK",42.7945855085694,1,1,0,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X11_DFA_Harbour_p_WS + X12_DFA_biomassEuphShelfSum + X15_spinyDogfishBSAI_predAK,X11_DFA_Harbour_p_WS + X12_DFA_biomassEuphShelfSum + X15_spinyDogfishBSAI_predAK,3,32.8938171086265,19,5,"PredNCC, PreyAK, PredAK",42.8938171086265,0,1,1,1,4,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X09_chilipepper + X15_sablefishBiomass_predAK,X09_DFA_HakeAge5Plus + X09_chilipepper + X15_sablefishBiomass_predAK,3,33.2527023083336,19,5,"PredNCC, PredNCC, PredAK",43.2527023083336,0,1,0,1,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X09_canaryRockfish + X12_copepodCom_EGoA,X09_DFA_HakeAge5Plus + X09_canaryRockfish + X12_copepodCom_EGoA,3,33.2629659418131,19,5,"PredNCC, PredNCC, PreyAK",43.2629659418131,0,1,1,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X04_PacificPompano_ + X08_commonMurre_JSOES + X15_DFA_sleeperSharkBSAI_predAK,X04_PacificPompano_ + X08_commonMurre_JSOES + X15_DFA_sleeperSharkBSAI_predAK,3,33.4574463120047,19,5,"PreyNCC, PredNCC, PredAK",43.4574463120047,1,1,0,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X10_DFA_ssl.est.wholerange_2yrLead + X12_DFA_biomassEuphShelfSum + X15_spinyDogfishBSAI_predAK,X10_DFA_ssl.est.wholerange_2yrLead + X12_DFA_biomassEuphShelfSum + X15_spinyDogfishBSAI_predAK,3,33.513966397871,19,5,"PredAK, PreyAK, PredAK",43.513966397871,0,0,1,1,3,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X09_chilipepper + X10_Harbor_seal_CR_2yrLead,X07_DFA_cpue_IntSprJunHW + X09_chilipepper + X10_Harbor_seal_CR_2yrLead,3,33.5720097718737,19,5,"Abundance, PredNCC, PredAK",43.5720097718737,0,1,0,1,3,0,1,TRUE,TRUE,TRUE
X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X10_Harbor_seal_CR_2yrLead + X15_spinyDogfishBSAI_predAK,X07_DFA_cpue_IntSprJunHW + X10_Harbor_seal_CR_2yrLead + X15_spinyDogfishBSAI_predAK,3,33.5888399450305,19,5,"Abundance, PredAK, PredAK",43.5888399450305,0,0,0,1,2,0,1,TRUE,TRUE,TRUE
X16_SAR ~ X09_DFA_HakeAge5Plus + X09_chilipepper + X12_copepodCom_EGoA,X09_DFA_HakeAge5Plus + X09_chilipepper + X12_copepodCom_EGoA,3,33.6633091286044,19,5,"PredNCC, PredNCC, PreyAK",43.6633091286044,0,1,1,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X02.krill + X08_commonMurre_JSOES + X11_Harbor_seal_CR,X02.krill + X08_commonMurre_JSOES + X11_Harbor_seal_CR,3,33.7217065349866,19,5,"PreyNCC, PredNCC, PredNCC",43.7217065349866,1,1,0,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X11_Harbor_seal_CR + X12_DFA_biomassEuphShelfSum + X15_spinyDogfishBSAI_predAK,X11_Harbor_seal_CR + X12_DFA_biomassEuphShelfSum + X15_spinyDogfishBSAI_predAK,3,33.847709466719,19,5,"PredNCC, PreyAK, PredAK",43.847709466719,0,1,1,1,4,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X09_canaryRockfish + X12_copepodBiomass_WGoA,X07_DFA_cpue_IntSprJunHW + X09_canaryRockfish + X12_copepodBiomass_WGoA,3,34.0073380979671,19,5,"Abundance, PredNCC, PreyAK",44.0073380979671,0,1,1,0,2,0,1,FALSE,TRUE,FALSE
X16_SAR ~ X12_DFA_biomassEuphShelfSum + X15_DFA_sleeperSharkBSAI_predAK + X15_salmonSharkBSAI_predAK,X12_DFA_biomassEuphShelfSum + X15_DFA_sleeperSharkBSAI_predAK + X15_salmonSharkBSAI_predAK,3,34.1479636850899,19,5,"PreyAK, PredAK, PredAK",44.1479636850899,0,0,1,1,3,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X09_canaryRockfish + X15_sablefishBiomass_predAK,X09_DFA_HakeAge5Plus + X09_canaryRockfish + X15_sablefishBiomass_predAK,3,34.1597465309744,19,5,"PredNCC, PredNCC, PredAK",44.1597465309744,0,1,0,1,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X09_canaryRockfish + X12_copepodBiomass_WGoA,X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X09_canaryRockfish + X12_copepodBiomass_WGoA,3,34.1647519751023,19,5,"PreyNCC, PredNCC, PreyAK",44.1647519751023,1,1,1,0,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X15_salmonSharkBSAI_predAK,X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X15_salmonSharkBSAI_predAK,3,34.1879032325346,19,5,"PreyAK, PreyAK, PredAK",44.1879032325346,0,0,1,1,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X09_canaryRockfish + X11_Harbor_seal_CR + X12_DFA_biomassEuphShelfSum,X09_canaryRockfish + X11_Harbor_seal_CR + X12_DFA_biomassEuphShelfSum,3,34.2055516969825,19,5,"PredNCC, PredNCC, PreyAK",44.2055516969825,0,1,1,0,2,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X12_copepodBiomass_WGoA + X13_gadid_WAI + X15_salmonSharkBSAI_predAK,X12_copepodBiomass_WGoA + X13_gadid_WAI + X15_salmonSharkBSAI_predAK,3,34.4349535018946,19,5,"PreyAK, PreyAK, PredAK",44.4349535018946,0,0,1,1,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X09_chilipepper + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI,X09_chilipepper + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI,3,34.461097822877,19,5,"PredNCC, PreyAK, PreyAK",44.461097822877,0,1,1,0,2,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X08_commonMurre_JSOES + X12_copepodBiomass_WGoA + X13_gadid_WAI,X08_commonMurre_JSOES + X12_copepodBiomass_WGoA + X13_gadid_WAI,3,34.7670563619047,19,5,"PredNCC, PreyAK, PreyAK",44.7670563619047,0,1,1,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X09_chilipepper + X15_halibutBiomassAge8plus_2yrLead_predAK,X09_DFA_HakeAge5Plus + X09_chilipepper + X15_halibutBiomassAge8plus_2yrLead_predAK,3,34.9235874990553,19,5,"PredNCC, PredNCC, PredAK",44.9235874990553,0,1,0,1,3,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X02.krill + X10_Harbor_seal_CR_2yrLead + X15_spinyDogfishBSAI_predAK,X02.krill + X10_Harbor_seal_CR_2yrLead + X15_spinyDogfishBSAI_predAK,3,34.9350205399138,19,5,"PreyNCC, PredAK, PredAK",44.9350205399138,1,0,0,1,3,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X08_commonMurre_JSOES + X12_copepodBiomass_WGoA,X04_Sablefish__JSOES + X08_commonMurre_JSOES + X12_copepodBiomass_WGoA,3,34.9813026909855,19,5,"PreyNCC, PredNCC, PreyAK",44.9813026909855,1,1,1,0,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X08_commonMurre_JSOES + X15_DFA_sleeperSharkBSAI_predAK,X04_Sablefish__JSOES + X08_commonMurre_JSOES + X15_DFA_sleeperSharkBSAI_predAK,3,35.0405264173748,19,5,"PreyNCC, PredNCC, PredAK",45.0405264173748,1,1,0,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X09_canaryRockfish + X12_DFA_biomassEuphShelfSum + X15_DFA_sleeperSharkBSAI_predAK,X09_canaryRockfish + X12_DFA_biomassEuphShelfSum + X15_DFA_sleeperSharkBSAI_predAK,3,35.1201986762767,19,5,"PredNCC, PreyAK, PredAK",45.1201986762767,0,1,1,1,4,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X02.krill + X08_commonMurre_JSOES + X13_DFA_WGOA_DFA_seabirds,X02.krill + X08_commonMurre_JSOES + X13_DFA_WGOA_DFA_seabirds,3,35.3959952630101,19,5,"PreyNCC, PredNCC, PreyAK",45.3959952630101,1,1,1,0,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X01_Cassin_s_aukl_WS + X09_canaryRockfish + X12_copepodBiomass_WGoA,X01_Cassin_s_aukl_WS + X09_canaryRockfish + X12_copepodBiomass_WGoA,3,35.4918398344567,19,5,"PreyNCC, PredNCC, PreyAK",45.4918398344567,1,1,1,0,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X12_DFA_biomassEuphShelfSum + X12_copepodBiomass_WGoA + X15_salmonSharkBSAI_predAK,X12_DFA_biomassEuphShelfSum + X12_copepodBiomass_WGoA + X15_salmonSharkBSAI_predAK,3,35.5085252830383,19,5,"PreyAK, PreyAK, PredAK",45.5085252830383,0,0,1,1,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X08_commonMurre_JSOES + X10_Harbor_seal_CR_2yrLead + X13_hexagram_EAI,X08_commonMurre_JSOES + X10_Harbor_seal_CR_2yrLead + X13_hexagram_EAI,3,35.5511585850931,19,5,"PredNCC, PredAK, PreyAK",45.5511585850931,0,1,1,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X09_canaryRockfish + X10_Northern_f_s_2yrLead_WS + X12_copepodBiomass_WGoA,X09_canaryRockfish + X10_Northern_f_s_2yrLead_WS + X12_copepodBiomass_WGoA,3,35.6325396472421,19,5,"PredNCC, PredAK, PreyAK",45.6325396472421,0,1,1,1,4,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X02.krill + X08_commonMurre_JSOES + X10_Californian_s_l_2yrLead_WS,X02.krill + X08_commonMurre_JSOES + X10_Californian_s_l_2yrLead_WS,3,35.6668965105643,19,5,"PreyNCC, PredNCC, PredAK",45.6668965105643,1,1,0,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X09_canaryRockfish + X12_copepodBiomass_WGoA + X12_copepodCom_EGoA,X09_canaryRockfish + X12_copepodBiomass_WGoA + X12_copepodCom_EGoA,3,35.9936461603763,19,5,"PredNCC, PreyAK, PreyAK",45.9936461603763,0,1,1,0,2,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X02.krill + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X15_salmonSharkBSAI_predAK,X02.krill + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X15_salmonSharkBSAI_predAK,3,36.029512478146,19,5,"PreyNCC, PreyNCC, PredAK",46.029512478146,1,0,0,1,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X02.krill + X09_DFA_HakeAge5Plus + X09_canaryRockfish,X02.krill + X09_DFA_HakeAge5Plus + X09_canaryRockfish,3,36.1075143729413,19,5,"PreyNCC, PredNCC, PredNCC",46.1075143729413,1,1,0,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X02.krill + X09_DFA_HakeAge5Plus + X09_chilipepper,X02.krill + X09_DFA_HakeAge5Plus + X09_chilipepper,3,36.1130614499406,19,5,"PreyNCC, PredNCC, PredNCC",46.1130614499406,1,1,0,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X09_canaryRockfish + X12_DFA_biomassEuphShelfSum + X12_copepodBiomass_WGoA,X09_canaryRockfish + X12_DFA_biomassEuphShelfSum + X12_copepodBiomass_WGoA,3,36.2045841650105,19,5,"PredNCC, PreyAK, PreyAK",46.2045841650105,0,1,1,0,2,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X01_Cassin_s_aukl_WS + X02.krill + X15_salmonSharkBSAI_predAK,X01_Cassin_s_aukl_WS + X02.krill + X15_salmonSharkBSAI_predAK,3,36.2778032557877,19,5,"PreyNCC, PreyNCC, PredAK",46.2778032557877,1,0,0,1,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X08_commonMurre_JSOES + X09_canaryRockfish + X12_copepodBiomass_WGoA,X08_commonMurre_JSOES + X09_canaryRockfish + X12_copepodBiomass_WGoA,3,36.2849950983321,19,5,"PredNCC, PredNCC, PreyAK",46.2849950983321,0,1,1,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X02.krill + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X08_commonMurre_JSOES,X02.krill + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X08_commonMurre_JSOES,3,36.3033737880281,19,5,"PreyNCC, PreyNCC, PredNCC",46.3033737880281,1,1,0,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X09_canaryRockfish + X12_copepodBiomass_WGoA + X14_pinkSalmon,X09_canaryRockfish + X12_copepodBiomass_WGoA + X14_pinkSalmon,3,36.3777083306453,19,5,"PredNCC, PreyAK, PreyAK",46.3777083306453,0,1,1,0,2,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X06_DFA_IGF_mu + X02.krill + X08_commonMurre_JSOES,X06_DFA_IGF_mu + X02.krill + X08_commonMurre_JSOES,3,36.4464417156643,19,5,"Growth, PreyNCC, PredNCC",46.4464417156643,1,1,0,0,3,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X01_NHLlogSum_win_15 + X09_canaryRockfish + X12_copepodBiomass_WGoA,X01_NHLlogSum_win_15 + X09_canaryRockfish + X12_copepodBiomass_WGoA,3,36.4642103939266,19,5,"PreyNCC, PredNCC, PreyAK",46.4642103939266,1,1,1,0,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X02.krill + X08_commonMurre_JSOES + X13_pollockBiomassGoAage3plus_predAK,X02.krill + X08_commonMurre_JSOES + X13_pollockBiomassGoAage3plus_predAK,3,36.5025940606601,19,5,"PreyNCC, PredNCC, PreyAK",46.5025940606601,1,1,1,0,3,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X09_canaryRockfish + X12_copepodBiomass_WGoA + X12_copepodCom_WGoA,X09_canaryRockfish + X12_copepodBiomass_WGoA + X12_copepodCom_WGoA,3,36.5243369563402,19,5,"PredNCC, PreyAK, PreyAK",46.5243369563402,0,1,1,0,2,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X09_canaryRockfish + X12_copepodBiomass_WGoA + X14_pinkSalmonNorthAmerica,X09_canaryRockfish + X12_copepodBiomass_WGoA + X14_pinkSalmonNorthAmerica,3,36.5538536233988,19,5,"PredNCC, PreyAK, PreyAK",46.5538536233988,0,1,1,0,2,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X09_canaryRockfish + X12_copepodBiomass_WGoA + X13_hexagram_WAI,X09_canaryRockfish + X12_copepodBiomass_WGoA + X13_hexagram_WAI,3,36.562619682685,19,5,"PredNCC, PreyAK, PreyAK",46.562619682685,0,1,1,0,2,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X15_salmonSharkBSAI_predAK,X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X15_salmonSharkBSAI_predAK,3,36.6159171485868,19,5,"PreyAK, PreyAK, PredAK",46.6159171485868,0,0,1,1,3,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X12_DFA_biomassEuphShelfSum + X12_copepodBiomass_WGoA + X15_spinyDogfishBSAI_predAK,X12_DFA_biomassEuphShelfSum + X12_copepodBiomass_WGoA + X15_spinyDogfishBSAI_predAK,3,36.665237979155,19,5,"PreyAK, PreyAK, PredAK",46.665237979155,0,0,1,1,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X08_commonMurre_JSOES + X12_copepodBiomass_WGoA,X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X08_commonMurre_JSOES + X12_copepodBiomass_WGoA,3,36.6690381154625,19,5,"PreyNCC, PredNCC, PreyAK",46.6690381154625,1,1,1,0,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X02.krill + X08_commonMurre_JSOES + X10_Harbor_seal_CR_2yrLead,X02.krill + X08_commonMurre_JSOES + X10_Harbor_seal_CR_2yrLead,3,36.6744694161489,19,5,"PreyNCC, PredNCC, PredAK",46.6744694161489,1,1,0,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X04_CaliforniaMarketSquid_ + X09_canaryRockfish + X12_copepodBiomass_WGoA,X04_CaliforniaMarketSquid_ + X09_canaryRockfish + X12_copepodBiomass_WGoA,3,36.674558267051,19,5,"PreyNCC, PredNCC, PreyAK",46.674558267051,1,1,1,0,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X09_canaryRockfish + X10_Harbor_seal_CR_2yrLead,X09_DFA_HakeAge5Plus + X09_canaryRockfish + X10_Harbor_seal_CR_2yrLead,3,36.6953254984613,19,5,"PredNCC, PredNCC, PredAK",46.6953254984613,0,1,0,1,3,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X09_DFA_HakeAge5Plus + X09_canaryRockfish + X15_halibutBiomassAge8plus_2yrLead_predAK,X09_DFA_HakeAge5Plus + X09_canaryRockfish + X15_halibutBiomassAge8plus_2yrLead_predAK,3,36.7140350797365,19,5,"PredNCC, PredNCC, PredAK",46.7140350797365,0,1,0,1,3,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X08_commonMurre_JSOES + X11_DFA_Harbour_p_WS + X12_copepodBiomass_WGoA,X08_commonMurre_JSOES + X11_DFA_Harbour_p_WS + X12_copepodBiomass_WGoA,3,36.7694658996744,19,5,"PredNCC, PredNCC, PreyAK",46.7694658996744,0,1,1,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X02.krill + X09_canaryRockfish + X10_Harbor_seal_CR_2yrLead,X02.krill + X09_canaryRockfish + X10_Harbor_seal_CR_2yrLead,3,36.7727623239212,19,5,"PreyNCC, PredNCC, PredAK",46.7727623239212,1,1,0,1,4,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X06_StomFull_May + X02.krill + X15_salmonSharkBSAI_predAK,X06_StomFull_May + X02.krill + X15_salmonSharkBSAI_predAK,3,36.7882574823152,19,5,"Growth, PreyNCC, PredAK",46.7882574823152,1,0,0,1,4,1,0,FALSE,FALSE,FALSE
X16_SAR ~ X08_Loons_8_WS + X09_canaryRockfish + X10_Harbor_seal_CR_2yrLead,X08_Loons_8_WS + X09_canaryRockfish + X10_Harbor_seal_CR_2yrLead,3,36.8493911416522,19,5,"PredNCC, PredNCC, PredAK",46.8493911416522,0,1,0,1,3,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X09_chilipepper + X12_copepodBiomass_WGoA + X13_gadid_WAI,X09_chilipepper + X12_copepodBiomass_WGoA + X13_gadid_WAI,3,36.8555248200901,19,5,"PredNCC, PreyAK, PreyAK",46.8555248200901,0,1,1,0,2,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X08_commonMurre_JSOES + X13_hexagram_EAI,X04_Sablefish__JSOES + X08_commonMurre_JSOES + X13_hexagram_EAI,3,36.8598158016606,19,5,"PreyNCC, PredNCC, PreyAK",46.8598158016606,1,1,1,0,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X09_chilipepper + X15_ArrowtoothFlounderBiomass_predAK,X09_DFA_HakeAge5Plus + X09_chilipepper + X15_ArrowtoothFlounderBiomass_predAK,3,36.8947781420994,19,5,"PredNCC, PredNCC, PredAK",46.8947781420994,0,1,0,1,3,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X02_DFA_SeaNettle_ + X11_Harbor_seal_CR + X15_spinyDogfishBSAI_predAK,X02_DFA_SeaNettle_ + X11_Harbor_seal_CR + X15_spinyDogfishBSAI_predAK,3,36.9026533254153,19,5,"PreyNCC, PredNCC, PredAK",46.9026533254153,1,1,0,1,4,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X02.krill + X09_chilipepper + X13_DFA_WGOA_DFA_seabirds,X02.krill + X09_chilipepper + X13_DFA_WGOA_DFA_seabirds,3,36.912044691731,19,5,"PreyNCC, PredNCC, PreyAK",46.912044691731,1,1,1,0,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X10_Harbor_seal_CR_2yrLead + X15_salmonSharkGoA_predAK + X15_spinyDogfishBSAI_predAK,X10_Harbor_seal_CR_2yrLead + X15_salmonSharkGoA_predAK + X15_spinyDogfishBSAI_predAK,3,37.0335573121193,19,5,"PredAK, PredAK, PredAK",47.0335573121193,0,0,0,1,2,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X03_HakeAge1 + X09_canaryRockfish + X12_copepodBiomass_WGoA,X03_HakeAge1 + X09_canaryRockfish + X12_copepodBiomass_WGoA,3,37.0626371236955,19,5,"PreyNCC, PredNCC, PreyAK",47.0626371236955,1,1,1,0,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X09_canaryRockfish + X10_Californian_s_l_2yrLead_WS + X12_copepodBiomass_WGoA,X09_canaryRockfish + X10_Californian_s_l_2yrLead_WS + X12_copepodBiomass_WGoA,3,37.0760799281466,19,5,"PredNCC, PredAK, PreyAK",47.0760799281466,0,1,1,1,4,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X02.krill + X09_canaryRockfish + X13_DFA_WGOA_DFA_seabirds,X02.krill + X09_canaryRockfish + X13_DFA_WGOA_DFA_seabirds,3,37.080603503523,19,5,"PreyNCC, PredNCC, PreyAK",47.080603503523,1,1,1,0,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X08_commonMurre_JSOES + X10_Californian_s_l_2yrLead_WS + X12_copepodBiomass_WGoA,X08_commonMurre_JSOES + X10_Californian_s_l_2yrLead_WS + X12_copepodBiomass_WGoA,3,37.0891568167509,19,5,"PredNCC, PredAK, PreyAK",47.0891568167509,0,1,1,1,4,0,0,TRUE,TRUE,TRUE
