Formula,Predictors,Num_Params,Raw_AIC,Complete_Yrs,Missing_Yrs,Guild_Sources,adjaic2,PreyNCC,PredNCC,PreyAK,PredAK,Nguilds,Growth,Abundance,Has_Growth_Proxy,Has_Abundance_Proxy,Meets_Both
X16_SAR ~ X12_DFA_biomassEuphShelfSum + X13_DFA_WGOA_DFA_seabirds + X13_hexagram_EAI,X12_DFA_biomassEuphShelfSum + X13_DFA_WGOA_DFA_seabirds + X13_hexagram_EAI,3,47.9360510553922,24,0,"PreyAK, PreyAK, PreyAK",47.9360510553922,0,0,1,0,1,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X14_pinkSalmonNorthAmerica,X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X14_pinkSalmonNorthAmerica,3,47.9442167505283,24,0,"PreyNCC, PredNCC, PreyAK",47.9442167505283,1,1,1,0,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_EAI,X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_EAI,3,47.9889066114651,24,0,"PreyNCC, PredNCC, PreyAK",47.9889066114651,1,1,1,0,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_gadid_WAI,X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_gadid_WAI,3,48.0471118130612,24,0,"PreyNCC, PredNCC, PreyAK",48.0471118130612,1,1,1,0,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X04_PacificPompano_ + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus,X04_PacificPompano_ + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus,3,48.1002115126869,24,0,"PreyNCC, PreyNCC, PredNCC",48.1002115126869,1,1,0,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X02.krill + X09_DFA_ChinAbundSnakeFall + X13_DFA_WGOA_DFA_seabirds,X02.krill + X09_DFA_ChinAbundSnakeFall + X13_DFA_WGOA_DFA_seabirds,3,48.1137535720675,24,0,"PreyNCC, PredNCC, PreyAK",48.1137535720675,1,1,1,0,3,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_hexagram_EAI,X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_hexagram_EAI,3,48.1232883717386,24,0,"PredNCC, PreyAK, PreyAK",48.1232883717386,0,1,1,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Californian_s_l_2yrLead_WS,X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Californian_s_l_2yrLead_WS,3,48.1772377627608,24,0,"PreyNCC, PredNCC, PredAK",48.1772377627608,1,1,0,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X01_Red_phal_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI,X01_Red_phal_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI,3,48.2680674101637,24,0,"PreyNCC, PredNCC, PreyAK",48.2680674101637,1,1,1,0,3,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X11_Harbor_seal_CR,X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X11_Harbor_seal_CR,3,48.286710934606504,24,0,"PreyNCC, PredNCC, PredNCC",48.286710934606504,1,1,0,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus,X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus,3,48.3604531226225,24,0,"PreyNCC, PreyNCC, PredNCC",48.3604531226225,1,1,0,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA,X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA,3,48.3620669642374,24,0,"PreyNCC, PredNCC, PreyAK",48.3620669642374,1,1,1,0,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus,X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus,3,48.3785024630763,24,0,"PreyNCC, PredNCC, PredNCC",48.3785024630763,1,1,0,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X05_herring_NCC + X09_DFA_HakeAge5Plus,X04_Sablefish__JSOES + X05_herring_NCC + X09_DFA_HakeAge5Plus,3,48.3829593768422,24,0,"PreyNCC, PreyNCC, PredNCC",48.3829593768422,1,1,0,0,2,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X13_hexagram_WAI,X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X13_hexagram_WAI,3,48.4269869160931,24,0,"PreyAK, PreyAK, PreyAK",48.4269869160931,0,0,1,0,1,0,0,FALSE,FALSE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X12_DFA_biomassEuphShelfSum,X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X12_DFA_biomassEuphShelfSum,3,48.4597182761469,24,0,"PredNCC, PredAK, PreyAK",48.4597182761469,0,1,1,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X15_salmonSharkGoA_predAK,X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X15_salmonSharkGoA_predAK,3,48.4637438463604,24,0,"PreyNCC, PredNCC, PredAK",48.4637438463604,1,1,0,1,4,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X05_herring_GAM + X09_DFA_HakeAge5Plus,X04_Sablefish__JSOES + X05_herring_GAM + X09_DFA_HakeAge5Plus,3,48.4750443778667,24,0,"PreyNCC, PreyNCC, PredNCC",48.4750443778667,1,1,0,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbor_seal_CR_2yrLead,X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbor_seal_CR_2yrLead,3,48.4811699669196,24,0,"PreyNCC, PredNCC, PredAK",48.4811699669196,1,1,0,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum,X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum,3,48.4825564323895,24,0,"PreyNCC, PredNCC, PreyAK",48.4825564323895,1,1,1,0,3,0,0,FALSE,TRUE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_hexagram_WAI,X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_hexagram_WAI,3,48.4838027021207,24,0,"PredNCC, PreyAK, PreyAK",48.4838027021207,0,1,1,0,2,0,0,TRUE,TRUE,TRUE
