"Formula","Predictors","Num_Params","Raw_AIC","Complete_Yrs","Missing_Yrs","Guild_Sources","adjaic2"
"X16_SAR ~ X06_Lmu_IntSprJunH + X05_anchovy_GAM + X05_herring_NCC + X09_chilipepper","X06_Lmu_IntSprJunH + X05_anchovy_GAM + X05_herring_NCC + X09_chilipepper",4,57.0043331830623,19,5,"Growth, PreyNCC, PreyNCC, PredNCC",67.0043331830623
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_Red_necked_phal_WS + X04_Sablefish__JSOES + X13_hexagram_WAI","X06_Lmu_IntSprMayW + X01_Red_necked_phal_WS + X04_Sablefish__JSOES + X13_hexagram_WAI",4,65.0043950739943,23,1,"Growth, PreyNCC, PreyNCC, PreyAK",67.0043950739943
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_15 + X14_pinkSalmonAsia + X15_salmonSharkGoA_predAK","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_15 + X14_pinkSalmonAsia + X15_salmonSharkGoA_predAK",4,61.0045170364583,21,3,"Growth, PreyNCC, PreyAK, PredAK",67.0045170364583
"X16_SAR ~ X06_StomFull_May + X08_Large_gulls_7_WS + X11_DFA_Harbour_p_WS + X15_salmonSharkBSAI_predAK","X06_StomFull_May + X08_Large_gulls_7_WS + X11_DFA_Harbour_p_WS + X15_salmonSharkBSAI_predAK",4,57.0051107215198,19,5,"Growth, PredNCC, PredNCC, PredAK",67.0051107215198
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X08_Loons_8_WS + X15_sablefishBiomass_predAK","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X08_Loons_8_WS + X15_sablefishBiomass_predAK",4,61.0052012659556,21,3,"Growth, PreyNCC, PredNCC, PredAK",67.0052012659556
"X16_SAR ~ X06_StomFull_May + X01_Sabine_gull_WS + X13_hexagram_EAI + X15_salmonSharkGoA_predAK","X06_StomFull_May + X01_Sabine_gull_WS + X13_hexagram_EAI + X15_salmonSharkGoA_predAK",4,65.0056117568649,23,1,"Growth, PreyNCC, PreyAK, PredAK",67.0056117568649
"X16_SAR ~ X06_StomFull_May + X03_HakeAge1 + X04_Sablefish__JSOES + X10_Harbor_seal_CR_2yrLead","X06_StomFull_May + X03_HakeAge1 + X04_Sablefish__JSOES + X10_Harbor_seal_CR_2yrLead",4,65.0057473630898,23,1,"Growth, PreyNCC, PreyNCC, PredAK",67.0057473630898
"X16_SAR ~ X06_DFA_IGF_mu + X03_HakeAge1 + X13_DFA_WGOA_DFA_seabirds + X15_PacificCodBiomass_predAK","X06_DFA_IGF_mu + X03_HakeAge1 + X13_DFA_WGOA_DFA_seabirds + X15_PacificCodBiomass_predAK",4,67.0059697214828,24,0,"Growth, PreyNCC, PreyAK, PredAK",67.0059697214828
"X16_SAR ~ X06_StomFull_May + X13_ammod_WAI + X13_gadid_WAI + X15_salmonSharkGoA_predAK","X06_StomFull_May + X13_ammod_WAI + X13_gadid_WAI + X15_salmonSharkGoA_predAK",4,65.0059725007932,23,1,"Growth, PreyAK, PreyAK, PredAK",67.0059725007932
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_15 + X01_Red_phal_WS + X13_hexagram_EAI","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_15 + X01_Red_phal_WS + X13_hexagram_EAI",4,61.0062124777042,21,3,"Growth, PreyNCC, PreyNCC, PreyAK",67.0062124777042
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X12_copepodCom_WGoA + X14_pinkSalmonNorthAmerica","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X12_copepodCom_WGoA + X14_pinkSalmonNorthAmerica",4,61.0063469702396,21,3,"Growth, PreyNCC, PreyAK, PreyAK",67.0063469702396
"X16_SAR ~ X06_Lmu_IntSprJunH + X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X10_Northern_f_s_2yrLead_WS","X06_Lmu_IntSprJunH + X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X10_Northern_f_s_2yrLead_WS",4,67.0064685772117,24,0,"Growth, PreyNCC, PredNCC, PredAK",67.0064685772117
"X16_SAR ~ X06_Lmu_IntSprMayW + X04_marketsquid_GAM + X09_chilipepper + X15_spinyDogfishBSAI_predAK","X06_Lmu_IntSprMayW + X04_marketsquid_GAM + X09_chilipepper + X15_spinyDogfishBSAI_predAK",4,57.0068222400825,19,5,"Growth, PreyNCC, PredNCC, PredAK",67.0068222400825
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_Cassin_s_aukl_WS + X08_Large_gulls_7_WS + X09_canaryRockfish","X06_Lmu_IntSprMayW + X01_Cassin_s_aukl_WS + X08_Large_gulls_7_WS + X09_canaryRockfish",4,57.0070307304598,19,5,"Growth, PreyNCC, PredNCC, PredNCC",67.0070307304598
"X16_SAR ~ X06_Lmu_IntSprMayW + X05_anchovy_GAM + X05_herring_GAM + X09_chilipepper","X06_Lmu_IntSprMayW + X05_anchovy_GAM + X05_herring_GAM + X09_chilipepper",4,57.0071963205908,19,5,"Growth, PreyNCC, PreyNCC, PredNCC",67.0071963205908
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_25 + X04_marketsquid_GAM","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_25 + X04_marketsquid_GAM",3,61.0076502336237,21,3,"Growth, PreyNCC, PreyNCC",67.0076502336237
"X16_SAR ~ X06_Lmu_IntSprMayW + X08_Loons_8_WS + X10_Californian_s_l_2yrLead_WS + X15_sablefishBiomass_predAK","X06_Lmu_IntSprMayW + X08_Loons_8_WS + X10_Californian_s_l_2yrLead_WS + X15_sablefishBiomass_predAK",4,65.0078358114529,23,1,"Growth, PredNCC, PredAK, PredAK",67.0078358114529
"X16_SAR ~ X06_StomFull_May + X01_Red_necked_phal_WS + X13_ammod_WAI + X15_salmonSharkGoA_predAK","X06_StomFull_May + X01_Red_necked_phal_WS + X13_ammod_WAI + X15_salmonSharkGoA_predAK",4,65.0087329050868,23,1,"Growth, PreyNCC, PreyAK, PredAK",67.0087329050868
"X16_SAR ~ X06_Lmu_IntSprMayW + X02_DFA_SeaNettle_ + X09_chilipepper + X15_spinyDogfishBSAI_predAK","X06_Lmu_IntSprMayW + X02_DFA_SeaNettle_ + X09_chilipepper + X15_spinyDogfishBSAI_predAK",4,57.0089736011057,19,5,"Growth, PreyNCC, PredNCC, PredAK",67.0089736011057
"X16_SAR ~ X06_Lmu_IntSprJunH + X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X09_DFA_ChinAbundSnakeFall","X06_Lmu_IntSprJunH + X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X09_DFA_ChinAbundSnakeFall",4,65.0091090736684,23,1,"Growth, Growth, PreyNCC, PredNCC",67.0091090736684
"X16_SAR ~ X06_Lmu_IntSprMayW + X05_herring_GAM + X09_chilipepper + X13_hexagram_WAI","X06_Lmu_IntSprMayW + X05_herring_GAM + X09_chilipepper + X13_hexagram_WAI",4,57.0098495772158,19,5,"Growth, PreyNCC, PredNCC, PreyAK",67.0098495772158
"X16_SAR ~ X06_Lmu_IntSprJunH + X03_HakeAge1 + X08_Large_gulls_7_WS + X13_gadid_WAI","X06_Lmu_IntSprJunH + X03_HakeAge1 + X08_Large_gulls_7_WS + X13_gadid_WAI",4,67.0102125454494,24,0,"Growth, PreyNCC, PredNCC, PreyAK",67.0102125454494
"X16_SAR ~ X06_StomFull_May + X13_DFA_WGOA_DFA_midTrophic + X13_hexagram_EAI + X15_salmonSharkGoA_predAK","X06_StomFull_May + X13_DFA_WGOA_DFA_midTrophic + X13_hexagram_EAI + X15_salmonSharkGoA_predAK",4,65.0104946359768,23,1,"Growth, PreyAK, PreyAK, PredAK",67.0104946359768
"X16_SAR ~ X06_StomFull_May + X02.krill + X09_DFA_ChinAbundSnakeFall + X15_salmonSharkGoA_predAK","X06_StomFull_May + X02.krill + X09_DFA_ChinAbundSnakeFall + X15_salmonSharkGoA_predAK",4,65.0106339988444,23,1,"Growth, PreyNCC, PredNCC, PredAK",67.0106339988444
"X16_SAR ~ X06_DFA_IGF_mu + X01_Red_necked_phal_WS + X01_Sabine_gull_WS + X09_chilipepper","X06_DFA_IGF_mu + X01_Red_necked_phal_WS + X01_Sabine_gull_WS + X09_chilipepper",4,57.0109976064678,19,5,"Growth, PreyNCC, PreyNCC, PredNCC",67.0109976064678
"X16_SAR ~ X06_StomFull_May + X05_herring_NCC + X10_Harbour_s_2yrLead_WS + X13_gadid_WAI","X06_StomFull_May + X05_herring_NCC + X10_Harbour_s_2yrLead_WS + X13_gadid_WAI",4,65.0116595930206,23,1,"Growth, PreyNCC, PredAK, PreyAK",67.0116595930206
"X16_SAR ~ X06_Lmu_IntSprMayW + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X03_HakeAge1 + X12_copepodCom_WGoA","X06_Lmu_IntSprMayW + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X03_HakeAge1 + X12_copepodCom_WGoA",4,65.0118073801714,23,1,"Growth, PreyNCC, PreyNCC, PreyAK",67.0118073801714
"X16_SAR ~ X06_Lmu_IntSprJunH + X06_StomFull_May + X02_DFA_SeaNettle_ + X13_DFA_WGOA_DFA_seabirds","X06_Lmu_IntSprJunH + X06_StomFull_May + X02_DFA_SeaNettle_ + X13_DFA_WGOA_DFA_seabirds",4,65.0118798431431,23,1,"Growth, Growth, PreyNCC, PreyAK",67.0118798431431
"X16_SAR ~ X06_StomFull_May + X09_DFA_ChinAbundSnakeFall + X09_canaryRockfish + X13_ammod_WAI","X06_StomFull_May + X09_DFA_ChinAbundSnakeFall + X09_canaryRockfish + X13_ammod_WAI",4,57.0121929196693,19,5,"Growth, PredNCC, PredNCC, PreyAK",67.0121929196693
"X16_SAR ~ X06_DFA_IGF_mu + X01_Red_necked_phal_WS + X10_Northern_f_s_2yrLead_WS + X11_DFA_Harbour_p_WS","X06_DFA_IGF_mu + X01_Red_necked_phal_WS + X10_Northern_f_s_2yrLead_WS + X11_DFA_Harbour_p_WS",4,67.0126620617072,24,0,"Growth, PreyNCC, PredAK, PredNCC",67.0126620617072
"X16_SAR ~ X06_DFA_IGF_mu + X01_NHLlogSum_win_15 + X09_canaryRockfish","X06_DFA_IGF_mu + X01_NHLlogSum_win_15 + X09_canaryRockfish",3,57.012706665158,19,5,"Growth, PreyNCC, PredNCC",67.012706665158
"X16_SAR ~ X06_Lmu_IntSprMayW + X09_canaryRockfish + X11_DFA_Harbour_p_WS + X14_pinkSalmonNorthAmerica","X06_Lmu_IntSprMayW + X09_canaryRockfish + X11_DFA_Harbour_p_WS + X14_pinkSalmonNorthAmerica",4,57.0132058111346,19,5,"Growth, PredNCC, PredNCC, PreyAK",67.0132058111346
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_05 + X10_Californian_s_l_2yrLead_WS","X06_StomFull_May + X01_NHLlogSum_win_05 + X10_Californian_s_l_2yrLead_WS",3,61.0136285292212,21,3,"Growth, PreyNCC, PredAK",67.0136285292212
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_15 + X12_DFA_biomassEuphShelfSum + X15_sablefishBiomass_predAK","X06_StomFull_May + X01_NHLlogSum_win_15 + X12_DFA_biomassEuphShelfSum + X15_sablefishBiomass_predAK",4,61.0139775813701,21,3,"Growth, PreyNCC, PreyAK, PredAK",67.0139775813701
"X16_SAR ~ X06_Lmu_IntSprMayW + X10_Californian_s_l_2yrLead_WS + X12_copepodCom_EGoA","X06_Lmu_IntSprMayW + X10_Californian_s_l_2yrLead_WS + X12_copepodCom_EGoA",3,65.0143705311921,23,1,"Growth, PredAK, PreyAK",67.0143705311921
"X16_SAR ~ X06_StomFull_May + X02_DFA_SeaNettle_ + X08_Loons_8_WS + X10_Northern_f_s_2yrLead_WS","X06_StomFull_May + X02_DFA_SeaNettle_ + X08_Loons_8_WS + X10_Northern_f_s_2yrLead_WS",4,65.0143780754366,23,1,"Growth, PreyNCC, PredNCC, PredAK",67.0143780754366
"X16_SAR ~ X06_DFA_IGF_mu + X01_NHLlogSum_win_15 + X08_Large_gulls_7_WS + X14_pinkSalmonNorthAmerica","X06_DFA_IGF_mu + X01_NHLlogSum_win_15 + X08_Large_gulls_7_WS + X14_pinkSalmonNorthAmerica",4,61.014476986181,21,3,"Growth, PreyNCC, PredNCC, PreyAK",67.014476986181
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_Red_phal_WS + X03_HakeAge1 + X04_PacificPompano_","X06_Lmu_IntSprMayW + X01_Red_phal_WS + X03_HakeAge1 + X04_PacificPompano_",4,65.0145054146747,23,1,"Growth, PreyNCC, PreyNCC, PreyNCC",67.0145054146747
"X16_SAR ~ X06_StomFull_May + X01_DFA_sumPreyOfPrey_planktonJun + X03_HakeAge1 + X08_Loons_8_WS","X06_StomFull_May + X01_DFA_sumPreyOfPrey_planktonJun + X03_HakeAge1 + X08_Loons_8_WS",4,65.0148399626384,23,1,"Growth, PreyNCC, PreyNCC, PredNCC",67.0148399626384
"X16_SAR ~ X06_StomFull_May + X08_Loons_8_WS + X09_canaryRockfish + X09_chilipepper","X06_StomFull_May + X08_Loons_8_WS + X09_canaryRockfish + X09_chilipepper",4,57.0151824072312,19,5,"Growth, PredNCC, PredNCC, PredNCC",67.0151824072312
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_DFA_sumPreyOfPrey_planktonJun + X03_HakeAge1 + X08_Loons_8_WS","X06_Lmu_IntSprMayW + X01_DFA_sumPreyOfPrey_planktonJun + X03_HakeAge1 + X08_Loons_8_WS",4,65.0155624438878,23,1,"Growth, PreyNCC, PreyNCC, PredNCC",67.0155624438878
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X05_anchovy_GAM + X09_chilipepper","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X05_anchovy_GAM + X09_chilipepper",4,57.0156576523032,19,5,"Growth, PreyNCC, PreyNCC, PredNCC",67.0156576523032
"X16_SAR ~ X06_StomFull_May + X04_Sablefish__JSOES + X10_Californian_s_l_2yrLead_WS + X13_hexagram_WAI","X06_StomFull_May + X04_Sablefish__JSOES + X10_Californian_s_l_2yrLead_WS + X13_hexagram_WAI",4,65.0160755912732,23,1,"Growth, PreyNCC, PredAK, PreyAK",67.0160755912732
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_Red_necked_phal_WS + X09_chilipepper + X13_hexagram_WAI","X06_Lmu_IntSprMayW + X01_Red_necked_phal_WS + X09_chilipepper + X13_hexagram_WAI",4,57.0166462239406,19,5,"Growth, PreyNCC, PredNCC, PreyAK",67.0166462239406
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_15 + X10_Californian_s_l_2yrLead_WS + X12_copepodCom_WGoA","X06_StomFull_May + X01_NHLlogSum_win_15 + X10_Californian_s_l_2yrLead_WS + X12_copepodCom_WGoA",4,61.0169168892384,21,3,"Growth, PreyNCC, PredAK, PreyAK",67.0169168892384
"X16_SAR ~ X06_StomFull_May + X05_herring_NCC + X15_spinyDogfishBSAI_predAK","X06_StomFull_May + X05_herring_NCC + X15_spinyDogfishBSAI_predAK",3,57.0169861061045,19,5,"Growth, PreyNCC, PredAK",67.0169861061045
"X16_SAR ~ X06_StomFull_May + X01_Red_phal_WS + X01_Sabine_gull_WS + X15_salmonSharkBSAI_predAK","X06_StomFull_May + X01_Red_phal_WS + X01_Sabine_gull_WS + X15_salmonSharkBSAI_predAK",4,57.0170920648319,19,5,"Growth, PreyNCC, PreyNCC, PredAK",67.0170920648319
"X16_SAR ~ X06_StomFull_May + X03_HakeAge1 + X08_Loons_8_WS + X13_DFA_WGOA_DFA_midTrophic","X06_StomFull_May + X03_HakeAge1 + X08_Loons_8_WS + X13_DFA_WGOA_DFA_midTrophic",4,65.0171556136368,23,1,"Growth, PreyNCC, PredNCC, PreyAK",67.0171556136368
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X04_Sablefish__JSOES + X13_hexagram_WAI","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X04_Sablefish__JSOES + X13_hexagram_WAI",4,61.018050448184,21,3,"Growth, PreyNCC, PreyNCC, PreyAK",67.018050448184
"X16_SAR ~ X06_StomFull_May + X02.krill + X05_herring_GAM + X13_gadid_WAI","X06_StomFull_May + X02.krill + X05_herring_GAM + X13_gadid_WAI",4,65.0183518346865,23,1,"Growth, PreyNCC, PreyNCC, PreyAK",67.0183518346865
"X16_SAR ~ X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X11_DFA_Harbour_p_WS + X15_salmonSharkGoA_predAK","X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X11_DFA_Harbour_p_WS + X15_salmonSharkGoA_predAK",4,65.018652081007,23,1,"Growth, PreyNCC, PredNCC, PredAK",67.018652081007
"X16_SAR ~ X06_StomFull_May + X02.krill + X10_DFA_ssl.est.wholerange_2yrLead + X13_gadid_WAI","X06_StomFull_May + X02.krill + X10_DFA_ssl.est.wholerange_2yrLead + X13_gadid_WAI",4,65.0188354906898,23,1,"Growth, PreyNCC, PredAK, PreyAK",67.0188354906898
"X16_SAR ~ X06_Lmu_IntSprJunH + X02_DFA_SeaNettle_ + X13_DFA_WGOA_DFA_seabirds + X15_sablefishRecruitment_predAK","X06_Lmu_IntSprJunH + X02_DFA_SeaNettle_ + X13_DFA_WGOA_DFA_seabirds + X15_sablefishRecruitment_predAK",4,67.0192631200009,24,0,"Growth, PreyNCC, PreyAK, PredAK",67.0192631200009
"X16_SAR ~ X06_Lmu_IntSprJunH + X01_NHLlogSum_win_15 + X13_hexagram_WAI + X15_PacificCodBiomass_predAK","X06_Lmu_IntSprJunH + X01_NHLlogSum_win_15 + X13_hexagram_WAI + X15_PacificCodBiomass_predAK",4,61.0195120617674,21,3,"Growth, PreyNCC, PreyAK, PredAK",67.0195120617674
"X16_SAR ~ X06_StomFull_May + X04_Sablefish__JSOES + X09_chilipepper + X15_salmonSharkGoA_predAK","X06_StomFull_May + X04_Sablefish__JSOES + X09_chilipepper + X15_salmonSharkGoA_predAK",4,57.0196205985508,19,5,"Growth, PreyNCC, PredNCC, PredAK",67.0196205985508
"X16_SAR ~ X06_StomFull_May + X09_canaryRockfish + X15_salmonSharkBSAI_predAK + X15_sharkCatchGoA_predAK","X06_StomFull_May + X09_canaryRockfish + X15_salmonSharkBSAI_predAK + X15_sharkCatchGoA_predAK",4,57.0206353882505,19,5,"Growth, PredNCC, PredAK, PredAK",67.0206353882505
"X16_SAR ~ X06_DFA_IGF_mu + X06_Lmu_IntSprMayW + X09_chilipepper + X13_hexagram_WAI","X06_DFA_IGF_mu + X06_Lmu_IntSprMayW + X09_chilipepper + X13_hexagram_WAI",4,57.0207411454949,19,5,"Growth, Growth, PredNCC, PreyAK",67.0207411454949
"X16_SAR ~ X06_Lmu_IntSprMayW + X13_hexagram_EAI + X15_sablefishRecruitment_predAK + X15_salmonSharkGoA_predAK","X06_Lmu_IntSprMayW + X13_hexagram_EAI + X15_sablefishRecruitment_predAK + X15_salmonSharkGoA_predAK",4,65.0208277339555,23,1,"Growth, PreyAK, PredAK, PredAK",67.0208277339555
"X16_SAR ~ X06_DFA_IGF_mu + X13_hexagram_WAI + X15_sablefishBiomass_predAK","X06_DFA_IGF_mu + X13_hexagram_WAI + X15_sablefishBiomass_predAK",3,67.021489993757,24,0,"Growth, PreyAK, PredAK",67.021489993757
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_Sabine_gull_WS + X13_hexagram_EAI + X14_pinkSalmonAsia","X06_Lmu_IntSprMayW + X01_Sabine_gull_WS + X13_hexagram_EAI + X14_pinkSalmonAsia",4,65.0220934098867,23,1,"Growth, PreyNCC, PreyAK, PreyAK",67.0220934098867
"X16_SAR ~ X06_Lmu_IntSprMayW + X08_Large_gulls_7_WS + X09_chilipepper + X13_DFA_WGOA_DFA_midTrophic","X06_Lmu_IntSprMayW + X08_Large_gulls_7_WS + X09_chilipepper + X13_DFA_WGOA_DFA_midTrophic",4,57.0223764819314,19,5,"Growth, PredNCC, PredNCC, PreyAK",67.0223764819314
"X16_SAR ~ X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X05_herring_GAM + X15_salmonSharkGoA_predAK","X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X05_herring_GAM + X15_salmonSharkGoA_predAK",4,65.0224020850331,23,1,"Growth, PreyNCC, PreyNCC, PredAK",67.0224020850331
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X14_pinkSalmonNorthAmerica","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X14_pinkSalmonNorthAmerica",4,61.0225641077914,21,3,"Growth, PreyNCC, PreyNCC, PreyAK",67.0225641077914
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_15 + X08_Loons_8_WS + X09_canaryRockfish","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_15 + X08_Loons_8_WS + X09_canaryRockfish",4,57.0226067487703,19,5,"Growth, PreyNCC, PredNCC, PredNCC",67.0226067487703
"X16_SAR ~ X06_DFA_IGF_mu + X08_DFA_DC_corm_3_WS + X09_chilipepper","X06_DFA_IGF_mu + X08_DFA_DC_corm_3_WS + X09_chilipepper",3,57.0230409400614,19,5,"Growth, PredNCC, PredNCC",67.0230409400614
"X16_SAR ~ X06_Lmu_IntSprMayW + X03_HakeAge1 + X08_Loons_8_WS + X13_DFA_WGOA_DFA_midTrophic","X06_Lmu_IntSprMayW + X03_HakeAge1 + X08_Loons_8_WS + X13_DFA_WGOA_DFA_midTrophic",4,65.0232721846622,23,1,"Growth, PreyNCC, PredNCC, PreyAK",67.0232721846622
"X16_SAR ~ X06_StomFull_May + X03_HakeAge1 + X13_DFA_WGOA_DFA_seabirds + X15_halibutBiomassAge8plus_2yrLead_predAK","X06_StomFull_May + X03_HakeAge1 + X13_DFA_WGOA_DFA_seabirds + X15_halibutBiomassAge8plus_2yrLead_predAK",4,65.0236617146233,23,1,"Growth, PreyNCC, PreyAK, PredAK",67.0236617146233
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_15 + X01_Red_phal_WS + X12_DFA_biomassEuphShelfSum","X06_StomFull_May + X01_NHLlogSum_win_15 + X01_Red_phal_WS + X12_DFA_biomassEuphShelfSum",4,61.0238107667051,21,3,"Growth, PreyNCC, PreyNCC, PreyAK",67.0238107667051
"X16_SAR ~ X06_Lmu_IntSprMayW + X08_Loons_8_WS + X10_Californian_s_l_2yrLead_WS + X15_sablefishRecruitment_predAK","X06_Lmu_IntSprMayW + X08_Loons_8_WS + X10_Californian_s_l_2yrLead_WS + X15_sablefishRecruitment_predAK",4,65.0238996043823,23,1,"Growth, PredNCC, PredAK, PredAK",67.0238996043823
"X16_SAR ~ X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X03_HakeAge1 + X13_hexagram_EAI","X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X03_HakeAge1 + X13_hexagram_EAI",4,65.0246269086476,23,1,"Growth, PreyNCC, PreyNCC, PreyAK",67.0246269086476
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_15 + X09_chilipepper + X13_ammod_WAI","X06_StomFull_May + X01_NHLlogSum_win_15 + X09_chilipepper + X13_ammod_WAI",4,57.0247179163698,19,5,"Growth, PreyNCC, PredNCC, PreyAK",67.0247179163698
"X16_SAR ~ X06_StomFull_May + X01_DFA_sumPreyOfPrey_planktonJun + X15_spinyDogfishBSAI_predAK","X06_StomFull_May + X01_DFA_sumPreyOfPrey_planktonJun + X15_spinyDogfishBSAI_predAK",3,57.0247492860025,19,5,"Growth, PreyNCC, PredAK",67.0247492860025
"X16_SAR ~ X06_Lmu_IntSprMayW + X03_HakeAge1 + X08_Loons_8_WS + X15_PacificCodBiomass_predAK","X06_Lmu_IntSprMayW + X03_HakeAge1 + X08_Loons_8_WS + X15_PacificCodBiomass_predAK",4,65.0252346913709,23,1,"Growth, PreyNCC, PredNCC, PredAK",67.0252346913709
"X16_SAR ~ X06_Lmu_IntSprJunH + X01_Sabine_gull_WS + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X15_sablefishRecruitment_predAK","X06_Lmu_IntSprJunH + X01_Sabine_gull_WS + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X15_sablefishRecruitment_predAK",4,67.0253678434285,24,0,"Growth, PreyNCC, PreyNCC, PredAK",67.0253678434285
"X16_SAR ~ X06_StomFull_May + X02.krill + X10_DFA_ssl.est.wholerange_2yrLead + X15_salmonSharkGoA_predAK","X06_StomFull_May + X02.krill + X10_DFA_ssl.est.wholerange_2yrLead + X15_salmonSharkGoA_predAK",4,65.0254353099297,23,1,"Growth, PreyNCC, PredAK, PredAK",67.0254353099297
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X13_hexagram_EAI + X15_sablefishBiomass_predAK","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_05 + X13_hexagram_EAI + X15_sablefishBiomass_predAK",4,61.0261851933441,21,3,"Growth, PreyNCC, PreyAK, PredAK",67.0261851933441
"X16_SAR ~ X06_StomFull_May + X01_Sabine_gull_WS + X13_DFA_WGOA_DFA_midTrophic + X15_salmonSharkBSAI_predAK","X06_StomFull_May + X01_Sabine_gull_WS + X13_DFA_WGOA_DFA_midTrophic + X15_salmonSharkBSAI_predAK",4,57.0264691771503,19,5,"Growth, PreyNCC, PreyAK, PredAK",67.0264691771503
"X16_SAR ~ X06_StomFull_May + X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X15_spinyDogfishGoA_predAK","X06_StomFull_May + X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X15_spinyDogfishGoA_predAK",4,65.0267953051527,23,1,"Growth, PreyNCC, PredNCC, PredAK",67.0267953051527
"X16_SAR ~ X06_StomFull_May + X12_DFA_biomassEuphShelfSum + X12_copepodCom_EGoA + X13_DFA_WGOA_DFA_midTrophic","X06_StomFull_May + X12_DFA_biomassEuphShelfSum + X12_copepodCom_EGoA + X13_DFA_WGOA_DFA_midTrophic",4,65.0275409548054,23,1,"Growth, PreyAK, PreyAK, PreyAK",67.0275409548054
"X16_SAR ~ X06_StomFull_May + X03_HakeAge1 + X05_herring_GAM + X08_Loons_8_WS","X06_StomFull_May + X03_HakeAge1 + X05_herring_GAM + X08_Loons_8_WS",4,65.0276435710244,23,1,"Growth, PreyNCC, PreyNCC, PredNCC",67.0276435710244
"X16_SAR ~ X06_Lmu_IntSprMayW + X06_StomFull_May + X12_DFA_biomassEuphShelfSum + X12_copepodCom_WGoA","X06_Lmu_IntSprMayW + X06_StomFull_May + X12_DFA_biomassEuphShelfSum + X12_copepodCom_WGoA",4,65.027661205956,23,1,"Growth, Growth, PreyAK, PreyAK",67.027661205956
"X16_SAR ~ X06_StomFull_May + X04_CaliforniaMarketSquid_ + X12_DFA_biomassEuphShelfSum + X12_copepodCom_EGoA","X06_StomFull_May + X04_CaliforniaMarketSquid_ + X12_DFA_biomassEuphShelfSum + X12_copepodCom_EGoA",4,65.0279976677641,23,1,"Growth, PreyNCC, PreyAK, PreyAK",67.0279976677641
