model_id,rhs,Lisaname,Times_Selected_In_Top100,Times_Positive,Pct_Positive,Pct_Negative,Times_Significant,Pct_Significant,Mean_Estimate
DAG1A_short,Growth,X06_DFA_IGF_mu,85,0,0,100,23,27.1,-0.234
DAG1A_short,Growth,X06_Lmu_IntSprJunH,15,14,93.3,6.700000000000003,0,0,-0.016
DAG1A_short,PredAK,X15_DFA_sleeperSharkBSAI_predAK,33,0,0,100,29,87.9,-0.617
DAG1A_short,PredAK,X15_sablefishBiomass_predAK,16,16,100,0,13,81.2,0.627
DAG1A_short,PredAK,X10_Californian_s_l_2yrLead_WS,8,8,100,0,4,50,0.328
DAG1A_short,PredAK,X10_Harbour_s_2yrLead_WS,5,0,0,100,1,20,-0.178
DAG1A_short,PredAK,X15_halibutBiomassAge8plus_2yrLead_predAK,5,0,0,100,1,20,-0.172
DAG1A_short,PredAK,X10_DFA_ssl.est.wholerange_2yrLead,4,4,100,0,1,25,0.164
DAG1A_short,PredAK,X10_Northern_f_s_2yrLead_WS,4,4,100,0,0,0,0.096
DAG1A_short,PredAK,X15_salmonSharkBSAI_predAK,4,0,0,100,0,0,-0.101
DAG1A_short,PredAK,X15_ArrowtoothFlounderBiomass_predAK,3,0,0,100,0,0,-0.023
DAG1A_short,PredAK,X15_PacificCodBiomass_predAK,3,0,0,100,0,0,-0.065
DAG1A_short,PredAK,X15_sablefishRecruitment_predAK,3,0,0,100,0,0,-0.011
DAG1A_short,PredAK,X15_salmonSharkGoA_predAK,3,0,0,100,0,0,-0.054
DAG1A_short,PredAK,X15_sharkCatchGoA_predAK,3,3,100,0,0,0,0.073
DAG1A_short,PredAK,X15_spinyDogfishBSAI_predAK,3,0,0,100,0,0,-0.048
DAG1A_short,PredAK,X15_spinyDogfishGoA_predAK,3,3,100,0,0,0,0.081
DAG1A_short,PredNCC,X09_DFA_HakeAge5Plus,59,0,0,100,59,100,-0.66
DAG1A_short,PredNCC,X11_Harbor_seal_CR,24,24,100,0,24,100,0.637
DAG1A_short,PredNCC,X08_Large_gulls_7_WS,4,4,100,0,0,0,0.282
DAG1A_short,PredNCC,X09_canaryRockfish,4,0,0,100,0,0,-0.297
DAG1A_short,PredNCC,X09_DFA_ChinAbundSnakeFall,3,3,100,0,0,0,0.212
DAG1A_short,PredNCC,X08_DFA_DC_corm_3_WS,2,2,100,0,0,0,0.126
DAG1A_short,PredNCC,X09_chilipepper,2,0,0,100,0,0,-0.145
DAG1A_short,PredNCC,X11_DFA_Harbour_p_WS,2,2,100,0,0,0,0.195
DAG1A_short,PreyAK,X12_copepodBiomass_WGoA,51,0,0,100,51,100,-0.581
DAG1A_short,PreyAK,X12_DFA_biomassEuphShelfSum,24,0,0,100,24,100,-0.544
DAG1A_short,PreyAK,X13_DFA_WGOA_DFA_seabirds,13,0,0,100,13,100,-0.86
DAG1A_short,PreyAK,X13_pollockBiomassGoAage3plus_predAK,8,0,0,100,8,100,-0.614
DAG1A_short,PreyAK,X13_gadid_WAI,4,4,100,0,4,100,0.426
DAG1A_short,PreyNCC,X05_DFA_abundSardine,60,0,0,100,60,100,-0.945
DAG1A_short,PreyNCC,X01_DFA_sumPreyOfPrey_planktonJun,38,38,100,0,38,100,0.931
DAG1A_short,PreyNCC,X04_marketsquid_GAM,2,2,100,0,2,100,0.906
DAG1B_long,Abundance,X07_DFA_cpue_IntSprJunHW,100,100,100,0,100,100,0.403
DAG1B_long,Growth,X06_DFA_IGF_mu,100,59,59,41,36,36,0.164
DAG1B_long,PredAK,X10_Harbour_s_2yrLead_WS,17,0,0,100,12,70.6,-0.349
DAG1B_long,PredAK,X15_DFA_sleeperSharkBSAI_predAK,15,0,0,100,13,86.7,-0.582
DAG1B_long,PredAK,X15_PacificCodBiomass_predAK,11,11,100,0,9,81.8,0.387
DAG1B_long,PredAK,X15_halibutBiomassAge8plus_2yrLead_predAK,10,10,100,0,7,70,0.433
DAG1B_long,PredAK,X15_sablefishBiomass_predAK,8,6,75,25,4,50,0.243
DAG1B_long,PredAK,X15_sablefishRecruitment_predAK,7,2,28.6,71.4,1,14.3,-0.138
DAG1B_long,PredAK,X15_salmonSharkGoA_predAK,7,2,28.6,71.4,0,0,-0.102
DAG1B_long,PredAK,X10_Northern_f_s_2yrLead_WS,6,6,100,0,1,16.7,0.18
DAG1B_long,PredAK,X10_DFA_ssl.est.wholerange_2yrLead,5,0,0,100,0,0,-0.272
DAG1B_long,PredAK,X15_sharkCatchGoA_predAK,4,4,100,0,1,25,0.195
DAG1B_long,PredAK,X15_spinyDogfishGoA_predAK,4,2,50,50,0,0,-0.006
DAG1B_long,PredAK,X10_Californian_s_l_2yrLead_WS,3,3,100,0,0,0,0.134
DAG1B_long,PredAK,X15_ArrowtoothFlounderBiomass_predAK,3,1,33.3,66.7,1,33.3,-0.389
DAG1B_long,PredNCC,X09_DFA_HakeAge5Plus,88,0,0,100,88,100,-0.613
DAG1B_long,PredNCC,X08_DFA_DC_corm_3_WS,4,0,0,100,0,0,-0.228
DAG1B_long,PredNCC,X08_Large_gulls_7_WS,2,2,100,0,0,0,0.196
DAG1B_long,PredNCC,X09_DFA_ChinAbundSnakeFall,2,0,0,100,0,0,-0.144
DAG1B_long,PredNCC,X11_DFA_Harbour_p_WS,2,2,100,0,0,0,0.011
DAG1B_long,PredNCC,X11_Harbor_seal_CR,2,2,100,0,0,0,0.094
DAG1B_long,PreyAK,X12_DFA_biomassEuphShelfSum,34,0,0,100,34,100,-0.633
DAG1B_long,PreyAK,X12_copepodBiomass_WGoA,14,0,0,100,14,100,-0.439
DAG1B_long,PreyAK,X13_DFA_WGOA_DFA_seabirds,10,0,0,100,6,60,-0.39
DAG1B_long,PreyAK,X13_ammod_WAI,8,0,0,100,5,62.5,-0.331
DAG1B_long,PreyAK,X13_hexagram_EAI,7,0,0,100,5,71.4,-0.339
DAG1B_long,PreyAK,X14_pinkSalmonNorthAmerica,5,0,0,100,2,40,-0.266
DAG1B_long,PreyAK,X14_pinkSalmonAsia,4,4,100,0,2,50,0.355
DAG1B_long,PreyAK,X12_copepodCom_WGoA,3,0,0,100,1,33.3,-0.267
DAG1B_long,PreyAK,X13_DFA_WGOA_DFA_midTrophic,3,0,0,100,1,33.3,-0.415
DAG1B_long,PreyAK,X13_hexagram_WAI,3,3,100,0,0,0,0.191
DAG1B_long,PreyAK,X13_pollockBiomassGoAage3plus_predAK,3,0,0,100,1,33.3,-0.403
DAG1B_long,PreyAK,X12_copepodCom_EGoA,2,2,100,0,1,50,0.256
DAG1B_long,PreyAK,X13_gadid_WAI,2,2,100,0,0,0,0.159
DAG1B_long,PreyAK,X14_pinkSalmon,2,1,50,50,0,0,0.039
DAG1B_long,PreyNCC,X05_DFA_abundSardine,87,0,0,100,87,100,-0.934
DAG1B_long,PreyNCC,X04_marketsquid_GAM,13,13,100,0,13,100,0.91
DAG1B_short,Abundance,X07_DFA_cpue_IntSprJunHW,100,100,100,0,68,68,0.254
DAG1B_short,Growth,X06_DFA_IGF_mu,90,39,43.3,56.7,71,78.9,0.008
DAG1B_short,Growth,X06_Lmu_IntSprJunH,10,3,30,70,5,50,0.007
DAG1B_short,PredAK,X15_DFA_sleeperSharkBSAI_predAK,43,0,0,100,43,100,-1.155
DAG1B_short,PredAK,X15_PacificCodBiomass_predAK,12,11,91.7,8.299999999999997,11,91.7,0.376
DAG1B_short,PredAK,X15_sablefishBiomass_predAK,8,6,75,25,5,62.5,0.444
DAG1B_short,PredAK,X15_sablefishRecruitment_predAK,7,0,0,100,6,85.7,-0.402
DAG1B_short,PredAK,X15_spinyDogfishBSAI_predAK,7,6,85.7,14.299999999999997,6,85.7,0.371
DAG1B_short,PredAK,X15_ArrowtoothFlounderBiomass_predAK,3,2,66.7,33.3,2,66.7,0.363
DAG1B_short,PredAK,X15_sharkCatchGoA_predAK,3,1,33.3,66.7,2,66.7,-0.207
DAG1B_short,PredAK,X15_spinyDogfishGoA_predAK,3,1,33.3,66.7,2,66.7,-0.204
DAG1B_short,PredAK,X10_Californian_s_l_2yrLead_WS,2,2,100,0,1,50,0.367
DAG1B_short,PredAK,X10_DFA_ssl.est.wholerange_2yrLead,2,2,100,0,0,0,0.163
DAG1B_short,PredAK,X10_Harbour_s_2yrLead_WS,2,0,0,100,0,0,-0.125
DAG1B_short,PredAK,X10_Northern_f_s_2yrLead_WS,2,2,100,0,0,0,0.061
DAG1B_short,PredAK,X15_halibutBiomassAge8plus_2yrLead_predAK,2,1,50,50,0,0,0.018
DAG1B_short,PredAK,X15_salmonSharkBSAI_predAK,2,0,0,100,0,0,-0.139
DAG1B_short,PredAK,X15_salmonSharkGoA_predAK,2,1,50,50,0,0,0.024
DAG1B_short,PredNCC,X09_DFA_HakeAge5Plus,72,0,0,100,72,100,-0.67
DAG1B_short,PredNCC,X08_Large_gulls_7_WS,6,6,100,0,0,0,0.291
DAG1B_short,PredNCC,X11_Harbor_seal_CR,6,6,100,0,0,0,0.305
DAG1B_short,PredNCC,X11_DFA_Harbour_p_WS,4,4,100,0,0,0,0.209
DAG1B_short,PredNCC,X08_DFA_DC_corm_3_WS,3,3,100,0,0,0,0.131
DAG1B_short,PredNCC,X09_DFA_ChinAbundSnakeFall,3,3,100,0,0,0,0.037
DAG1B_short,PredNCC,X09_canaryRockfish,3,0,0,100,0,0,-0.2
DAG1B_short,PredNCC,X09_chilipepper,3,0,0,100,0,0,-0.182
DAG1B_short,PreyAK,X12_DFA_biomassEuphShelfSum,50,0,0,100,50,100,-0.731
DAG1B_short,PreyAK,X12_copepodBiomass_WGoA,16,0,0,100,16,100,-0.575
DAG1B_short,PreyAK,X13_pollockBiomassGoAage3plus_predAK,11,0,0,100,11,100,-0.51
DAG1B_short,PreyAK,X13_gadid_WAI,7,7,100,0,7,100,0.41
DAG1B_short,PreyAK,X13_DFA_WGOA_DFA_seabirds,5,0,0,100,4,80,-0.728
DAG1B_short,PreyAK,X12_copepodCom_EGoA,2,2,100,0,2,100,0.372
DAG1B_short,PreyAK,X12_copepodCom_WGoA,2,1,50,50,1,50,-0.583
DAG1B_short,PreyAK,X13_DFA_WGOA_DFA_midTrophic,1,1,100,0,0,0,0.067
DAG1B_short,PreyAK,X13_ammod_WAI,1,1,100,0,0,0,0.18
DAG1B_short,PreyAK,X13_hexagram_EAI,1,0,0,100,0,0,-0.076
DAG1B_short,PreyAK,X13_hexagram_WAI,1,0,0,100,0,0,-0.168
DAG1B_short,PreyAK,X14_pinkSalmon,1,1,100,0,0,0,0.129
DAG1B_short,PreyAK,X14_pinkSalmonAsia,1,1,100,0,0,0,0.164
DAG1B_short,PreyAK,X14_pinkSalmonNorthAmerica,1,0,0,100,0,0,-0.119
DAG1B_short,PreyNCC,X05_DFA_abundSardine,76,0,0,100,76,100,-0.945
DAG1B_short,PreyNCC,X01_DFA_sumPreyOfPrey_planktonJun,19,19,100,0,19,100,0.931
DAG1B_short,PreyNCC,X04_marketsquid_GAM,5,5,100,0,5,100,0.906
DAG1C_long,Abundance,X07_DFA_cpue_IntSprJunHW,100,100,100,0,3,3,0.089
DAG1C_long,Growth,X06_Lmu_IntSprJunH,98,98,100,0,96,98,0.629
DAG1C_long,Growth,X06_DFA_IGF_mu,2,1,50,50,1,50,0.151
DAG1C_long,PredAK,X10_DFA_ssl.est.wholerange_2yrLead,20,2,10,90,17,85,-0.314
DAG1C_long,PredAK,X15_ArrowtoothFlounderBiomass_predAK,18,1,5.6,94.4,16,88.9,-0.941
DAG1C_long,PredAK,X15_halibutBiomassAge8plus_2yrLead_predAK,17,15,88.2,11.799999999999997,14,82.4,0.238
DAG1C_long,PredAK,X10_Californian_s_l_2yrLead_WS,11,0,0,100,7,63.6,-0.253
DAG1C_long,PredAK,X15_sablefishBiomass_predAK,6,6,100,0,2,33.3,0.258
DAG1C_long,PredAK,X15_salmonSharkGoA_predAK,6,0,0,100,2,33.3,-0.151
DAG1C_long,PredAK,X15_DFA_sleeperSharkBSAI_predAK,5,1,20,80,4,80,-0.446
DAG1C_long,PredAK,X15_PacificCodBiomass_predAK,4,0,0,100,2,50,-0.179
DAG1C_long,PredAK,X15_sablefishRecruitment_predAK,4,4,100,0,0,0,0.138
DAG1C_long,PredAK,X10_Northern_f_s_2yrLead_WS,3,1,33.3,66.7,0,0,-0.079
DAG1C_long,PredAK,X10_Harbour_s_2yrLead_WS,2,2,100,0,0,0,0.059
DAG1C_long,PredAK,X15_sharkCatchGoA_predAK,2,1,50,50,0,0,0.009
DAG1C_long,PredAK,X15_spinyDogfishGoA_predAK,2,2,100,0,0,0,0.215
DAG1C_long,PredNCC,X09_DFA_HakeAge5Plus,196,0,0,100,196,100,-0.626
DAG1C_long,PredNCC,X08_DFA_DC_corm_3_WS,2,0,0,100,1,50,-0.202
DAG1C_long,PredNCC,X11_DFA_Harbour_p_WS,2,0,0,100,1,50,-0.239
DAG1C_long,PreyAK,X12_copepodCom_EGoA,54,54,100,0,53,98.1,0.353
DAG1C_long,PreyAK,X13_ammod_WAI,5,0,0,100,2,40,-0.291
DAG1C_long,PreyAK,X12_DFA_biomassEuphShelfSum,4,1,25,75,1,25,-0.093
DAG1C_long,PreyAK,X13_DFA_WGOA_DFA_midTrophic,4,3,75,25,1,25,0.131
DAG1C_long,PreyAK,X13_gadid_WAI,4,4,100,0,1,25,0.132
DAG1C_long,PreyAK,X13_hexagram_EAI,4,0,0,100,1,25,-0.12
DAG1C_long,PreyAK,X13_hexagram_WAI,4,4,100,0,1,25,0.128
DAG1C_long,PreyAK,X12_copepodBiomass_WGoA,3,3,100,0,0,0,0.076
DAG1C_long,PreyAK,X12_copepodCom_WGoA,3,0,0,100,0,0,-0.085
DAG1C_long,PreyAK,X13_DFA_WGOA_DFA_seabirds,3,1,33.3,66.7,0,0,-0.007
DAG1C_long,PreyAK,X13_pollockBiomassGoAage3plus_predAK,3,2,66.7,33.3,0,0,0.057
DAG1C_long,PreyAK,X14_pinkSalmon,3,2,66.7,33.3,0,0,-0.008
DAG1C_long,PreyAK,X14_pinkSalmonAsia,3,2,66.7,33.3,0,0,0.016
DAG1C_long,PreyAK,X14_pinkSalmonNorthAmerica,3,1,33.3,66.7,0,0,-0.039
DAG1C_long,PreyNCC,X04_Sablefish__JSOES,60,60,100,0,30,50,0.202
DAG1C_long,PreyNCC,X04_marketsquid_GAM,58,0,0,100,29,50,-0.52
DAG1C_long,PreyNCC,X05_herring_GAM,34,17,50,50,17,50,-0.189
DAG1C_long,PreyNCC,X04_PacificPompano_,18,9,50,50,9,50,-0.128
DAG1C_long,PreyNCC,X05_DFA_abundSardine,10,10,100,0,4,40,0.211
DAG1C_long,PreyNCC,X05_anchovy_GAM,6,5,83.3,16.700000000000003,2,33.3,-0.025
DAG1C_long,PreyNCC,X01_Red_necked_phal_WS,4,2,50,50,1,25,-0.093
DAG1C_long,PreyNCC,X02_DFA_SeaNettle_,4,4,100,0,1,25,0.122
DAG1C_long,PreyNCC,X03_DFA_comMurreDietHerrSard_Yaquina_NCC,2,0,0,100,0,0,-0.172
DAG1C_long,PreyNCC,X03_HakeAge1,2,1,50,50,0,0,-0.062
DAG1C_long,PreyNCC,X05_herring_NCC,2,1,50,50,0,0,0.043
DAG1C_short,Abundance,X07_DFA_cpue_IntSprJunHW,100,98,98,2,51,51,0.178
DAG1C_short,Growth,X06_Lmu_IntSprMayW,29,25,86.2,13.799999999999997,17,58.6,0.168
DAG1C_short,Growth,X06_StomFull_May,29,28,96.6,3.4000000000000057,12,41.4,0.139
DAG1C_short,Growth,X06_Lmu_IntSprJunH,22,9,40.9,59.1,10,45.5,0.051
DAG1C_short,Growth,X06_DFA_IGF_mu,20,7,35,65,10,50,-0.089
DAG1C_short,PredAK,X15_DFA_sleeperSharkBSAI_predAK,59,0,0,100,58,98.3,-0.895
DAG1C_short,PredAK,X15_halibutBiomassAge8plus_2yrLead_predAK,11,0,0,100,10,90.9,-0.591
DAG1C_short,PredAK,X15_ArrowtoothFlounderBiomass_predAK,9,0,0,100,8,88.9,-1.243
DAG1C_short,PredAK,X15_PacificCodBiomass_predAK,3,0,0,100,2,66.7,-0.303
DAG1C_short,PredAK,X15_salmonSharkGoA_predAK,3,0,0,100,2,66.7,-0.183
DAG1C_short,PredAK,X15_spinyDogfishGoA_predAK,3,3,100,0,2,66.7,0.327
DAG1C_short,PredAK,X10_DFA_ssl.est.wholerange_2yrLead,2,2,100,0,1,50,0.331
DAG1C_short,PredAK,X15_sablefishBiomass_predAK,2,2,100,0,2,100,0.76
DAG1C_short,PredAK,X15_sablefishRecruitment_predAK,2,2,100,0,1,50,0.276
DAG1C_short,PredAK,X15_spinyDogfishBSAI_predAK,2,2,100,0,0,0,0.195
DAG1C_short,PredAK,X10_Californian_s_l_2yrLead_WS,1,1,100,0,1,100,0.281
DAG1C_short,PredAK,X10_Harbour_s_2yrLead_WS,1,0,0,100,0,0,-0.125
DAG1C_short,PredAK,X10_Northern_f_s_2yrLead_WS,1,1,100,0,0,0,0.129
DAG1C_short,PredAK,X15_sharkCatchGoA_predAK,1,1,100,0,0,0,0.115
DAG1C_short,PredNCC,X09_DFA_HakeAge5Plus,164,3,1.8,98.2,150,91.5,-0.581
DAG1C_short,PredNCC,X11_Harbor_seal_CR,14,7,50,50,12,85.7,0.061
DAG1C_short,PredNCC,X09_canaryRockfish,10,5,50,50,4,40,-0.038
DAG1C_short,PredNCC,X08_Large_gulls_7_WS,4,2,50,50,0,0,0.108
DAG1C_short,PredNCC,X08_DFA_DC_corm_3_WS,2,2,100,0,1,50,0.136
DAG1C_short,PredNCC,X09_DFA_ChinAbundSnakeFall,2,2,100,0,0,0,0.158
DAG1C_short,PredNCC,X09_chilipepper,2,0,0,100,0,0,-0.097
DAG1C_short,PredNCC,X11_DFA_Harbour_p_WS,2,0,0,100,1,50,-0.448
DAG1C_short,PreyAK,X12_copepodCom_EGoA,31,31,100,0,30,96.8,0.393
DAG1C_short,PreyAK,X13_gadid_WAI,29,29,100,0,28,96.6,0.327
DAG1C_short,PreyAK,X13_DFA_WGOA_DFA_seabirds,12,0,0,100,10,83.3,-0.354
DAG1C_short,PreyAK,X12_copepodCom_WGoA,11,0,0,100,8,72.7,-0.549
DAG1C_short,PreyAK,X13_hexagram_EAI,7,0,0,100,7,100,-0.429
DAG1C_short,PreyAK,X12_DFA_biomassEuphShelfSum,5,0,0,100,1,20,-0.237
DAG1C_short,PreyAK,X13_ammod_WAI,3,3,100,0,0,0,0.166
DAG1C_short,PreyAK,X13_pollockBiomassGoAage3plus_predAK,1,1,100,0,1,100,0.284
DAG1C_short,PreyAK,X14_pinkSalmonNorthAmerica,1,0,0,100,0,0,-0.055
DAG1C_short,PreyNCC,X04_Sablefish__JSOES,82,82,100,0,41,50,0.235
DAG1C_short,PreyNCC,X01_DFA_sumPreyOfPrey_planktonJun,32,0,0,100,18,56.2,-0.725
DAG1C_short,PreyNCC,X04_marketsquid_GAM,30,0,0,100,20,66.7,-0.671
DAG1C_short,PreyNCC,X05_herring_GAM,30,15,50,50,14,46.7,-0.252
DAG1C_short,PreyNCC,X01_NHLlogSum_win_05,6,3,50,50,3,50,0.112
DAG1C_short,PreyNCC,X02_DFA_SeaNettle_,6,6,100,0,2,33.3,0.294
DAG1C_short,PreyNCC,X04_PacificPompano_,6,0,0,100,3,50,-0.147
DAG1C_short,PreyNCC,X01_Cassin_s_aukl_WS,2,0,0,100,2,100,-0.516
DAG1C_short,PreyNCC,X03_HakeAge1,2,0,0,100,1,50,-0.205
DAG1C_short,PreyNCC,X05_DFA_abundSardine,2,2,100,0,1,50,0.329
DAG1C_short,PreyNCC,X05_herring_NCC,2,2,100,0,1,50,0.268
