"order","centroid_x","centroid_y","type","location","datemil","spp","nonpup_total","pup_total","total","date_parsed","year","week"
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20210527,"ZC",471,NA,471,2021-05-27,2021,21
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20210630,"ZC",2,NA,2,2021-06-30,2021,26
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20211216,"ZC",200,NA,200,2021-12-16,2021,50
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220107,"ZC",116,NA,116,2022-01-07,2022,1
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220113,"ZC",250,NA,250,2022-01-13,2022,2
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220120,"ZC",55,NA,55,2022-01-20,2022,3
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220126,"ZC",146,NA,146,2022-01-26,2022,4
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220204,"ZC",311,NA,311,2022-02-04,2022,5
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220209,"ZC",150,NA,150,2022-02-09,2022,6
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220217,"ZC",250,NA,250,2022-02-17,2022,7
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220414,"ZC",160,NA,160,2022-04-14,2022,15
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220414,"ZC",96,NA,96,2022-04-14,2022,15
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220428,"ZC",560,NA,560,2022-04-28,2022,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220519,"ZC",270,NA,270,2022-05-19,2022,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220615,"ZC",17,NA,17,2022-06-15,2022,24
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220616,"ZC",18,NA,18,2022-06-16,2022,24
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220526,"ZC",467,NA,467,2022-05-26,2022,21
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20220802,"ZC",14,NA,14,2022-08-02,2022,31
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20230608,"ZC",41,NA,41,2023-06-08,2023,23
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19971212,"ZC",69,NA,69,1997-12-12,1997,50
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19971215,"ZC",12,NA,12,1997-12-15,1997,50
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19971220,"ZC",23,NA,23,1997-12-20,1997,51
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19971222,"ZC",27,NA,27,1997-12-22,1997,51
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980105,"ZC",2,NA,2,1998-01-05,1998,1
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980107,"ZC",20,NA,20,1998-01-07,1998,1
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980112,"ZC",7,NA,7,1998-01-12,1998,2
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980113,"ZC",17,NA,17,1998-01-13,1998,2
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980114,"ZC",9,NA,9,1998-01-14,1998,2
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980115,"ZC",8,NA,8,1998-01-15,1998,3
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980118,"ZC",37,NA,37,1998-01-18,1998,3
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980119,"ZC",12,NA,12,1998-01-19,1998,3
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980120,"ZC",10,NA,10,1998-01-20,1998,3
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980121,"ZC",22,NA,22,1998-01-21,1998,3
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980122,"ZC",25,NA,25,1998-01-22,1998,4
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980126,"ZC",57,NA,57,1998-01-26,1998,4
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980127,"ZC",30,NA,30,1998-01-27,1998,4
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980128,"ZC",18,NA,18,1998-01-28,1998,4
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980129,"ZC",15,NA,15,1998-01-29,1998,5
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980201,"ZC",42,NA,42,1998-02-01,1998,5
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980202,"ZC",15,NA,15,1998-02-02,1998,5
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980203,"ZC",15,NA,15,1998-02-03,1998,5
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980205,"ZC",23,NA,23,1998-02-05,1998,6
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980208,"ZC",18,NA,18,1998-02-08,1998,6
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980209,"ZC",69,NA,69,1998-02-09,1998,6
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980210,"ZC",33,NA,33,1998-02-10,1998,6
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980211,"ZC",22,NA,22,1998-02-11,1998,6
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980212,"ZC",20,NA,20,1998-02-12,1998,7
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980214,"ZC",86,NA,86,1998-02-14,1998,7
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980215,"ZC",111,NA,111,1998-02-15,1998,7
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980216,"ZC",71,NA,71,1998-02-16,1998,7
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980217,"ZC",33,NA,33,1998-02-17,1998,7
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980218,"ZC",44,NA,44,1998-02-18,1998,7
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980219,"ZC",42,NA,42,1998-02-19,1998,8
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980222,"ZC",47,NA,47,1998-02-22,1998,8
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980224,"ZC",100,NA,100,1998-02-24,1998,8
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980225,"ZC",90,NA,90,1998-02-25,1998,8
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980226,"ZC",62,NA,62,1998-02-26,1998,9
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980302,"ZC",14,NA,14,1998-03-02,1998,9
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980305,"ZC",38,NA,38,1998-03-05,1998,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980306,"ZC",59,NA,59,1998-03-06,1998,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980311,"ZC",70,NA,70,1998-03-11,1998,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980314,"ZC",114,NA,114,1998-03-14,1998,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980319,"ZC",86,NA,86,1998-03-19,1998,12
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980326,"ZC",99,NA,99,1998-03-26,1998,13
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980402,"ZC",87,NA,87,1998-04-02,1998,14
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980408,"ZC",63,NA,63,1998-04-08,1998,14
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980413,"ZC",67,NA,67,1998-04-13,1998,15
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980417,"ZC",41,NA,41,1998-04-17,1998,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980422,"ZC",37,NA,37,1998-04-22,1998,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980429,"ZC",33,NA,33,1998-04-29,1998,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980504,"ZC",17,NA,17,1998-05-04,1998,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19980509,"ZC",28,NA,28,1998-05-09,1998,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991011,"ZC",36,NA,36,1999-10-11,1999,41
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991012,"ZC",47,NA,47,1999-10-12,1999,41
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991013,"ZC",20,NA,20,1999-10-13,1999,41
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991015,"ZC",42,NA,42,1999-10-15,1999,42
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991016,"ZC",49,NA,49,1999-10-16,1999,42
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991019,"ZC",19,NA,19,1999-10-19,1999,42
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991020,"ZC",24,NA,24,1999-10-20,1999,42
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991021,"ZC",30,NA,30,1999-10-21,1999,42
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991022,"ZC",17,NA,17,1999-10-22,1999,43
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991023,"ZC",15,NA,15,1999-10-23,1999,43
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991025,"ZC",20,NA,20,1999-10-25,1999,43
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991026,"ZC",15,NA,15,1999-10-26,1999,43
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991027,"ZC",17,NA,17,1999-10-27,1999,43
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991028,"ZC",11,NA,11,1999-10-28,1999,43
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991029,"ZC",15,NA,15,1999-10-29,1999,44
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991101,"ZC",26,NA,26,1999-11-01,1999,44
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991102,"ZC",25,NA,25,1999-11-02,1999,44
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991103,"ZC",33,NA,33,1999-11-03,1999,44
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991104,"ZC",13,NA,13,1999-11-04,1999,44
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991105,"ZC",19,NA,19,1999-11-05,1999,45
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991108,"ZC",35,NA,35,1999-11-08,1999,45
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991109,"ZC",32,NA,32,1999-11-09,1999,45
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991110,"ZC",22,NA,22,1999-11-10,1999,45
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991111,"ZC",17,NA,17,1999-11-11,1999,45
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991112,"ZC",18,NA,18,1999-11-12,1999,46
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991115,"ZC",40,NA,40,1999-11-15,1999,46
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991117,"ZC",30,NA,30,1999-11-17,1999,46
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991118,"ZC",28,NA,28,1999-11-18,1999,46
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991119,"ZC",23,NA,23,1999-11-19,1999,47
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991122,"ZC",28,NA,28,1999-11-22,1999,47
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991123,"ZC",17,NA,17,1999-11-23,1999,47
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991124,"ZC",14,NA,14,1999-11-24,1999,47
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991129,"ZC",11,NA,11,1999-11-29,1999,48
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991130,"ZC",6,NA,6,1999-11-30,1999,48
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991201,"ZC",5,NA,5,1999-12-01,1999,48
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991202,"ZC",6,NA,6,1999-12-02,1999,48
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991203,"ZC",7,NA,7,1999-12-03,1999,49
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991206,"ZC",4,NA,4,1999-12-06,1999,49
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991210,"ZC",1,NA,1,1999-12-10,1999,50
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",19991213,"ZC",2,NA,2,1999-12-13,1999,50
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000306,"ZC",56,NA,56,2000-03-06,2000,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000307,"ZC",35,NA,35,2000-03-07,2000,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000308,"ZC",26,NA,26,2000-03-08,2000,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000309,"ZC",28,NA,28,2000-03-09,2000,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000310,"ZC",15,NA,15,2000-03-10,2000,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000311,"ZC",14,NA,14,2000-03-11,2000,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000312,"ZC",25,NA,25,2000-03-12,2000,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000313,"ZC",24,NA,24,2000-03-13,2000,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000314,"ZC",14,NA,14,2000-03-14,2000,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000315,"ZC",21,NA,21,2000-03-15,2000,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000316,"ZC",43,NA,43,2000-03-16,2000,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000317,"ZC",25,NA,25,2000-03-17,2000,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000318,"ZC",31,NA,31,2000-03-18,2000,12
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000319,"ZC",37,NA,37,2000-03-19,2000,12
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000320,"ZC",60,NA,60,2000-03-20,2000,12
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000321,"ZC",51,NA,51,2000-03-21,2000,12
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000419,"ZC",40,NA,40,2000-04-19,2000,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000420,"ZC",29,NA,29,2000-04-20,2000,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000421,"ZC",40,NA,40,2000-04-21,2000,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000422,"ZC",21,NA,21,2000-04-22,2000,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000423,"ZC",23,NA,23,2000-04-23,2000,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000424,"ZC",29,NA,29,2000-04-24,2000,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000425,"ZC",19,NA,19,2000-04-25,2000,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000426,"ZC",19,NA,19,2000-04-26,2000,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000427,"ZC",36,NA,36,2000-04-27,2000,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000428,"ZC",18,NA,18,2000-04-28,2000,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000429,"ZC",27,NA,27,2000-04-29,2000,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000430,"ZC",39,NA,39,2000-04-30,2000,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000501,"ZC",28,NA,28,2000-05-01,2000,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000502,"ZC",38,NA,38,2000-05-02,2000,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000503,"ZC",39,NA,39,2000-05-03,2000,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000504,"ZC",46,NA,46,2000-05-04,2000,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000505,"ZC",39,NA,39,2000-05-05,2000,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000506,"ZC",34,NA,34,2000-05-06,2000,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000507,"ZC",37,NA,37,2000-05-07,2000,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000508,"ZC",35,NA,35,2000-05-08,2000,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000509,"ZC",27,NA,27,2000-05-09,2000,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000510,"ZC",23,NA,23,2000-05-10,2000,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000511,"ZC",21,NA,21,2000-05-11,2000,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000512,"ZC",34,NA,34,2000-05-12,2000,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000514,"ZC",35,NA,35,2000-05-14,2000,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000515,"ZC",34,NA,34,2000-05-15,2000,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000516,"ZC",31,NA,31,2000-05-16,2000,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000517,"ZC",23,NA,23,2000-05-17,2000,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000518,"ZC",22,NA,22,2000-05-18,2000,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000519,"ZC",19,NA,19,2000-05-19,2000,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000520,"ZC",27,NA,27,2000-05-20,2000,21
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000521,"ZC",29,NA,29,2000-05-21,2000,21
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000728,"ZC",18,NA,18,2000-07-28,2000,30
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000809,"ZC",27,NA,27,2000-08-09,2000,32
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000810,"ZC",30,NA,30,2000-08-10,2000,32
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000815,"ZC",39,NA,39,2000-08-15,2000,33
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000819,"ZC",49,NA,49,2000-08-19,2000,34
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000820,"ZC",14,NA,14,2000-08-20,2000,34
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20000824,"ZC",75,NA,75,2000-08-24,2000,34
