"","year","week","csl_nonpup_total_emb_lisa","csl_nobs_emb_lisa","csl_annual_mean","csl_annual_mean_clean","log_annual_scale","eulachon_ssb_4week_est","eulachon_lbs_reconstructed","eulachon_mean_shape","eulachon_reconstructed","time_index"
"49",2000,24,NA,NA,30,30,3.40119738166216,NA,4851219.91082917,0,0,2000.82352941176
"50",2000,25,NA,NA,30,30,3.40119738166216,NA,4851219.91082917,0,0,2000.88235294118
"51",2000,26,NA,NA,30,30,3.40119738166216,NA,4851219.91082917,0,0,2000.94117647059
"52",2001,10,89,4,79,79,4.36944785246702,NA,10331950.0844272,1280136.68807962,1628445.66283198,2001
"53",2001,11,62,3,79,79,4.36944785246702,NA,10331950.0844272,1226547.81132346,1560275.93162889,2001.05882352941
"54",2001,12,61,3,79,79,4.36944785246702,NA,10331950.0844272,1000580.78443715,1272826.13950704,2001.11764705882
"55",2001,13,108,4,79,79,4.36944785246702,NA,10331950.0844272,669634.988251,851834.184936714,2001.17647058824
"56",2001,14,98,5,79,79,4.36944785246702,NA,10331950.0844272,561332.491411338,714063.950793208,2001.23529411765
"57",2001,15,100,4,79,79,4.36944785246702,NA,10331950.0844272,373672.307489615,475343.808296538,2001.29411764706
"58",2001,16,NA,NA,79,79,4.36944785246702,NA,10331950.0844272,146086.433949369,185834.701855405,2001.35294117647
"59",2001,17,NA,NA,79,79,4.36944785246702,NA,10331950.0844272,65140.9002223077,82864.9139015929,2001.41176470588
"60",2001,18,111,5,79,79,4.36944785246702,NA,10331950.0844272,10932.5720964077,13907.186458893,2001.47058823529
"61",2001,19,73,6,79,79,4.36944785246702,NA,10331950.0844272,749.345928461538,953.233462119243,2001.52941176471
"62",2001,20,89,2,79,79,4.36944785246702,NA,10331950.0844272,0,0,2001.58823529412
"63",2001,21,41,6,79,79,4.36944785246702,NA,10331950.0844272,0,0,2001.64705882353
"64",2001,22,30,1,79,79,4.36944785246702,NA,10331950.0844272,0,0,2001.70588235294
"65",2001,23,1,1,79,79,4.36944785246702,NA,10331950.0844272,0,0,2001.76470588235
"66",2001,24,NA,NA,79,79,4.36944785246702,NA,10331950.0844272,0,0,2001.82352941176
"67",2001,25,NA,NA,79,79,4.36944785246702,NA,10331950.0844272,0,0,2001.88235294118
"68",2001,26,NA,NA,79,79,4.36944785246702,NA,10331950.0844272,0,0,2001.94117647059
"69",2002,10,NA,NA,113,113,4.72738781871234,NA,18260649.0700542,1280136.68807962,2878108.63734686,2002
"70",2002,11,NA,NA,113,113,4.72738781871234,NA,18260649.0700542,1226547.81132346,2757625.71509816,2002.05882352941
"71",2002,12,155,3,113,113,4.72738781871234,NA,18260649.0700542,1000580.78443715,2249588.05170403,2002.11764705882
"72",2002,13,163,3,113,113,4.72738781871234,NA,18260649.0700542,669634.988251,1505528.48106093,2002.17647058824
"73",2002,14,114,9,113,113,4.72738781871234,NA,18260649.0700542,561332.491411338,1262033.89606621,2002.23529411765
"74",2002,15,100,4,113,113,4.72738781871234,NA,18260649.0700542,373672.307489615,840120.829078455,2002.29411764706
"75",2002,16,98,6,113,113,4.72738781871234,NA,18260649.0700542,146086.433949369,328443.541431204,2002.35294117647
"76",2002,17,91,6,113,113,4.72738781871234,NA,18260649.0700542,65140.9002223077,146455.131955966,2002.41176470588
"77",2002,18,190,4,113,113,4.72738781871234,NA,18260649.0700542,10932.5720964077,24579.5081666555,2002.47058823529
"78",2002,19,144,4,113,113,4.72738781871234,NA,18260649.0700542,749.345928461538,1684.7411758046,2002.52941176471
"79",2002,20,120,4,113,113,4.72738781871234,NA,18260649.0700542,0,0,2002.58823529412
"80",2002,21,77,3,113,113,4.72738781871234,NA,18260649.0700542,0,0,2002.64705882353
"81",2002,22,26,4,113,113,4.72738781871234,NA,18260649.0700542,0,0,2002.70588235294
"82",2002,23,NA,NA,113,113,4.72738781871234,NA,18260649.0700542,0,0,2002.76470588235
"83",2002,24,NA,NA,113,113,4.72738781871234,NA,18260649.0700542,0,0,2002.82352941176
"84",2002,25,NA,NA,113,113,4.72738781871234,NA,18260649.0700542,0,0,2002.88235294118
"85",2002,26,NA,NA,113,113,4.72738781871234,NA,18260649.0700542,0,0,2002.94117647059
"86",2003,10,299,2,133,133,4.89034912822175,NA,25297587.9884421,1280136.68807962,3987218.97640418,2003
"87",2003,11,234,1,133,133,4.89034912822175,NA,25297587.9884421,1226547.81132346,3820306.65499664,2003.05882352941
"88",2003,12,226,2,133,133,4.89034912822175,NA,25297587.9884421,1000580.78443715,3116491.17495262,2003.11764705882
"89",2003,13,223,1,133,133,4.89034912822175,NA,25297587.9884421,669634.988251,2085700.18911334,2003.17647058824
"90",2003,14,NA,NA,133,133,4.89034912822175,NA,25297587.9884421,561332.491411338,1748372.328259,2003.23529411765
"91",2003,15,248,1,133,133,4.89034912822175,NA,25297587.9884421,373672.307489615,1163870.49074768,2003.29411764706
"92",2003,16,195,2,133,133,4.89034912822175,NA,25297587.9884421,146086.433949369,455012.817820213,2003.35294117647
"93",2003,17,106,1,133,133,4.89034912822175,NA,25297587.9884421,65140.9002223077,202893.203456319,2003.41176470588
"94",2003,18,96,2,133,133,4.89034912822175,NA,25297587.9884421,10932.5720964077,34051.487883763,2003.47058823529
"95",2003,19,113,1,133,133,4.89034912822175,NA,25297587.9884421,749.345928461538,2333.97443700733,2003.52941176471
"96",2003,20,211,1,133,133,4.89034912822175,NA,25297587.9884421,0,0,2003.58823529412
"97",2003,21,63,2,133,133,4.89034912822175,NA,25297587.9884421,0,0,2003.64705882353
"98",2003,22,6,2,133,133,4.89034912822175,NA,25297587.9884421,0,0,2003.70588235294
"99",2003,23,14,2,133,133,4.89034912822175,NA,25297587.9884421,0,0,2003.76470588235
"100",2003,24,5,2,133,133,4.89034912822175,NA,25297587.9884421,0,0,2003.82352941176
"101",2003,25,NA,NA,133,133,4.89034912822175,NA,25297587.9884421,0,0,2003.88235294118
"102",2003,26,NA,NA,133,133,4.89034912822175,NA,25297587.9884421,0,0,2003.94117647059
"103",2004,10,73,3,45,45,3.80666248977032,NA,8748541.68617044,1280136.68807962,1378880.52579949,2004
"104",2004,11,52,3,45,45,3.80666248977032,NA,8748541.68617044,1226547.81132346,1321158.05034307,2004.05882352941
"105",2004,12,51,3,45,45,3.80666248977032,NA,8748541.68617044,1000580.78443715,1077760.96958777,2004.11764705882
"106",2004,13,58,3,45,45,3.80666248977032,NA,8748541.68617044,669634.988251,721287.541628403,2004.17647058824
"107",2004,14,38,3,45,45,3.80666248977032,NA,8748541.68617044,561332.491411338,604631.089877383,2004.23529411765
"108",2004,15,46,2,45,45,3.80666248977032,NA,8748541.68617044,373672.307489615,402495.665209732,2004.29411764706
"109",2004,16,78,2,45,45,3.80666248977032,NA,8748541.68617044,146086.433949369,157354.867438773,2004.35294117647
"110",2004,17,71,1,45,45,3.80666248977032,NA,8748541.68617044,65140.9002223077,70165.568713082,2004.41176470588
"111",2004,18,89,2,45,45,3.80666248977032,NA,8748541.68617044,10932.5720964077,11775.8602663358,2004.47058823529
"112",2004,19,72,1,45,45,3.80666248977032,NA,8748541.68617044,749.345928461538,807.147015989974,2004.52941176471
"113",2004,20,70,3,45,45,3.80666248977032,NA,8748541.68617044,0,0,2004.58823529412
"114",2004,21,49,2,45,45,3.80666248977032,NA,8748541.68617044,0,0,2004.64705882353
"115",2004,22,48,4,45,45,3.80666248977032,NA,8748541.68617044,0,0,2004.70588235294
"116",2004,23,25,5,45,45,3.80666248977032,NA,8748541.68617044,0,0,2004.76470588235
"117",2004,24,8,6,45,45,3.80666248977032,NA,8748541.68617044,0,0,2004.82352941176
"118",2004,25,1,3,45,45,3.80666248977032,NA,8748541.68617044,0,0,2004.88235294118
"119",2004,26,NA,NA,45,45,3.80666248977032,NA,8748541.68617044,0,0,2004.94117647059
"120",2005,10,67,5,64,64,4.15888308335967,NA,4252827.53455543,1280136.68807962,670299.265562427,2005
"121",2005,11,62,7,64,64,4.15888308335967,NA,4252827.53455543,1226547.81132346,642239.305195342,2005.05882352941
"122",2005,12,52,6,64,64,4.15888308335967,NA,4252827.53455543,1000580.78443715,523919.493277103,2005.11764705882
"123",2005,13,55,5,64,64,4.15888308335967,NA,4252827.53455543,669634.988251,350631.182591053,2005.17647058824
"124",2005,14,48,5,64,64,4.15888308335967,NA,4252827.53455543,561332.491411338,293922.328945818,2005.23529411765
"125",2005,15,57,6,64,64,4.15888308335967,NA,4252827.53455543,373672.307489615,195660.569377986,2005.29411764706
"126",2005,16,88,7,64,64,4.15888308335967,NA,4252827.53455543,146086.433949369,76493.1044448014,2005.35294117647
"127",2005,17,88,3,64,64,4.15888308335967,NA,4252827.53455543,65140.9002223077,34108.7775888918,2005.41176470588
"128",2005,18,139,4,64,64,4.15888308335967,NA,4252827.53455543,10932.5720964077,5724.46295397058,2005.47058823529
"129",2005,19,108,4,64,64,4.15888308335967,NA,4252827.53455543,749.345928461538,392.369057286737,2005.52941176471
"130",2005,20,87,7,64,64,4.15888308335967,NA,4252827.53455543,0,0,2005.58823529412
"131",2005,21,81,4,64,64,4.15888308335967,NA,4252827.53455543,0,0,2005.64705882353
"132",2005,22,68,7,64,64,4.15888308335967,NA,4252827.53455543,0,0,2005.70588235294
"133",2005,23,53,7,64,64,4.15888308335967,NA,4252827.53455543,0,0,2005.76470588235
"134",2005,24,24,7,64,64,4.15888308335967,NA,4252827.53455543,0,0,2005.82352941176
"135",2005,25,9,5,64,64,4.15888308335967,NA,4252827.53455543,0,0,2005.88235294118
"136",2005,26,1,2,64,64,4.15888308335967,NA,4252827.53455543,0,0,2005.94117647059
"137",2006,10,34,4,53,53,3.97029191355212,NA,4503452.91292982,1280136.68807962,709800.986638736,2006
"138",2006,11,37,3,53,53,3.97029191355212,NA,4503452.91292982,1226547.81132346,680087.411558375,2006.05882352941
"139",2006,12,36,3,53,53,3.97029191355212,NA,4503452.91292982,1000580.78443715,554794.839190706,2006.11764705882
"140",2006,13,50,1,53,53,3.97029191355212,NA,4503452.91292982,669634.988251,371294.393617768,2006.17647058824
"141",2006,14,38,3,53,53,3.97029191355212,NA,4503452.91292982,561332.491411338,311243.603863784,2006.23529411765
"142",2006,15,53,4,53,53,3.97029191355212,NA,4503452.91292982,373672.307489615,207191.13435737,2006.29411764706
"143",2006,16,53,4,53,53,3.97029191355212,NA,4503452.91292982,146086.433949369,81000.9555365137,2006.35294117647
"144",2006,17,72,5,53,53,3.97029191355212,NA,4503452.91292982,65140.9002223077,36118.8579929629,2006.41176470588
"145",2006,18,75,4,53,53,3.97029191355212,NA,4503452.91292982,10932.5720964077,6061.81397095205,2006.47058823529
"146",2006,19,84,3,53,53,3.97029191355212,NA,4503452.91292982,749.345928461538,415.49194262499,2006.52941176471
"147",2006,20,64,2,53,53,3.97029191355212,NA,4503452.91292982,0,0,2006.58823529412
"148",2006,21,88,4,53,53,3.97029191355212,NA,4503452.91292982,0,0,2006.64705882353
"149",2006,22,57,4,53,53,3.97029191355212,NA,4503452.91292982,0,0,2006.70588235294
"150",2006,23,31,3,53,53,3.97029191355212,NA,4503452.91292982,0,0,2006.76470588235
"151",2006,24,11,2,53,53,3.97029191355212,NA,4503452.91292982,0,0,2006.82352941176
"152",2006,25,4,1,53,53,3.97029191355212,NA,4503452.91292982,0,0,2006.88235294118
"153",2006,26,NA,NA,53,53,3.97029191355212,NA,4503452.91292982,0,0,2006.94117647059
"154",2007,10,33,3,59,59,4.07753744390572,NA,4410391.24142491,1280136.68807962,695133.293308851,2007
"155",2007,11,46,4,59,59,4.07753744390572,NA,4410391.24142491,1226547.81132346,666033.734854581,2007.05882352941
"156",2007,12,26,3,59,59,4.07753744390572,NA,4410391.24142491,1000580.78443715,543330.272762321,2007.11764705882
"157",2007,13,56,3,59,59,4.07753744390572,NA,4410391.24142491,669634.988251,363621.774949708,2007.17647058824
"158",2007,14,55,3,59,59,4.07753744390572,NA,4410391.24142491,561332.491411338,304811.905657811,2007.23529411765
"159",2007,15,78,4,59,59,4.07753744390572,NA,4410391.24142491,373672.307489615,202909.629996808,2007.29411764706
"160",2007,16,84,2,59,59,4.07753744390572,NA,4410391.24142491,146086.433949369,79327.1100536221,2007.35294117647
"161",2007,17,91,4,59,59,4.07753744390572,NA,4410391.24142491,65140.9002223077,35372.4793002884,2007.41176470588
"162",2007,18,62,2,59,59,4.07753744390572,NA,4410391.24142491,10932.5720964077,5936.54952356126,2007.47058823529
"163",2007,19,84,3,59,59,4.07753744390572,NA,4410391.24142491,749.345928461538,406.906003030398,2007.52941176471
"164",2007,20,83,3,59,59,4.07753744390572,NA,4410391.24142491,0,0,2007.58823529412
"165",2007,21,74,3,59,59,4.07753744390572,NA,4410391.24142491,0,0,2007.64705882353
"166",2007,22,82,2,59,59,4.07753744390572,NA,4410391.24142491,0,0,2007.70588235294
"167",2007,23,39,4,59,59,4.07753744390572,NA,4410391.24142491,0,0,2007.76470588235
"168",2007,24,16,2,59,59,4.07753744390572,NA,4410391.24142491,0,0,2007.82352941176
"169",2007,25,5,1,59,59,4.07753744390572,NA,4410391.24142491,0,0,2007.88235294118
"170",2007,26,NA,NA,59,59,4.07753744390572,NA,4410391.24142491,0,0,2007.94117647059
"171",2008,10,43,6,53,53,3.97029191355212,NA,4585051.87333078,1280136.68807962,722662.012105441,2008
"172",2008,11,25,4,53,53,3.97029191355212,NA,4585051.87333078,1226547.81132346,692410.050839361,2008.05882352941
"173",2008,12,36,6,53,53,3.97029191355212,NA,4585051.87333078,1000580.78443715,564847.277395134,2008.11764705882
"174",2008,13,38,6,53,53,3.97029191355212,NA,4585051.87333078,669634.988251,378021.950696233,2008.17647058824
"175",2008,14,49,7,53,53,3.97029191355212,NA,4585051.87333078,561332.491411338,316883.088720796,2008.23529411765
"176",2008,15,76,6,53,53,3.97029191355212,NA,4585051.87333078,373672.307489615,210945.271792518,2008.29411764706
"177",2008,16,82,6,53,53,3.97029191355212,NA,4585051.87333078,146086.433949369,82468.6279849782,2008.35294117647
"178",2008,17,86,7,53,53,3.97029191355212,NA,4585051.87333078,65140.9002223077,36773.3027756837,2008.41176470588
"179",2008,18,134,4,53,53,3.97029191355212,NA,4585051.87333078,10932.5720964077,6171.64918578322,2008.47058823529
"180",2008,19,108,7,53,53,3.97029191355212,NA,4585051.87333078,749.345928461538,423.020323897909,2008.52941176471
"181",2008,20,113,5,53,53,3.97029191355212,NA,4585051.87333078,0,0,2008.58823529412
"182",2008,21,57,4,53,53,3.97029191355212,NA,4585051.87333078,0,0,2008.64705882353
"183",2008,22,45,6,53,53,3.97029191355212,NA,4585051.87333078,0,0,2008.70588235294
"184",2008,23,23,7,53,53,3.97029191355212,NA,4585051.87333078,0,0,2008.76470588235
"185",2008,24,11,6,53,53,3.97029191355212,NA,4585051.87333078,0,0,2008.82352941176
"186",2008,25,1,5,53,53,3.97029191355212,NA,4585051.87333078,0,0,2008.88235294118
"187",2008,26,0,7,53,53,3.97029191355212,NA,4585051.87333078,0,0,2008.94117647059
"188",2009,10,44,4,59,59,4.07753744390572,NA,4591735.2167541,1280136.68807962,723715.391334143,2009
"189",2009,11,39,4,59,59,4.07753744390572,NA,4591735.2167541,1226547.81132346,693419.333675709,2009.05882352941
"190",2009,12,58,5,59,59,4.07753744390572,NA,4591735.2167541,1000580.78443715,565670.61995283,2009.11764705882
"191",2009,13,63,4,59,59,4.07753744390572,NA,4591735.2167541,669634.988251,378572.969656945,2009.17647058824
"192",2009,14,72,3,59,59,4.07753744390572,NA,4591735.2167541,561332.491411338,317344.989385275,2009.23529411765
"193",2009,15,57,6,59,59,4.07753744390572,NA,4591735.2167541,373672.307489615,211252.753525302,2009.29411764706
"194",2009,16,93,7,59,59,4.07753744390572,NA,4591735.2167541,146086.433949369,82588.8373474239,2009.35294117647
"195",2009,17,97,6,59,59,4.07753744390572,NA,4591735.2167541,65140.9002223077,36826.9049197923,2009.41176470588
"196",2009,18,87,6,59,59,4.07753744390572,NA,4591735.2167541,10932.5720964077,6180.64521290273,2009.47058823529
"197",2009,19,120,7,59,59,4.07753744390572,NA,4591735.2167541,749.345928461538,423.636934173596,2009.52941176471
"198",2009,20,89,4,59,59,4.07753744390572,NA,4591735.2167541,0,0,2009.58823529412
"199",2009,21,75,5,59,59,4.07753744390572,NA,4591735.2167541,0,0,2009.64705882353
"200",2009,22,45,6,59,59,4.07753744390572,NA,4591735.2167541,0,0,2009.70588235294
"201",2009,23,21,6,59,59,4.07753744390572,NA,4591735.2167541,0,0,2009.76470588235
"202",2009,24,5,5,59,59,4.07753744390572,NA,4591735.2167541,0,0,2009.82352941176
"203",2009,25,1,5,59,59,4.07753744390572,NA,4591735.2167541,0,0,2009.88235294118
"204",2009,26,0,4,59,59,4.07753744390572,NA,4591735.2167541,0,0,2009.94117647059
"205",2010,10,74,5,100,100,4.60517018598809,NA,4127486.36190017,1280136.68807962,650543.915670408,2010
"206",2010,11,91,5,100,100,4.60517018598809,NA,4127486.36190017,1226547.81132346,623310.950592573,2010.05882352941
"207",2010,12,57,4,100,100,4.60517018598809,NA,4127486.36190017,1000580.78443715,508478.31135032,2010.11764705882
"208",2010,13,72,4,100,100,4.60517018598809,NA,4127486.36190017,669634.988251,340297.228712517,2010.17647058824
"209",2010,14,64,4,100,100,4.60517018598809,NA,4127486.36190017,561332.491411338,285259.72293128,2010.23529411765
"210",2010,15,98,5,100,100,4.60517018598809,NA,4127486.36190017,373672.307489615,189893.976444469,2010.29411764706
"211",2010,16,169,6,100,100,4.60517018598809,NA,4127486.36190017,146086.433949369,74238.6665835786,2010.35294117647
"212",2010,17,181,4,100,100,4.60517018598809,NA,4127486.36190017,65140.9002223077,33103.50894207,2010.41176470588
"213",2010,18,163,4,100,100,4.60517018598809,NA,4127486.36190017,10932.5720964077,5555.7491056797,2010.47058823529
"214",2010,19,119,6,100,100,4.60517018598809,NA,4127486.36190017,749.345928461538,380.804986711488,2010.52941176471
"215",2010,20,145,6,100,100,4.60517018598809,NA,4127486.36190017,0,0,2010.58823529412
"216",2010,21,147,5,100,100,4.60517018598809,NA,4127486.36190017,0,0,2010.64705882353
"217",2010,22,123,6,100,100,4.60517018598809,NA,4127486.36190017,0,0,2010.70588235294
"218",2010,23,123,6,100,100,4.60517018598809,NA,4127486.36190017,0,0,2010.76470588235
"219",2010,24,46,7,100,100,4.60517018598809,NA,4127486.36190017,0,0,2010.82352941176
"220",2010,25,26,5,100,100,4.60517018598809,NA,4127486.36190017,0,0,2010.88235294118
"221",2010,26,11,6,100,100,4.60517018598809,NA,4127486.36190017,0,0,2010.94117647059
"222",2011,10,41,5,89,89,4.48863636973214,220915.0923,3663237.50704625,1280136.68807962,220915.0923,2011
"223",2011,11,43,5,89,89,4.48863636973214,116373.7041,3663237.50704625,1226547.81132346,116373.7041,2011.05882352941
"224",2011,12,62,4,89,89,4.48863636973214,75246.92032,3663237.50704625,1000580.78443715,75246.92032,2011.11764705882
"225",2011,13,47,4,89,89,4.48863636973214,38729.67627,3663237.50704625,669634.988251,38729.67627,2011.17647058824
"226",2011,14,97,5,89,89,4.48863636973214,19458.79868,3663237.50704625,561332.491411338,19458.79868,2011.23529411765
"227",2011,15,48,4,89,89,4.48863636973214,23083.72175,3663237.50704625,373672.307489615,23083.72175,2011.29411764706
"228",2011,16,123,5,89,89,4.48863636973214,29930.55698,3663237.50704625,146086.433949369,29930.55698,2011.35294117647
"229",2011,17,83,5,89,89,4.48863636973214,17223.66871,3663237.50704625,65140.9002223077,17223.66871,2011.41176470588
"230",2011,18,122,7,89,89,4.48863636973214,0,3663237.50704625,10932.5720964077,0,2011.47058823529
"231",2011,19,166,5,89,89,4.48863636973214,0,3663237.50704625,749.345928461538,0,2011.52941176471
"232",2011,20,182,4,89,89,4.48863636973214,0,3663237.50704625,0,0,2011.58823529412
"233",2011,21,129,3,89,89,4.48863636973214,0,3663237.50704625,0,0,2011.64705882353
"234",2011,22,111,6,89,89,4.48863636973214,0,3663237.50704625,0,0,2011.70588235294
"235",2011,23,71,4,89,89,4.48863636973214,0,3663237.50704625,0,0,2011.76470588235
"236",2011,24,30,5,89,89,4.48863636973214,0,3663237.50704625,0,0,2011.82352941176
"237",2011,25,11,2,89,89,4.48863636973214,0,3663237.50704625,0,0,2011.88235294118
"238",2011,26,NA,NA,89,89,4.48863636973214,0,3663237.50704625,0,0,2011.94117647059
"239",2012,10,51,1,87,87,4.46590811865458,287928.9132,3065831.62096066,1280136.68807962,287928.9132,2012
"240",2012,11,20,4,87,87,4.46590811865458,163719.8731,3065831.62096066,1226547.81132346,163719.8731,2012.05882352941
"241",2012,12,69,4,87,87,4.46590811865458,71304.9057,3065831.62096066,1000580.78443715,71304.9057,2012.11764705882
"242",2012,13,51,3,87,87,4.46590811865458,25923.97637,3065831.62096066,669634.988251,25923.97637,2012.17647058824
"243",2012,14,107,5,87,87,4.46590811865458,9070.864064,3065831.62096066,561332.491411338,9070.864064,2012.23529411765
"244",2012,15,127,4,87,87,4.46590811865458,2016.373516,3065831.62096066,373672.307489615,2016.373516,2012.29411764706
"245",2012,16,99,3,87,87,4.46590811865458,340.4605256,3065831.62096066,146086.433949369,340.4605256,2012.35294117647
"246",2012,17,116,2,87,87,4.46590811865458,0,3065831.62096066,65140.9002223077,0,2012.41176470588
"247",2012,18,102,4,87,87,4.46590811865458,0,3065831.62096066,10932.5720964077,0,2012.47058823529
"248",2012,19,163,6,87,87,4.46590811865458,0,3065831.62096066,749.345928461538,0,2012.52941176471
"249",2012,20,155,3,87,87,4.46590811865458,0,3065831.62096066,0,0,2012.58823529412
"250",2012,21,112,4,87,87,4.46590811865458,0,3065831.62096066,0,0,2012.64705882353
"251",2012,22,97,5,87,87,4.46590811865458,0,3065831.62096066,0,0,2012.70588235294
"252",2012,23,35,5,87,87,4.46590811865458,0,3065831.62096066,0,0,2012.76470588235
"253",2012,24,11,1,87,87,4.46590811865458,0,3065831.62096066,0,0,2012.82352941176
"254",2012,25,8,5,87,87,4.46590811865458,0,3065831.62096066,0,0,2012.88235294118
"255",2012,26,NA,NA,87,87,4.46590811865458,0,3065831.62096066,0,0,2012.94117647059
"256",2013,10,240,5,342,342,5.8348107370626,876130.7199,9630565.14992204,1280136.68807962,876130.7199,2013
"257",2013,11,309,6,342,342,5.8348107370626,1859854.775,9630565.14992204,1226547.81132346,1859854.775,2013.05882352941
