"year","week","csl_nonpup_total_emb_lisa","csl_nobs_emb_lisa","csl_annual_mean","csl_annual_mean_clean","log_annual_scale","time_index","fit_link","se_link","csl_gam_pred","csl_lwr_95","csl_upr_95","data_source","csl_final"
1999,16,NA,NA,20,20,2.99573227355399,1999.35294117647,3.18513861543698,0.0731759158710419,24.1706385972768,20.9411017847259,27.8982345917581,"Predicted",24.1706385972768
1999,17,NA,NA,20,20,2.99573227355399,1999.41176470588,3.22355450465915,0.0787624479844443,25.1172410475662,21.5242478499096,29.3100043374659,"Predicted",25.1172410475662
1999,18,NA,NA,20,20,2.99573227355399,1999.47058823529,3.24599834660183,0.0794249602650888,25.687342133982,21.9842310188098,30.0142199808439,"Predicted",25.687342133982
1999,19,NA,NA,20,20,2.99573227355399,1999.52941176471,3.21605258007166,0.0767257960616843,24.9295184202787,21.4488283132412,28.9750507389418,"Predicted",24.9295184202787
1999,20,NA,NA,20,20,2.99573227355399,1999.58823529412,3.09560216099832,0.0832763131451883,22.1005426163502,18.772266363459,26.0189139915396,"Predicted",22.1005426163502
1999,21,NA,NA,20,20,2.99573227355399,1999.64705882353,2.85267313018518,0.100264207862933,17.3340561531164,14.2414294372296,21.0982685441611,"Predicted",17.3340561531164
1999,22,20,2,20,20,2.99573227355399,1999.70588235294,2.46910926748905,0.118085037542066,11.8119209024751,9.37140089775207,14.8880062787406,"Observed",20
1999,23,NA,NA,20,20,2.99573227355399,1999.76470588235,1.94603829259287,0.146197928413133,7.00089706223801,5.25663113485458,9.32394882172166,"Predicted",7.00089706223801
1999,24,NA,NA,20,20,2.99573227355399,1999.82352941176,1.30515996214639,0.21359183556709,3.68827903155028,2.42667004190612,5.6057898188285,"Predicted",3.68827903155028
1999,25,NA,NA,20,20,2.99573227355399,1999.88235294118,0.584346811318432,0.327127616057995,1.79381890068255,0.944760978623088,3.40592628321252,"Predicted",1.79381890068255
1999,26,NA,NA,20,20,2.99573227355399,1999.94117647059,-0.173247699931121,0.468418342137574,0.84092929091734,0.335763696548592,2.10613023263639,"Predicted",0.84092929091734
2000,10,32,5,30,30,3.40119738166216,2000,3.85510425708647,0.111857579163298,47.2335411159606,37.9345915612269,58.8119527464074,"Observed",32
2000,11,23,7,30,30,3.40119738166216,2000.05882352941,3.76014944709732,0.0746153491452258,42.9548449759981,37.110626707845,49.7194165282577,"Observed",23
2000,12,44,4,30,30,3.40119738166216,2000.11764705882,3.67346747069701,0.0696348537026423,39.3882469364136,34.3630946120737,45.1482619431716,"Observed",44
2000,13,NA,NA,30,30,3.40119738166216,2000.17647058824,3.60602557927422,0.0779676260777704,36.8194257402175,31.6016404481568,42.89872590834,"Predicted",36.8194257402175
2000,14,NA,NA,30,30,3.40119738166216,2000.23529411765,3.56816663051022,0.0778145543137693,35.4515377668643,30.4367300387669,41.2925937981715,"Predicted",35.4515377668643
2000,15,23,1,30,30,3.40119738166216,2000.29411764706,3.56467327734513,0.0723555796555266,35.3279090902388,30.6568565231879,40.7106697238897,"Observed",23
2000,16,36,3,30,30,3.40119738166216,2000.35294117647,3.59060372354514,0.0731759158710419,36.2559578959152,31.4116526770888,41.8473518876372,"Observed",36
2000,17,23,7,30,30,3.40119738166216,2000.41176470588,3.62901961276732,0.0787624479844443,37.6758615713492,32.2863717748644,43.9650065061989,"Observed",23
2000,18,36,7,30,30,3.40119738166216,2000.47058823529,3.65146345471,0.0794249602650888,38.531013200973,32.9763465282146,45.0213299712658,"Observed",36
2000,19,30,7,30,30,3.40119738166216,2000.52941176471,3.62151768817982,0.0767257960616843,37.394277630418,32.1732424698618,43.4625761084127,"Observed",30
2000,20,27,6,30,30,3.40119738166216,2000.58823529412,3.50106726910649,0.0832763131451883,33.1508139245253,28.1583995451885,39.0283709873094,"Observed",27
2000,21,28,2,30,30,3.40119738166216,2000.64705882353,3.25813823829334,0.100264207862933,26.0010842296745,21.3621441558443,31.6474028162417,"Observed",28
2000,22,NA,NA,30,30,3.40119738166216,2000.70588235294,2.87457437559721,0.118085037542066,17.7178813537126,14.0571013466281,22.3320094181109,"Predicted",17.7178813537126
2000,23,NA,NA,30,30,3.40119738166216,2000.76470588235,2.35150340070103,0.146197928413133,10.501345593357,7.88494670228187,13.9859232325825,"Predicted",10.501345593357
2000,24,NA,NA,30,30,3.40119738166216,2000.82352941176,1.71062507025456,0.21359183556709,5.53241854732542,3.64000506285918,8.40868472824275,"Predicted",5.53241854732542
2000,25,NA,NA,30,30,3.40119738166216,2000.88235294118,0.989811919426596,0.327127616057995,2.69072835102383,1.41714146793463,5.10888942481877,"Predicted",2.69072835102383
2000,26,NA,NA,30,30,3.40119738166216,2000.94117647059,0.232217408177044,0.468418342137574,1.26139393637601,0.503645544822888,3.15919534895458,"Predicted",1.26139393637601
2001,10,89,4,79,79,4.36944785246702,2001,4.82335472789134,0.111857579163298,124.38165827203,99.8944244445643,154.87147556554,"Observed",89
2001,11,62,3,79,79,4.36944785246702,2001.05882352941,4.72839991790218,0.0746153491452258,113.114425103462,97.7246503306585,130.927796857746,"Observed",62
2001,12,61,3,79,79,4.36944785246702,2001.11764705882,4.64171794150188,0.0696348537026423,103.722383599222,90.4894824784608,118.890423117019,"Observed",61
2001,13,108,4,79,79,4.36944785246702,2001.17647058824,4.57427605007909,0.0779676260777704,96.9578211159061,83.2176531801462,112.966644891962,"Observed",108
2001,14,98,5,79,79,4.36944785246702,2001.23529411765,4.53641710131508,0.0778145543137693,93.3557161194092,80.1500557687527,108.737163668518,"Observed",98
2001,15,100,4,79,79,4.36944785246702,2001.29411764706,4.53292374814999,0.0723555796555266,93.0301606042954,80.7297221777281,107.204763606243,"Observed",100
2001,16,NA,NA,79,79,4.36944785246702,2001.35294117647,4.55885419435001,0.0731759158710419,95.4740224592434,82.7173520496674,110.198026637445,"Predicted",95.4740224592434
2001,17,NA,NA,79,79,4.36944785246702,2001.41176470588,4.59727008357218,0.0787624479844443,99.2131021378863,85.020779007143,115.77451713299,"Predicted",99.2131021378863
2001,18,111,5,79,79,4.36944785246702,2001.47058823529,4.61971392551486,0.0794249602650888,101.465001429229,86.8377125242986,118.556168924333,"Observed",111
2001,19,73,6,79,79,4.36944785246702,2001.52941176471,4.58976815898469,0.0767257960616843,98.4715977601008,84.7228718373026,114.45145041882,"Observed",73
2001,20,89,2,79,79,4.36944785246702,2001.58823529412,4.46931773991135,0.0832763131451883,87.2971433345834,74.1504521356632,102.774710266582,"Observed",89
2001,21,41,6,79,79,4.36944785246702,2001.64705882353,4.22638870909821,0.100264207862933,68.4695218048096,56.2536462770568,83.3381607494365,"Observed",41
2001,22,30,1,79,79,4.36944785246702,2001.70588235294,3.84282484640208,0.118085037542066,46.6570875647766,37.0170335461207,58.8076248010253,"Observed",30
2001,23,1,1,79,79,4.36944785246702,2001.76470588235,3.3197538715059,0.146197928413133,27.6535433958401,20.7636929826756,36.8295978458006,"Observed",1
2001,24,NA,NA,79,79,4.36944785246702,2001.82352941176,2.67887554105942,0.21359183556709,14.5687021746236,9.58534666552917,22.1428697843726,"Predicted",14.5687021746236
2001,25,NA,NA,79,79,4.36944785246702,2001.88235294118,1.95806239023146,0.327127616057995,7.08558465769607,3.7318058655612,13.4534088186894,"Predicted",7.08558465769607
2001,26,NA,NA,79,79,4.36944785246702,2001.94117647059,1.20046787898191,0.468418342137574,3.32167069912349,1.32626660136694,8.31921441891374,"Predicted",3.32167069912349
2002,10,NA,NA,113,113,4.72738781871234,2002,5.18129469413666,0.111857579163298,177.913004870118,142.886961547288,221.525022011468,"Predicted",177.913004870118
2002,11,NA,NA,113,113,4.72738781871234,2002.05882352941,5.0863398841475,0.0746153491452258,161.796582742926,139.783360599549,187.276468923104,"Predicted",161.796582742926
2002,12,155,3,113,113,4.72738781871234,2002.11764705882,4.99965790774719,0.0696348537026423,148.362396793824,129.434323038811,170.05845331928,"Observed",155
2002,13,163,3,113,113,4.72738781871234,2002.17647058824,4.93221601632441,0.0779676260777704,138.686503621486,119.032845688057,161.585200921414,"Observed",163
2002,14,114,9,113,113,4.72738781871234,2002.23529411765,4.8943570675604,0.0778145543137693,133.534125588522,114.645016479355,155.535436639779,"Observed",114
2002,15,100,4,113,113,4.72738781871234,2002.29411764706,4.89086371439531,0.0723555796555266,133.068457573233,115.474159570674,153.343522626651,"Observed",100
2002,16,98,6,113,113,4.72738781871234,2002.35294117647,4.91679416059533,0.0731759158710419,136.564108074614,118.317225083701,157.625025443433,"Observed",98
2002,17,91,6,113,113,4.72738781871234,2002.41176470588,4.9552100498175,0.0787624479844443,141.912411918749,121.612000351989,165.601524506682,"Observed",91
2002,18,190,4,113,113,4.72738781871234,2002.47058823529,4.97765389176018,0.0794249602650888,145.133483056998,124.210905256275,169.580342891768,"Observed",190
2002,19,144,4,113,113,4.72738781871234,2002.52941176471,4.94770812523001,0.0767257960616843,140.851779074575,121.185879969813,163.709036675021,"Observed",144
2002,20,120,4,113,113,4.72738781871234,2002.58823529412,4.82725770615667,0.0832763131451883,124.868065782379,106.063304953543,147.006864052199,"Observed",120
2002,21,77,3,113,113,4.72738781871234,2002.64705882353,4.58432867534353,0.100264207862933,97.9374172651075,80.4640763203471,119.205217274511,"Observed",77
2002,22,26,4,113,113,4.72738781871234,2002.70588235294,4.2007648126474,0.118085037542066,66.7373530989843,52.9484150722992,84.1172354748842,"Observed",26
2002,23,NA,NA,113,113,4.72738781871234,2002.76470588235,3.67769383775122,0.146197928413133,39.5550684016448,29.6999659119284,52.6803108427274,"Predicted",39.5550684016448
2002,24,NA,NA,113,113,4.72738781871234,2002.82352941176,3.03681550730474,0.21359183556709,20.8387765282591,13.7106857367696,31.672712476381,"Predicted",20.8387765282591
2002,25,NA,NA,113,113,4.72738781871234,2002.88235294118,2.31600235647678,0.327127616057995,10.1350767888564,5.33789952922045,19.2434835001507,"Predicted",10.1350767888564
2002,26,NA,NA,113,113,4.72738781871234,2002.94117647059,1.55840784522723,0.468418342137574,4.75125049368297,1.89706488549954,11.8996358143956,"Predicted",4.75125049368297
2003,10,299,2,133,133,4.89034912822175,2003,5.34425600364607,0.111857579163298,209.402032280759,168.176689254773,260.732990509073,"Observed",299
2003,11,234,1,133,133,4.89034912822175,2003.05882352941,5.24930119365691,0.0746153491452258,190.433146060258,164.523778404779,220.422746608609,"Observed",234
2003,12,226,2,133,133,4.89034912822175,2003.11764705882,5.16261921725661,0.0696348537026423,174.621228084767,152.343052780193,200.157294614727,"Observed",226
2003,13,223,1,133,133,4.89034912822175,2003.17647058824,5.09517732583382,0.0779676260777704,163.232787448298,140.100605986828,190.184351526974,"Observed",223
2003,14,NA,NA,133,133,4.89034912822175,2003.23529411765,5.05731837706981,0.0778145543137693,157.168484099765,134.936169838533,183.063832505227,"Predicted",157.168484099765
2003,15,248,1,133,133,4.89034912822175,2003.29411764706,5.05382502390472,0.0723555796555266,156.620396966725,135.912063919466,180.483969109244,"Observed",248
2003,16,195,2,133,133,4.89034912822175,2003.35294117647,5.07975547010474,0.0731759158710419,160.734746671891,139.258326868427,185.523260035191,"Observed",195
2003,17,106,1,133,133,4.89034912822175,2003.41176470588,5.11817135932691,0.0787624479844443,167.029652966315,143.136248201899,194.911528844148,"Observed",106
2003,18,96,2,133,133,4.89034912822175,2003.47058823529,5.14061520126959,0.0794249602650888,170.82082519098,146.195136275085,199.594562872611,"Observed",96
2003,19,113,1,133,133,4.89034912822175,2003.52941176471,5.11066943473942,0.0767257960616843,165.781297494853,142.634708283054,192.684087413963,"Observed",113
2003,20,211,1,133,133,4.89034912822175,2003.58823529412,4.99021901566608,0.0832763131451883,146.968608398729,124.835571317002,173.025778043738,"Observed",211
2003,21,63,2,133,133,4.89034912822175,2003.64705882353,4.74728998485294,0.100264207862933,115.271473418224,94.7055057575767,140.303485818672,"Observed",63
2003,22,6,2,133,133,4.89034912822175,2003.70588235294,4.36372612215681,0.118085037542066,78.5492740014593,62.3198159700513,99.0052417536248,"Observed",6
2003,23,14,2,133,133,4.89034912822175,2003.76470588235,3.84065514726063,0.146197928413133,46.5559654638828,34.956597046783,62.0042596644491,"Observed",14
2003,24,5,2,133,133,4.89034912822175,2003.82352941176,3.19977681681416,0.21359183556709,24.5270555598094,16.1373557786757,37.2785022952095,"Observed",5
2003,25,NA,NA,133,133,4.89034912822175,2003.88235294118,2.47896366598619,0.327127616057995,11.928895689539,6.28266050784353,22.6494097833632,"Predicted",11.928895689539
2003,26,NA,NA,133,133,4.89034912822175,2003.94117647059,1.72136915473664,0.468418342137574,5.59217978460031,2.23282858204814,14.005766047032,"Predicted",5.59217978460031
2004,10,73,3,45,45,3.80666248977032,2004,4.26056936519463,0.111857579163298,70.8503116739409,56.9018873418404,88.217929119611,"Observed",73
2004,11,52,3,45,45,3.80666248977032,2004.05882352941,4.16561455520548,0.0746153491452258,64.4322674639972,55.6659400617675,74.5791247923866,"Observed",52
2004,12,51,3,45,45,3.80666248977032,2004.11764705882,4.07893257880517,0.0696348537026423,59.0823704046203,51.5446419181105,67.7223929147574,"Observed",51
2004,13,58,3,45,45,3.80666248977032,2004.17647058824,4.01149068738239,0.0779676260777704,55.2291386103262,47.4024606722352,64.3480888625101,"Observed",58
2004,14,38,3,45,45,3.80666248977032,2004.23529411765,3.97363173861838,0.0778145543137693,53.1773066502964,45.6550950581503,61.9388906972572,"Observed",38
2004,15,46,2,45,45,3.80666248977032,2004.29411764706,3.97013838545329,0.0723555796555266,52.9918636353582,45.9852847847818,61.0660045858345,"Observed",46
2004,16,78,2,45,45,3.80666248977032,2004.35294117647,3.99606883165331,0.0731759158710419,54.3839368438728,47.1174790156333,62.7710278314558,"Observed",78
2004,17,71,1,45,45,3.80666248977032,2004.41176470588,4.03448472087548,0.0787624479844443,56.5137923570239,48.4295576622966,65.9475097592983,"Observed",71
2004,18,89,2,45,45,3.80666248977032,2004.47058823529,4.05692856281816,0.0794249602650888,57.7965198014595,49.4645197923219,67.5319949568986,"Observed",89
2004,19,72,1,45,45,3.80666248977032,2004.52941176471,4.02698279628799,0.0767257960616843,56.091416445627,48.2598637047926,65.193864162619,"Observed",72
2004,20,70,3,45,45,3.80666248977032,2004.58823529412,3.90653237721465,0.0832763131451883,49.726220886788,42.2375993177828,58.5425564809641,"Observed",70
2004,21,49,2,45,45,3.80666248977032,2004.64705882353,3.66360334640151,0.100264207862933,39.0016263445118,32.0432162337665,47.4711042243626,"Observed",49
2004,22,48,4,45,45,3.80666248977032,2004.70588235294,3.28003948370537,0.118085037542066,26.5768220305689,21.0856520199422,33.4980141271663,"Observed",48
2004,23,25,5,45,45,3.80666248977032,2004.76470588235,2.7569685088092,0.146197928413133,15.7520183900355,11.8274200534228,20.9788848488737,"Observed",25
2004,24,8,6,45,45,3.80666248977032,2004.82352941176,2.11609017836272,0.21359183556709,8.29862782098813,5.46000759428877,12.6130270923641,"Observed",8
2004,25,1,3,45,45,3.80666248977032,2004.88235294118,1.39527702753476,0.327127616057995,4.03609252653574,2.12571220190195,7.66333413722816,"Observed",1
2004,26,NA,NA,45,45,3.80666248977032,2004.94117647059,0.637682516285208,0.468418342137574,1.89209090456401,0.755468317234332,4.73879302343187,"Predicted",1.89209090456401
2005,10,67,5,64,64,4.15888308335967,2005,4.61278995878399,0.111857579163298,100.764887714049,80.9271286639508,125.465499192336,"Observed",67
2005,11,62,7,64,64,4.15888308335967,2005.05882352941,4.51783514879483,0.0746153491452258,91.6370026154627,79.169336976736,106.068088593617,"Observed",62
2005,12,52,6,64,64,4.15888308335967,2005.11764705882,4.43115317239453,0.0696348537026423,84.0282601310156,73.3079351724239,96.3162921454328,"Observed",52
2005,13,55,5,64,64,4.15888308335967,2005.17647058824,4.36371128097174,0.0779676260777704,78.5481082457973,67.4168329560678,91.517281937792,"Observed",55
2005,14,48,5,64,64,4.15888308335967,2005.23529411765,4.32585233220773,0.0778145543137693,75.6299472359771,64.9316907493693,88.0908667694324,"Observed",48
2005,15,57,6,64,64,4.15888308335967,2005.29411764706,4.32235897904264,0.0723555796555266,75.366206059176,65.4012939161342,86.8494287442979,"Observed",57
2005,16,88,7,64,64,4.15888308335967,2005.35294117647,4.34828942524266,0.0731759158710419,77.3460435112858,67.0115257111229,89.2743506936259,"Observed",88
2005,17,88,3,64,64,4.15888308335967,2005.41176470588,4.38670531446483,0.0787624479844443,80.3751713522117,68.8775931197108,93.7920138798909,"Observed",88
2005,18,139,4,64,64,4.15888308335967,2005.47058823529,4.40914915640751,0.0794249602650888,82.1994948287424,70.3495392601912,96.0455039387002,"Observed",139
2005,19,108,4,64,64,4.15888308335967,2005.52941176471,4.37920338987734,0.0767257960616843,79.7744589448917,68.6362506023717,92.7201623646137,"Observed",108
2005,20,87,7,64,64,4.15888308335967,2005.58823529412,4.258752970804,0.0832763131451883,70.7217363723207,60.0712523630689,83.2605247729268,"Observed",87
2005,21,81,4,64,64,4.15888308335967,2005.64705882353,4.01582393999086,0.100264207862933,55.4689796899723,45.5725741991346,67.5144593413156,"Observed",81
2005,22,68,7,64,64,4.15888308335967,2005.70588235294,3.63226007729473,0.118085037542066,37.7981468879203,29.9884828728066,47.6416200919698,"Observed",68
2005,23,53,7,64,64,4.15888308335967,2005.76470588235,3.10918910239855,0.146197928413133,22.4028705991616,16.8212196315347,29.8366362295093,"Observed",53
2005,24,24,7,64,64,4.15888308335967,2005.82352941176,2.46831077195207,0.21359183556709,11.8024929009609,7.76534413409958,17.9385274202512,"Observed",24
2005,25,9,5,64,64,4.15888308335967,2005.88235294118,1.74749762112411,0.327127616057995,5.74022048218416,3.02323513159388,10.89896410628,"Observed",9
2005,26,1,2,64,64,4.15888308335967,2005.94117647059,0.98990310987456,0.468418342137574,2.69097373093549,1.07444382895549,6.73961674443644,"Observed",1
2006,10,34,4,53,53,3.97029191355212,2006,4.42419878897644,0.111857579163298,83.4459226381971,67.0177784248343,103.901116518653,"Observed",34
2006,11,37,3,53,53,3.97029191355212,2006.05882352941,4.32924397898728,0.0746153491452258,75.88689279093,65.5621071838595,87.8376358665887,"Observed",37
2006,12,36,3,53,53,3.97029191355212,2006.11764705882,4.24256200258698,0.0696348537026423,69.5859029209973,60.7081338146636,79.7619294329365,"Observed",36
2006,13,50,1,53,53,3.97029191355212,2006.17647058824,4.17512011116419,0.0779676260777704,65.0476521410509,55.8295647917437,75.787749104734,"Observed",50
2006,14,38,3,53,53,3.97029191355212,2006.23529411765,4.13726116240018,0.0778145543137693,62.6310500547935,53.7715564018214,72.9502490434362,"Observed",38
2006,15,53,4,53,53,3.97029191355212,2006.29411764706,4.13376780923509,0.0723555796555266,62.4126393927551,54.1604465242986,71.9221831788717,"Observed",53
2006,16,53,4,53,53,3.97029191355212,2006.35294117647,4.15969825543511,0.0731759158710419,64.0521922827836,55.4939197295236,73.930321668159,"Observed",53
2006,17,72,5,53,53,3.97029191355212,2006.41176470588,4.19811414465728,0.0787624479844443,66.5606887760503,57.0392568022605,77.6715114942846,"Observed",72
2006,18,75,4,53,53,3.97029191355212,2006.47058823529,4.22055798659996,0.0794249602650888,68.0714566550523,58.2582121998459,79.5376829492362,"Observed",75
2006,19,84,3,53,53,3.97029191355212,2006.52941176471,4.19061222006979,0.0767257960616843,66.0632238137385,56.8393950300891,76.7838844581958,"Observed",84
2006,20,64,2,53,53,3.97029191355212,2006.58823529412,4.07016180099645,0.0832763131451883,58.5664379333281,49.7465058631664,68.95012207758,"Observed",64
2006,21,88,4,53,53,3.97029191355212,2006.64705882353,3.82723277018331,0.100264207862933,45.9352488057584,37.7397880086583,55.910411642027,"Observed",88
2006,22,57,4,53,53,3.97029191355212,2006.70588235294,3.44366890748718,0.118085037542066,31.301590391559,24.834212379043,39.4532166386625,"Observed",57
2006,23,31,3,53,53,3.97029191355212,2006.76470588235,2.920597932591,0.146197928413133,18.5523772149307,13.9300725073646,24.7084643775624,"Observed",31
2006,24,11,2,53,53,3.97029191355212,2006.82352941176,2.27971960214452,0.21359183556709,9.77393943360824,6.43067561105122,14.8553430198955,"Observed",11
2006,25,4,1,53,53,3.97029191355212,2006.88235294118,1.55890645131656,0.327127616057995,4.75362008680876,2.50361659335118,9.02570465051317,"Observed",4
2006,26,NA,NA,53,53,3.97029191355212,2006.94117647059,0.801311940067011,0.468418342137574,2.22846262093095,0.889773795853769,5.58124511648643,"Predicted",2.22846262093095
2007,10,33,3,59,59,4.07753744390572,2007,4.53144431933003,0.111857579163298,92.8926308613893,74.6046967370797,115.663507067935,"Observed",33
2007,11,46,4,59,59,4.07753744390572,2007.05882352941,4.43648950934088,0.0746153491452258,84.4778617861297,72.9842325254285,97.7815191722403,"Observed",46
2007,12,26,3,59,59,4.07753744390572,2007.11764705882,4.34980753294057,0.0696348537026423,77.4635523082801,67.5807527370784,88.7915818215709,"Observed",26
2007,13,56,3,59,59,4.07753744390572,2007.17647058824,4.28236564151779,0.0779676260777704,72.4115372890944,62.1498928813751,84.3674942864021,"Observed",56
2007,14,55,3,59,59,4.07753744390572,2007.23529411765,4.24450669275378,0.0778145543137693,69.7213576081664,59.8589024095748,81.2087678030705,"Observed",55
2007,15,78,4,59,59,4.07753744390572,2007.29411764706,4.24101333958869,0.0723555796555266,69.4782212108029,60.2918178289362,80.0643171236497,"Observed",78
2007,16,84,2,59,59,4.07753744390572,2007.35294117647,4.26694378578871,0.0731759158710419,71.3033838619666,61.7762502649415,82.2997920456865,"Observed",84
2007,17,91,4,59,59,4.07753744390572,2007.41176470588,4.30535967501088,0.0787624479844443,74.0958610903202,63.4965311572334,86.4645127955244,"Observed",91
2007,18,62,2,59,59,4.07753744390572,2007.47058823529,4.32780351695356,0.0794249602650888,75.7776592952469,64.8534815054888,88.5419489434893,"Observed",62
2007,19,84,3,59,59,4.07753744390572,2007.52941176471,4.29785775042339,0.0767257960616843,73.5420793398221,63.2740435240615,85.4763996798783,"Observed",84
2007,20,83,3,59,59,4.07753744390572,2007.58823529412,4.17740733135005,0.0832763131451883,65.1966007182332,55.3781857722041,76.7557962750419,"Observed",83
2007,21,74,3,59,59,4.07753744390572,2007.64705882353,3.93447830053691,0.100264207862933,51.1354656516933,42.0122168398272,62.2398922052754,"Observed",74
2007,22,82,2,59,59,4.07753744390572,2007.70588235294,3.55091443784077,0.118085037542066,34.8451666623015,27.6456326483686,43.9196185222847,"Observed",82
2007,23,39,4,59,59,4.07753744390572,2007.76470588235,3.0278434629446,0.146197928413133,20.6526463336021,15.507061847821,27.5056490240789,"Observed",39
2007,24,16,2,59,59,4.07753744390572,2007.82352941176,2.38696513249812,0.21359183556709,10.8804231430733,7.15867662362305,16.5370799655441,"Observed",16
2007,25,5,1,59,59,4.07753744390572,2007.88235294118,1.66615198167016,0.327127616057995,5.29176575701352,2.78704488693811,10.0474825354769,"Observed",5
2007,26,NA,NA,59,59,4.07753744390572,2007.94117647059,0.908557470420608,0.468418342137574,2.48074140820615,0.990502904818346,6.21308418627735,"Predicted",2.48074140820615
2008,10,43,6,53,53,3.97029191355212,2008,4.42419878897644,0.111857579163298,83.4459226381971,67.0177784248343,103.901116518653,"Observed",43
2008,11,25,4,53,53,3.97029191355212,2008.05882352941,4.32924397898728,0.0746153491452258,75.88689279093,65.5621071838595,87.8376358665887,"Observed",25
2008,12,36,6,53,53,3.97029191355212,2008.11764705882,4.24256200258698,0.0696348537026423,69.5859029209973,60.7081338146636,79.7619294329365,"Observed",36
2008,13,38,6,53,53,3.97029191355212,2008.17647058824,4.17512011116419,0.0779676260777704,65.0476521410509,55.8295647917437,75.787749104734,"Observed",38
2008,14,49,7,53,53,3.97029191355212,2008.23529411765,4.13726116240018,0.0778145543137693,62.6310500547935,53.7715564018214,72.9502490434362,"Observed",49
2008,15,76,6,53,53,3.97029191355212,2008.29411764706,4.13376780923509,0.0723555796555266,62.4126393927551,54.1604465242986,71.9221831788717,"Observed",76
2008,16,82,6,53,53,3.97029191355212,2008.35294117647,4.15969825543511,0.0731759158710419,64.0521922827836,55.4939197295236,73.930321668159,"Observed",82
