model_group,forage_set_id,forage_label,importance_aicw,n_models,min_aic,mean_r2,rank,importance_rel_top1
long,28,mid_il_capelin + pav_capelin_cpue,3.8090418883910635e-4,3,43.09455129721027,0.6474277256882439,101,0.0035954699800851103
long,124,mid_il_capelin + pav_capelin_cpue + abund_herring,3.6798865052490865e-4,3,43.11857508183522,0.6421109152665608,102,0.0034735563029820423
long,174,capelin_w_go_a + abund_herring + est_abund_herring_recruits,3.669039299012525e-4,3,43.00162447815173,0.6183788847606616,103,0.003463317296550999
long,145,pav_capelin_cpue + x13_ammod_wai + est_abund_herring_recruits,3.5532950138414697e-4,3,43.12449417380862,0.6326775060629317,104,0.0033540627609242664
long,59,stka_herr_matbiom + crg_herr_matbiom + ammod_eai,3.4646855035011753e-4,3,43.330581054108315,0.6484200827588935,105,0.003270421560928657
long,147,pav_capelin_cpue + ammod_eai + sitka_herring_e_go_a,3.381361857516937e-4,3,43.36864418909387,0.6469427251179398,106,0.003191769848360037
long,39,pav_capelin_cpue + abund_herring,2.5312105913509415e-4,3,43.99728325354029,0.6403196212663889,107,0.00238928632478757
long,100,crg_herr_matbiom + pav_capelin_cpue + ammod_eai,2.386135491813698e-4,3,44.107096807258074,0.6391481521369254,108,0.00225234554531393
long,14,stka_herr_matbiom + x13_ammod_wai,2.3120130978351592e-4,3,44.02711922642902,0.6238003665650654,109,0.002182379173136687
long,72,stka_herr_matbiom + pav_capelin_cpue + ammod_eai,2.286368333161822e-4,3,44.23723327921554,0.6403969923253646,110,0.002158172303212167
long,127,mid_il_capelin + x13_ammod_wai + capelin_w_go_a,2.1738268819941053e-4,3,44.11258862553197,0.6187843477564039,111,0.0020519410195862313
long,81,stka_herr_matbiom + x13_ammod_wai + est_abund_herring_recruits,2.1706049354657683e-4,3,44.13447382808061,0.62151518169705,112,0.0020488997266943413
long,111,crg_herr_matbiom + ammod_eai + sitka_herring_e_go_a,2.0199241208985973e-4,3,44.33224597939842,0.6258481794305524,113,0.0019066675430572438
