shark_col,shark_temp_col,Q10,overlap_form,overlap_slope,shark_transform,n,aic,bic,cfi,rmsea,b_hake_cpue,p_hake_cpue,b_cpue_sar,p_cpue_sar,b_shark_sar,p_shark_sar,aic_base,bic_base,b_shark_base,p_shark_base,delta_aic_vs_base,improved_fit,sig_shark_int,sig_shark_base
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.8,raw,24,96.75225697075791,104.99863378319353,0.9905865636610487,0.07435484514607077,-0.37201497826753915,1.436740868927533e-4,0.4941386076114236,0.004822631368895491,-0.47565842308102685,1.8443166810455658e-4,105.54441217611307,113.79078898854868,-0.22730884019811926,0.126686387307684,-8.792155205355158,TRUE,TRUE,FALSE
goa_salmon_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.8,log1p,24,98.66626363513856,106.91264044757418,1,0,-0.37201497826753915,1.4367408692272932e-4,0.39461692856378616,0.04283557034881191,-0.47040872767930464,8.764791984559039e-4,107.4018329733739,115.64820978580951,-0.09456634846648726,0.5421545907741325,-8.735569338235337,TRUE,TRUE,FALSE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,logistic,0.6,log1p,24,97.63037695489234,105.87675376732795,1,0,-0.3720149782675389,1.4367408694049288e-4,0.4218658324354901,0.023323374189299084,-0.4794047909421293,3.8189274895161773e-4,105.70933146808414,113.95570828051976,-0.2160424358886811,0.14235485226707967,-8.078954513191803,TRUE,TRUE,FALSE
goa_salmon_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.6,log1p,24,99.36740826050502,107.61378507294063,1,0,-0.37201497826753915,1.4367408692006478e-4,0.38689256018043766,0.053213527141523276,-0.46061901494224305,0.0015135260153131824,107.4018329733739,115.64820978580951,-0.09456634846648726,0.5421545907741325,-8.034424712868883,TRUE,TRUE,FALSE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.6,raw,24,97.5130516939384,105.75942850637401,0.975874233350959,0.11828429716410585,-0.3720149782675387,1.436740869849018e-4,0.521196312719455,0.003143684651250256,-0.4580843350912378,3.469492979015776e-4,105.54441217611307,113.79078898854868,-0.22730884019811926,0.126686387307684,-8.031360482174676,TRUE,TRUE,FALSE
goa_salmon_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.8,log1p,24,99.46327231246187,107.70964912489748,1,0,-0.3720149782675389,1.4367408695781236e-4,0.4047472037625668,0.04111577506928743,-0.4530288402478839,0.0016293445732884493,107.4018329733739,115.64820978580951,-0.09456634846648726,0.5421545907741325,-7.938560660912032,TRUE,TRUE,FALSE
goa_salmon_shark,sst_wgoa_coastwatch_junjulaug,2,linear,1,log1p,24,99.57110460361554,107.81748141605115,1,0,-0.37201497826753915,1.4367408689186512e-4,0.42504204861443956,0.030153976207510036,-0.4447150017435892,0.0017697747162088717,107.4018329733739,115.64820978580951,-0.09456634846648726,0.5421545907741325,-7.830728369758361,TRUE,TRUE,FALSE
goa_salmon_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.6,log1p,24,99.96178652005312,108.20816333248874,0.9973143463872481,0.037237362692376846,-0.37201497826753893,1.4367408696425166e-4,0.40189741341495505,0.046317088389065564,-0.4446042285831259,0.002382295735883666,107.4018329733739,115.64820978580951,-0.09456634846648726,0.5421545907741325,-7.440046453320775,TRUE,TRUE,FALSE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,1,raw,24,98.27955134645447,106.52592815889008,0.9601185970660483,0.15114402427989312,-0.37201497826753915,1.4367408691340344e-4,0.5697535600991035,0.0012492460444586406,-0.4370405070078877,6.449496602305427e-4,105.54441217611307,113.79078898854868,-0.22730884019811926,0.126686387307684,-7.264860829658602,TRUE,TRUE,FALSE
goa_salmon_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,1,log1p,24,100.52750771971446,108.77388453215008,0.9769644884191699,0.10891846360506639,-0.3720149782675392,1.436740869191766e-4,0.41935619777555827,0.03861511702556375,-0.4277681589846116,0.0036408915404253506,107.4018329733739,115.64820978580951,-0.09456634846648726,0.5421545907741325,-6.8743252536594355,TRUE,TRUE,FALSE
