"year","sar_obs","sar_hat","sar_resid","sar_resid_sign","csl_during_chinook","csl_weekly_avg_chin","csl_annual_peak","chinook_estuary_total","eulachon_during_chinook","shad_during_chinook","csl_threat_tier","eulachon_buffer_tier","shad_buffer_tier","overall_chinook_risk","x09_dfa_hake_age5plus_doug","x05_dfa_abund_sardine_doug","sitka_herring_e_go_a_doug","x05_herring_ncc_doug","x05_anchovy_gam_doug","hake_age5plus_tier","sardine_tier","sitka_herring_tier","ncc_herring_tier","ncc_anchovy_tier","ocean_buffer_score","integrated_csl_risk","ocean_risk_factor","csl_log","eulachon_log","shad_log","csl_z","csl_log_z","ocean_buffer_z","ocean_risk_z","eulachon_z","shad_z","ocean5_mean","ocean5_mean_z","idx1_csl_only","idx2_csl_oceanrisk","idx3_csl_minus_buffer","idx4_csl_buffer_mult","idx5_csl_estuary_prey","idx6_full_quant","idx7_with_ocean5"
2008,1.55569046104148,0.722550622778664,0.833139838262811,1,822,68.5,134,183975,148792.945033776,1923455,"Low CSL Exposure (<1k)","Substantial Buffer (>50k)","Major Late Buffer (>100k)","LOW RISK",-2.56798497075114,2.62788650327054,0.0389518658862401,0.146267277566677,-0.689581458168743,"Low Biomass (Upper Risk)","High Biomass (Buffer)","High Biomass (Buffer)","Moderate Biomass","Low Biomass (Upper Risk)",3,"LOW RISK",2,6.71295620067707,11.9103177085759,14.4696341259453,-0.689319448033012,-0.611744951607871,-0.295163026345124,0.295163026345124,-0.330966201146959,-0.591055870708387,-0.0888921564392851,-0.179476893338876,-0.689319448033012,-0.394156421687889,-0.394156421687888,-0.892781062432986,-0.228308412105339,0.0668546142397847,-0.599581001363574
2009,1.38139956834706,0.937406025105124,0.443993543241938,1,761,69.1818181818182,120,175173,100703.96184631,1346660,"Low CSL Exposure (<1k)","Substantial Buffer (>50k)","Major Late Buffer (>100k)","LOW RISK",-1.53839203520904,2.29107739384726,0.356962010447682,-0.336779202611836,-0.809616875998769,"Low Biomass (Upper Risk)","High Biomass (Buffer)","High Biomass (Buffer)","Low Biomass (Upper Risk)","Low Biomass (Upper Risk)",2,"LOW RISK",3,6.63594655568665,11.519950351041,14.1131387533396,-0.710929568304452,-0.681773557100409,-1.18065210538049,1.18065210538049,-0.357395115889121,-0.910912752062922,-0.00734974190494059,-0.0427081921216428,-0.710929568304452,0.469722537076043,0.469722537076043,-1.55029005990035,-0.0767756343284304,1.10387647105206,-0.68957547224363
2010,1.22548108241841,0.802351095008736,0.423129987409678,1,1450,120.833333333333,181,316357,0,998134,"Moderate CSL Exposure (1k-3k)","Minimal Buffer (<10k)","Major Late Buffer (>100k)","MODERATE RISK",-1.45850395796674,1.10834205968259,0.299937210848399,-0.556145599891072,-0.775389936418697,"Low Biomass (Upper Risk)","Moderate Biomass","High Biomass (Buffer)","Low Biomass (Upper Risk)","Low Biomass (Upper Risk)",2,"MODERATE RISK",3,7.28000825288419,0,13.8136438166864,-0.466841488517206,-0.0960970160449308,-1.18065210538049,1.18065210538049,-0.4127403580927,-1.10418495350532,-0.276352044749104,-0.49389786800431,-0.466841488517206,0.713810616863288,0.713810616863288,-1.01801887481401,0.291621167281805,1.4722732726623,-0.219892554515052
2011,0.170829826589396,0.850234433873577,-0.679404607284181,-1,899,99.8888888888889,182,235111,70237.9474387415,787066,"Low CSL Exposure (<1k)","Substantial Buffer (>50k)","Major Late Buffer (>100k)","LOW RISK",-0.81255005772994,0.262748922805306,0.177047844980557,-0.902179344496377,-0.789092107792628,"Low Biomass (Upper Risk)","Moderate Biomass","High Biomass (Buffer)","Low Biomass (Upper Risk)","Low Biomass (Upper Risk)",2,"LOW RISK",3,6.80239476332431,11.1596582429852,13.5760686571939,-0.662041099493654,-0.53041412843342,-1.18065210538049,1.18065210538049,-0.374138736650913,-1.22123096159093,-0.412804948446616,-0.722766322815254,-0.662041099493654,0.518611005886841,0.518611005886841,-1.44368131745925,0.135643749627269,1.31629585500776,-0.300657938086027
2012,0.812893430143468,0.849481147732421,-0.0365877175889536,-1,1017,101.7,163,209042,2356.83404127811,2349979,"Moderate CSL Exposure (1k-3k)","Minimal Buffer (<10k)","Major Late Buffer (>100k)","MODERATE RISK",-1.17170060411815,-0.635436348211767,-0.397823035251639,-0.881552746570319,-0.819007875839955,"Low Biomass (Upper Risk)","Moderate Biomass","Moderate Biomass","Low Biomass (Upper Risk)","Low Biomass (Upper Risk)",2,"MODERATE RISK",3,6.92559519711047,7.76549869748309,14.6699173754458,-0.620237916017754,-0.41838199823475,-1.18065210538049,1.18065210538049,-0.411445080841868,-0.354530525546135,-0.781104121998366,-1.34050372872488,-0.620237916017754,0.56041418936274,0.560414189362741,-1.35252311740093,-0.237250112823753,0.943401992556742,0.0500139483446835
2013,0.850306504735601,0.504438107587465,0.345868397148136,1,4179,417.9,628,142293,146334.423982109,3690625,"High CSL Exposure (>3k)","Substantial Buffer (>50k)","Major Late Buffer (>100k)","HIGH RISK",-0.0583816724159498,-1.6701565966187,-0.44365879407518,-0.29877224267377,-0.684741975172962,"Moderate Biomass","Moderate Biomass","Moderate Biomass","Moderate Biomass","Moderate Biomass",5,"HIGH RISK",0,8.3380665255188,11.8936566901808,15.1213066493246,0.499945695429663,0.866046691690124,1.47581513172562,-1.47581513172562,-0.332317363907316,0.388913589885571,-0.631142256191312,-1.08897708782678,0.499945695429663,-0.975869436295955,-0.975869436295955,-0.237881726926521,0.471647582440535,-1.00416754928508,1.04443423934305
2014,-0.667266290526334,-0.256395701335756,-0.410870589190578,-1,4603,418.454545454545,1129,254988,1620949.45033011,2577160,"High CSL Exposure (>3k)","Substantial Buffer (>50k)","Major Late Buffer (>100k)","HIGH RISK",0.113548537237913,-2.57962372817113,-0.48803663731026,-0.269209860670443,-0.576812282066013,"Moderate Biomass","Low Biomass (Upper Risk)","Moderate Biomass","Moderate Biomass","Moderate Biomass",4,"HIGH RISK",1,8.43468076984177,14.2985232329034,14.76219896343,0.650153744529506,0.953902710264089,0.590326052690247,-0.590326052690247,0.478106816968706,-0.228549187006438,-0.760026794195987,-1.30515134475239,0.650153744529506,0.0598276918392591,0.0598276918392593,0.266351050879619,0.525374929548372,-0.0649511231418748,1.3027294169057
2015,-0.948917457840382,-0.515643022620187,-0.433274435220195,-1,10640,886.666666666667,1971,320168,33025.9126695892,1672433,"High CSL Exposure (>3k)","Moderate Buffer (10k-50k)","Major Late Buffer (>100k)","HIGH RISK",0.894057307341759,-2.79177601562378,-0.624672855353346,-0.508819820683724,-0.491811518143603,"Moderate Biomass","Low Biomass (Upper Risk)","Low Biomass (Upper Risk)","Low Biomass (Upper Risk)","Moderate Biomass",2,"HIGH RISK",3,9.27246974344173,10.4050780435224,14.3297906083225,2.78884712286855,1.71574486036784,-1.18065210538049,1.18065210538049,-0.394589859322034,-0.73025803797991,-0.704604580492539,-1.21219329059014,2.78884712286855,3.96949922824904,3.96949922824904,6.08150535006764,3.35127107151952,4.53192317690002,3.39494376816362
2016,-0.603372459063586,-0.578433904263437,-0.0249385548001488,-1,7879.7395604447,716.339960040427,2484,213131,109.055738391668,1594859,"High CSL Exposure (>3k)","Minimal Buffer (<10k)","Major Late Buffer (>100k)","VERY HIGH RISK",1.02954175043377,-2.48174865452514,-0.442689926120823,-0.635417686751351,-0.208593106399706,"High Biomass (Buffer)","Low Biomass (Upper Risk)","Moderate Biomass","Low Biomass (Upper Risk)","Moderate Biomass",3,"HIGH RISK",2,8.97217703129633,4.70098695010844,14.282296516054,1.8109854822245,1.44267413171132,-0.295163026345124,0.295163026345124,-0.412680422851381,-0.773276056017855,-0.54778152467265,-0.94915857684163,1.8109854822245,2.10614850856962,2.10614850856962,2.34552143782496,2.40396372165912,2.69912674800424,2.28556477064531
2017,-0.603154601404989,-0.600792584067223,-0.00236201733776598,-1,6112,679.111111111111,1019,142017,0,2702859,"High CSL Exposure (>3k)","Minimal Buffer (<10k)","Major Late Buffer (>100k)","VERY HIGH RISK",1.07601232760748,-2.37695980863873,-0.652412006252273,-0.555098346476905,0.0457739620983589,"High Biomass (Buffer)","Low Biomass (Upper Risk)","Low Biomass (Upper Risk)","Low Biomass (Upper Risk)","High Biomass (Buffer)",2,"HIGH RISK",3,8.71817293002873,0,14.8098210296146,1.18473852304758,1.21169588212494,-1.18065210538049,1.18065210538049,-0.4127403580927,-0.158843849530587,-0.492536774332414,-0.856498176775576,1.18473852304758,2.36539062842808,2.36539062842808,2.58350255460909,1.47053062685922,2.65118273223972,1.61298761143537
2018,-0.826535183414421,-0.594676480364825,-0.231858703049595,-1,5226.89409655736,522.689409655736,892.713927091655,132480,0,5736863,"High CSL Exposure (>3k)","Minimal Buffer (<10k)","Major Late Buffer (>100k)","VERY HIGH RISK",1.11246486576357,-2.06600613970143,-0.779630827779011,0.205654340917314,0.389329010500738,"High Biomass (Buffer)","Low Biomass (Upper Risk)","Low Biomass (Upper Risk)","High Biomass (Buffer)","High Biomass (Buffer)",3,"HIGH RISK",2,8.56176381756827,0,15.5624232775335,0.87117712917288,1.06946548964238,-0.295163026345124,0.295163026345124,-0.4127403580927,1.52363789434233,-0.227637750059764,-0.412190809739946,0.87117712917288,1.166340155518,1.166340155518,1.1283164071022,0.315728361048062,0.610891387393186,1.07727253404285
2019,-0.392151594049636,0.0272414329531418,-0.419393027002777,-1,5297.58712586417,529.758712586417,899.79895825905,89043,2269.39472571219,7124495,"High CSL Exposure (>3k)","Minimal Buffer (<10k)","Major Late Buffer (>100k)","VERY HIGH RISK",1.38277800096897,-2.56805793751756,0.989236010147054,0.575653424117172,0.825920969938658,"High Biomass (Buffer)","Low Biomass (Upper Risk)","High Biomass (Buffer)","High Biomass (Buffer)","High Biomass (Buffer)",4,"HIGH RISK",1,8.57519548397581,7.72770898333762,15.7790495447749,0.896221143364234,1.081679555401,0.590326052690247,-0.590326052690247,-0.411493136052501,2.29313770621268,0.241106093530859,0.374019496363526,0.896221143364234,0.305895090673986,0.305895090673987,0.367158453464485,-0.0446011417158554,-0.634927194406103,0.709211395182471
2020,1.03760964869415,0.809445811975134,0.228163836719016,1,5197.33027981577,519.733027981577,906.883989426445,113255,0,5441196,"High CSL Exposure (>3k)","Minimal Buffer (<10k)","Major Late Buffer (>100k)","VERY HIGH RISK",1.08674024601453,-2.64698360247867,3.08459289406364,0.558510058580853,1.17600355682281,"High Biomass (Buffer)","Low Biomass (Upper Risk)","High Biomass (Buffer)","High Biomass (Buffer)","High Biomass (Buffer)",4,"HIGH RISK",1,8.55609275297044,0,15.5095096313923,0.86070372531274,1.06430851553226,0.590326052690247,-0.590326052690247,-0.4127403580927,1.35967821275797,0.651772630600633,1.0628184389648,0.86070372531274,0.270377672622492,0.270377672622492,0.352607892613079,0.387234797980102,-0.203091254710145,0.329294505830338
2021,0.53729351238494,0.717561747153336,-0.180268234768396,-1,4463.58822944521,405.780748131383,677,118817,81831.185864875,5326254,"High CSL Exposure (>3k)","Substantial Buffer (>50k)","Major Late Buffer (>100k)","HIGH RISK",1.13605835242033,-2.52119869570115,2.71524197523514,0.270312852496277,1.50772247862828,"High Biomass (Buffer)","Low Biomass (Upper Risk)","High Biomass (Buffer)","High Biomass (Buffer)","High Biomass (Buffer)",4,"HIGH RISK",1,8.40393226720913,11.3124259154325,15.4881589225426,0.600765135858304,0.925941605384102,0.590326052690247,-0.590326052690247,-0.36776728336492,1.29593808037705,0.621627392615775,1.01225671509855,0.600765135858304,0.0104390831680564,0.0104390831680566,0.246117824613151,0.136679737352237,-0.453646315338011,0.0946367783090302
